player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Michael Hiers,88636,QB,SAMFORD,1,2.7,2.59,3.73,,40,282,75.0,20,20,7.4,1.81,0,1,4.8,75.0,15,2,0.0,21,52.5,0,7,,,,25.2,46.3,72.8,,46.3,,,,,,0,1,23,50.0,70.4,4.8,1,0,0,0,0,4,17.4,128,6.4,71.4,14,16,7.9,3.68,0,0,0.0,62.5,10,11,0.0,19,47.5,0,4,,,,67.2,67.2,72.5,,66.8,,,,,,0,0,21,27.3,115.1,15.8,3,0,0,2,2,0,0.0,82,5.1
Jeff Undercuffler,78501,QB,AKRON,1,2.32,2.24,3.17,2.6,40,102,62.5,24,26,6.3,1.93,1,0,0.0,57.7,15,5,0.0,27,67.5,0,3,,,,68.0,47.4,73.5,,47.4,,,,,,1,1,28,20.0,48.7,3.7,1,0,0,0,0,1,3.6,91,3.5,62.5,8,10,10.1,3.12,1,0,0.0,50.0,5,5,0.0,13,32.5,0,3,,,,66.2,45.2,71.2,,47.1,,,57.3,,,1,1,14,40.0,31.3,15.4,2,1,0,0,0,1,7.1,65,6.5
Hayden Wolff,98362,QB,W MICHIGAN,1,2.29,2.3,3.9,4.9,40,347,78.9,19,20,3.7,1.71,0,2,9.5,75.0,15,6,0.0,20,50.0,0,8,,,,67.2,88.3,72.5,,87.5,,,,,,0,0,21,0.0,143.8,0.0,0,0,0,1,3,0,0.0,190,9.5,66.7,15,16,11.4,3.19,1,1,6.3,62.5,10,5,0.0,18,45.0,0,6,,,,66.8,66.2,72.0,,68.9,,,56.3,,,0,1,18,20.0,65.4,5.6,1,1,0,0,0,1,5.6,143,8.9
Anthony Colandrea,170131,QB,VIRGINIA,1,2.7,2.52,2.75,4.68,40,335,87.5,16,16,3.5,1.96,0,1,5.9,75.0,12,4,14.3,18,45.0,2,5,,,,67.0,74.0,72.2,,73.5,,,,,,0,1,19,50.0,64.8,11.1,2,0,0,0,0,0,0.0,101,6.3,66.7,12,15,17.6,3.46,1,2,11.1,53.3,8,12,0.0,21,52.5,0,8,,,,67.6,69.0,73.0,,68.0,,,62.5,,,1,0,24,16.7,94.0,9.5,2,4,0,1,0,0,0.0,171,11.4
Kekoa Visperas,147588,QB,E WASHGTON,1,2.48,2.4,3.18,,40,161,85.0,20,22,2.0,1.9,1,0,0.0,77.3,17,7,0.0,24,60.0,0,7,,,,67.7,52.0,73.1,,51.9,,,,,,1,1,25,28.6,96.2,8.3,2,0,0,0,1,1,4.0,177,8.0,76.9,13,14,11.1,3.34,0,2,14.3,71.4,10,7,0.0,16,40.0,0,6,,,,66.5,73.7,71.6,,73.2,,,,,,1,1,16,28.6,101.2,12.5,2,0,0,0,1,1,6.3,153,10.9
Robert Coleman,76149,QB,LAMAR,1,2.89,2.71,4.03,4.35,40,204,71.4,14,16,12.0,1.79,2,2,12.5,62.5,10,4,0.0,17,42.5,0,5,,,,66.7,90.0,71.8,,89.1,,,,,,0,0,17,25.0,128.4,5.9,1,0,0,0,2,0,0.0,133,8.3,47.1,17,19,16.8,3.71,0,0,0.0,36.8,7,12,12.5,23,57.5,1,7,,,,25.6,50.6,73.0,,53.4,,,52.7,,,1,1,24,16.7,45.1,8.7,2,2,0,1,0,2,8.3,156,8.2
Matthew Downing,82120,QB,ELON,1,2.93,2.69,3.65,5.45,39,162,72.2,18,20,8.7,1.98,2,0,0.0,65.0,13,3,0.0,20,51.3,0,8,,,,67.1,58.3,72.4,,58.1,,,,,,0,0,20,0.0,97.9,0.0,0,0,0,0,0,1,5.0,200,10.0,90.0,10,13,15.2,3.93,0,2,15.4,46.2,6,13,33.3,19,48.7,3,3,,,,67.4,85.5,72.7,,86.9,,,62.7,,,1,0,22,30.8,106.1,21.1,4,2,0,2,2,0,0.0,81,6.2
Ta'Quan Roberson,101625,QB,UCONN,1,2.54,2.42,,4.7,39,146,68.4,19,21,5.9,1.9,1,0,0.0,57.1,12,4,7.7,21,53.8,1,5,,,,67.2,42.9,72.5,,43.1,,,,,,0,1,21,0.0,50.9,0.0,0,0,0,1,0,1,4.8,106,5.0,60.0,15,16,14.7,3.28,0,0,0.0,50.0,8,9,11.1,18,46.2,1,5,,,,66.8,58.7,72.0,,63.3,,,51.6,,,0,0,18,0.0,70.1,0.0,0,2,0,1,0,1,5.6,101,6.3
Theo Day,83515,QB,N IOWA,1,2.74,2.72,2.5,3.5,39,255,60.0,10,10,9.1,2.16,0,0,0.0,60.0,6,2,0.0,10,25.6,0,3,,,,65.4,39.7,70.1,,39.9,,,,,,0,1,10,0.0,34.2,0.0,0,0,0,0,0,1,10.0,52,5.2,50.0,26,27,16.9,2.94,1,2,6.5,29.6,8,13,38.5,29,74.4,5,5,,,,68.5,65.4,74.1,,66.3,,,57.0,,,0,1,33,7.7,44.1,3.4,1,1,0,0,1,3,9.1,130,4.8
Dillon Gabriel,86272,QB,OKLAHOMA,1,2.75,2.66,3.8,3.8,39,261,78.9,19,19,8.6,1.91,0,0,0.0,73.7,14,1,6.7,19,48.7,1,9,,,,67.0,79.0,72.2,,78.2,,,,,,0,0,19,0.0,139.9,0.0,0,0,0,0,3,0,0.0,168,8.8,56.3,16,17,17.0,3.55,0,1,5.9,52.9,9,7,0.0,20,51.3,0,10,,,,67.1,72.4,72.4,,70.2,,,63.1,,,0,0,20,28.6,137.5,10.0,2,1,0,1,2,1,5.0,255,15.0
Brendan Sorsby,156398,QB,INDIANA,1,2.27,2.03,2.93,4.27,39,190,78.3,23,25,9.9,1.84,1,1,3.4,68.0,17,2,5.6,25,64.1,1,10,,,,68.1,85.2,73.6,,84.2,,,,,,0,1,29,0.0,99.6,0.0,0,0,0,1,2,1,3.4,185,7.4,62.5,8,8,14.1,3.04,0,1,10.0,62.5,5,6,0.0,14,35.9,0,7,,,,66.5,78.3,71.6,,75.5,,,66.4,,,0,0,16,50.0,145.8,21.4,3,3,0,0,1,0,0.0,104,13.0
Cade Klubnik,156253,QB,CLEMSON,1,2.87,2.54,3.25,6.37,39,140,94.1,17,17,0.1,1.53,0,0,0.0,76.5,13,1,18.8,18,46.2,3,5,,,,66.8,69.7,72.0,,69.3,,,,,,0,0,18,100.0,110.7,5.6,1,0,0,0,1,0,0.0,103,6.1,78.6,14,17,8.0,4.01,1,2,11.1,58.8,10,11,9.1,21,53.8,1,9,,,,67.4,73.9,72.7,,70.4,,,67.3,,,0,1,22,9.1,91.2,4.8,1,3,0,2,3,1,4.5,102,6.0
Aidan Sayin,148974,QB,PENN,1,3.04,2.93,,7.2,39,267,71.4,14,14,7.1,2.05,0,0,0.0,64.3,9,1,10.0,14,35.9,1,6,,,,66.2,69.0,71.2,,68.5,,,,,,0,1,14,0.0,56.3,0.0,0,0,0,0,0,1,7.1,102,7.3,63.6,22,24,10.9,3.59,1,0,0.0,54.2,13,7,7.1,25,64.1,1,5,,,,67.8,52.6,73.3,,53.6,,,57.8,,,0,0,26,0.0,67.4,0.0,0,1,0,1,0,1,3.8,116,4.8
Caleb Williams,144622,QB,USC,1,3.29,3.01,3.55,7.35,39,326,68.8,16,16,6.3,1.84,0,0,0.0,62.5,10,0,9.1,17,43.6,1,6,,,,22.9,61.2,72.3,,60.9,,,,,,0,0,18,,98.4,5.9,1,0,0,0,1,1,5.6,90,5.6,69.2,13,17,20.0,4.4,0,4,18.2,52.9,9,16,0.0,22,56.4,0,7,,,,27.0,90.8,73.5,,90.9,,,60.3,,,0,0,28,18.8,95.5,13.6,3,2,0,4,0,1,3.6,201,11.8
Chandler Rogers,98683,QB,N TEXAS,1,2.78,2.49,3.52,4.57,39,251,76.5,17,17,3.8,1.74,0,1,5.9,70.6,12,6,7.7,17,43.6,1,4,,,,66.7,76.4,71.8,,75.8,,,,,,0,0,17,0.0,98.9,0.0,0,0,0,0,1,0,0.0,75,4.4,61.5,13,14,21.6,3.58,0,3,18.8,42.9,6,12,25.0,22,56.4,2,5,,,,23.0,73.0,73.0,,75.2,,,57.1,,,1,1,24,41.7,81.0,22.7,5,3,0,0,1,3,12.5,165,11.8
Quincy Casey,104763,QB,ALAB A&M,1,2.44,2.16,3.13,4.83,39,104,60.9,23,23,8.0,1.78,0,0,0.0,56.5,13,4,7.1,24,61.5,1,7,,,,67.6,50.6,73.0,,50.6,,,,,,0,2,24,25.0,47.9,4.2,1,0,0,0,1,3,12.5,113,4.9,66.7,9,10,11.0,3.49,0,0,0.0,50.0,5,8,16.7,15,38.5,1,3,,,,66.5,43.5,71.6,,44.0,,,55.6,,,1,0,16,25.0,68.8,13.3,2,3,0,0,0,1,6.3,60,6.0
Matt Morrissey,148177,QB,W ILLINOIS,1,2.82,2.35,5.08,3.8,38,345,93.8,16,17,3.5,1.82,1,0,0.0,82.4,14,4,6.7,17,44.7,1,3,,,,66.7,81.9,71.8,,81.3,,,,,,0,0,17,0.0,86.3,0.0,0,0,0,0,0,0,0.0,80,4.7,40.0,10,13,15.1,3.64,0,1,6.7,30.8,4,12,0.0,21,55.3,0,5,,,,67.6,49.2,73.0,,51.1,,,54.9,,,1,0,24,41.7,84.5,23.8,5,3,0,2,1,1,4.2,97,7.5
Kirk Francis,173296,QB,TULSA,1,2.83,2.64,4.5,4.3,38,320,68.8,16,16,11.3,1.93,0,1,6.3,68.8,11,1,0.0,16,42.1,0,7,,,,66.5,91.0,71.6,,90.7,,,,,,0,0,16,0.0,128.4,0.0,0,0,0,0,1,0,0.0,185,11.6,68.8,16,18,16.2,3.48,0,1,5.6,61.1,11,7,0.0,22,57.9,0,8,,,,67.4,77.9,72.7,,75.1,,,64.1,,,0,0,22,42.9,90.0,13.6,3,1,0,2,0,0,0.0,160,8.9
Jordan Pachot,164809,QB,MO STATE,1,2.5,2.41,3.5,,38,230,90.5,21,21,4.5,2.05,0,2,9.1,85.7,18,4,5.3,21,55.3,1,10,,,,67.4,84.7,72.7,,83.9,,,,,,0,0,22,0.0,150.9,0.0,0,0,0,0,3,1,4.5,225,10.7,71.4,14,14,10.1,3.05,0,1,7.1,64.3,9,7,10.0,17,44.7,1,5,,,,22.9,52.5,72.0,,52.4,,,,,,0,1,18,42.9,79.8,17.6,3,0,0,0,1,3,16.7,101,7.2
Jake Stearney,171991,QB,COLGATE,1,2.28,2.11,3.05,4.25,38,142,96.4,28,28,5.3,1.83,0,0,0.0,89.3,25,5,7.4,28,73.7,2,13,,,,68.1,91.4,73.6,,91.1,,,,,,0,0,29,0.0,129.3,0.0,0,0,0,0,2,0,0.0,261,9.3,50.0,6,6,19.2,3.52,0,1,14.3,50.0,3,6,0.0,10,26.3,0,3,,,,65.6,72.4,70.4,,71.8,,,62.0,,,0,0,11,33.3,135.4,20.0,2,2,0,0,1,1,9.1,99,16.5
Joe Milton III,82151,QB,TENNESSEE,1,2.65,2.52,2.2,5.3,38,307,87.5,16,16,4.1,1.75,0,0,0.0,68.8,11,1,21.4,17,44.7,3,3,,,,66.5,58.5,71.8,,58.3,,,,,,0,1,17,100.0,62.8,5.9,1,0,0,0,0,1,5.9,113,7.1,64.7,17,18,13.2,3.38,0,1,5.3,61.1,11,7,0.0,21,55.3,0,6,,,,67.4,57.0,72.7,,59.9,,,53.4,,,1,0,22,14.3,107.2,4.8,1,2,0,0,1,0,0.0,154,8.6
AJ Padgett,163006,QB,RICE,1,2.72,2.04,3.4,6.43,38,275,76.2,21,23,5.2,1.83,2,2,8.3,60.9,14,6,12.5,24,63.2,2,6,,,,67.7,77.7,73.1,,77.1,,,,,,0,0,25,16.7,110.4,4.2,1,0,0,0,2,0,0.0,158,6.9,100.0,4,5,12.8,4.23,0,2,33.3,60.0,3,9,25.0,14,36.8,1,3,,,,8.7,41.5,71.4,,41.4,,,55.5,,,0,0,15,55.6,72.1,35.7,5,4,0,1,0,2,13.3,24,4.8
Trenton Bourguet,97285,QB,ARIZONA ST,1,2.06,1.84,5.8,4.1,37,110,66.7,30,30,7.0,1.59,0,0,0.0,63.3,19,4,5.0,30,81.1,1,8,,,,68.3,55.9,73.9,,55.7,,,,,,0,1,31,0.0,61.7,0.0,0,0,0,0,0,1,3.2,149,5.0,50.0,2,4,4.5,4.11,0,1,20.0,0.0,0,4,100.0,7,18.9,1,1,,,,64.9,65.3,69.5,,64.9,,,61.0,,,1,0,8,25.0,39.6,14.3,1,2,0,1,0,0,0.0,0,0.0
Shea Kuykendall,159025,QB,N COLORADO,1,2.51,2.5,2.63,,37,253,83.3,18,18,6.7,1.95,0,0,0.0,83.3,15,5,0.0,20,54.1,0,7,,,,24.3,75.3,72.5,,74.8,,,,,,0,0,21,40.0,114.1,10.0,2,0,0,0,1,1,4.8,125,6.9,57.1,14,16,11.4,3.17,0,0,0.0,37.5,6,5,25.0,17,45.9,2,3,,,,66.7,45.8,71.8,,45.9,,,,,,0,1,17,20.0,22.4,5.9,1,0,0,2,0,2,11.8,58,3.6
Collin Shannon,160918,QB,VA MILT IN,1,2.89,2.59,3.21,5.6,37,336,76.9,13,14,3.6,1.84,1,0,0.0,64.3,9,2,10.0,15,40.5,1,2,,,,66.4,55.1,71.4,,54.9,,,,,,0,0,15,50.0,79.2,6.7,1,0,0,0,0,1,6.7,79,5.6,61.5,13,13,10.8,3.6,0,1,7.1,38.5,5,10,37.5,22,59.5,3,5,,,,15.3,29.6,72.8,,28.9,,,61.3,,,0,1,23,70.0,24.2,31.8,7,2,0,0,0,6,26.1,69,5.3
John Paddock,77689,QB,ILLINOIS,1,2.46,2.44,3.0,,37,187,78.9,19,19,9.2,1.75,0,0,0.0,68.4,13,2,13.3,19,51.4,2,9,,,,67.2,68.3,72.5,,67.9,,,,,,0,0,21,0.0,144.8,0.0,0,0,0,0,2,0,0.0,231,12.2,64.7,17,17,17.2,3.21,0,4,20.0,64.7,11,7,0.0,18,48.6,0,10,,,,25.1,90.2,72.7,,89.5,,,,,,0,1,22,14.3,122.8,5.6,1,0,0,0,2,1,4.5,276,16.2
Alan Bowman,77679,QB,OKLA STATE,1,2.21,2.21,,,37,262,69.2,26,26,7.8,1.86,0,0,0.0,61.5,16,1,11.1,26,70.3,2,9,,,,67.8,77.8,73.3,,77.1,,,,,,0,1,26,0.0,65.4,0.0,0,0,0,0,0,0,0.0,175,6.7,40.0,10,11,7.3,3.05,0,0,0.0,27.3,3,4,25.0,11,29.7,1,4,,,,65.6,34.2,70.4,,34.6,,,,,,0,2,11,0.0,6.4,0.0,0,0,0,1,0,2,18.2,50,4.5
Austin Reed,111760,QB,W KENTUCKY,1,2.69,2.67,,3.2,37,346,66.7,15,15,6.1,1.85,0,0,0.0,60.0,9,1,10.0,15,40.5,1,5,,,,66.5,36.2,71.6,,36.6,,,,,,0,1,16,0.0,102.5,0.0,0,0,0,0,2,1,6.3,139,9.3,55.0,20,21,8.6,3.26,0,0,0.0,52.4,11,6,0.0,22,59.5,0,8,,,,67.7,58.8,73.1,,53.1,,,69.1,,,0,0,25,0.0,87.8,0.0,0,1,0,1,1,0,0.0,132,6.3
Kamden Sixkiller,133096,QB,MCNEESE,1,2.69,2.49,4.1,3.7,37,217,72.2,18,20,9.1,1.8,1,0,0.0,60.0,12,6,7.7,20,54.1,1,6,,,,67.5,76.2,72.8,,75.5,,,,,,1,1,23,0.0,50.4,0.0,0,0,0,0,0,1,4.3,92,4.6,63.6,11,12,14.8,3.74,0,3,23.1,58.3,7,12,0.0,17,45.9,0,6,,,,22.9,60.6,72.0,,55.4,,,68.3,,,0,0,18,25.0,130.6,17.6,3,2,0,1,1,3,16.7,157,13.1
Byrum Brown,156206,QB,USF,1,3.16,2.47,3.67,6.16,37,327,90.9,11,11,6.4,1.93,0,1,9.1,63.6,7,5,30.0,12,32.4,3,6,,,,65.8,83.5,70.7,,82.8,,,,,,0,0,12,20.0,87.7,8.3,1,0,0,0,0,1,8.3,86,7.8,86.7,15,15,17.1,3.75,0,3,20.0,73.3,11,13,15.4,25,67.6,2,9,,,,26.0,79.5,73.1,,86.3,,,53.8,,,0,1,25,38.5,109.7,20.0,5,5,0,0,1,2,8.0,230,15.3
Jordan Travis,77615,QB,FLORIDA ST,1,2.55,2.37,3.43,4.05,36,167,83.3,18,20,8.4,1.92,0,0,0.0,65.0,13,5,13.3,21,58.3,2,9,,,,67.5,74.1,72.8,,73.5,,,,,,2,0,23,20.0,115.4,4.8,1,0,0,0,1,0,0.0,204,10.2,72.7,11,11,11.5,3.43,0,0,0.0,54.5,6,6,25.0,15,41.7,2,3,,,,66.5,66.1,71.6,,65.0,,,62.0,,,0,0,16,33.3,70.6,13.3,2,2,0,0,0,0,0.0,61,5.5
Quinton Williams,102366,QB,HOWARD,1,2.34,2.29,,4.0,36,184,71.4,21,21,9.8,1.89,0,0,0.0,66.7,14,0,6.7,21,58.3,1,7,,,,67.2,79.0,72.5,,78.3,,,,,,0,0,21,,124.1,0.0,0,0,0,0,2,0,0.0,175,8.3,76.9,13,14,10.1,2.97,0,1,7.1,64.3,9,5,10.0,15,41.7,1,7,,,,66.4,78.7,71.4,,75.3,,,64.3,,,0,0,15,0.0,109.8,0.0,0,1,0,1,1,0,0.0,102,7.3
Haynes King,124329,QB,GA TECH,1,2.47,2.26,3.55,4.6,36,176,61.9,21,22,7.9,1.85,1,0,0.0,50.0,11,6,15.4,22,61.1,2,6,,,,67.6,48.6,73.0,,48.7,,,,,,0,2,24,0.0,58.0,0.0,0,0,0,0,2,2,8.3,115,5.2,55.6,9,9,21.0,3.44,0,2,22.2,22.2,2,8,60.0,14,38.9,3,0,,,,66.2,54.6,71.2,,56.7,,,57.3,,,0,2,14,50.0,0.0,28.6,4,1,0,0,0,2,14.3,14,1.6
Luke Bailey,143172,QB,DRAKE,1,3.02,3.02,,,36,153,78.6,14,14,4.8,1.94,0,0,0.0,78.6,11,1,0.0,14,38.9,0,6,,,,66.4,52.4,71.4,,52.4,,,,,,0,0,15,0.0,97.0,0.0,0,0,0,0,0,1,6.7,102,7.3,45.0,20,22,12.3,3.71,0,0,0.0,31.8,7,2,22.2,22,61.1,2,2,,,,67.4,46.9,72.7,,47.0,,,,,,0,1,22,0.0,22.2,0.0,0,0,0,2,0,2,9.1,52,2.4
Donovan Smith,73929,QB,HOUSTON,1,3.21,3.05,2.1,4.7,36,182,76.9,13,13,5.7,1.84,0,1,7.1,69.2,9,2,10.0,14,38.9,1,3,,,,66.4,58.8,71.4,,58.6,,,,,,0,1,15,50.0,86.5,7.1,1,0,0,0,2,1,6.7,60,4.6,57.1,14,15,8.6,4.28,0,0,0.0,46.7,7,11,12.5,21,58.3,1,4,,,,67.4,63.0,72.7,,60.2,,,63.7,,,0,2,22,0.0,13.9,0.0,0,6,0,1,0,0,0.0,42,2.8
Mike DiLiello,121801,QB,AUSTINPEAY,1,2.56,2.48,3.36,5.45,36,116,86.7,15,15,5.8,1.81,0,2,12.5,86.7,13,0,0.0,15,41.7,0,9,,,,66.5,93.0,71.6,,92.7,,,,,,0,0,16,,141.0,0.0,0,0,0,0,1,0,0.0,228,15.2,27.3,11,11,11.1,3.61,0,0,0.0,27.3,3,11,0.0,18,50.0,0,3,,,,67.1,48.7,72.4,,42.2,,,67.6,,,0,2,20,45.5,36.0,27.8,5,2,0,0,1,1,5.0,48,4.4
Spencer Rattler,97408,QB,S CAROLINA,1,2.35,2.35,,,36,289,95.2,21,21,1.8,1.71,0,0,0.0,90.5,19,1,5.0,21,58.3,1,10,,,,67.2,68.8,72.5,,68.3,,,,,,0,0,21,0.0,136.7,0.0,0,0,0,0,2,0,0.0,193,9.2,78.6,14,15,17.0,3.24,0,2,13.3,60.0,9,5,18.2,15,41.7,2,8,,,,66.4,86.1,71.6,,85.2,,,,,,1,1,16,0.0,90.4,0.0,0,0,0,0,1,1,6.3,158,10.5
Noah Fifita,158722,QB,ARIZONA,1,2.43,2.31,6.3,,36,109,84.2,19,20,4.2,1.64,1,0,0.0,70.0,14,2,12.5,20,55.6,2,10,,,,67.2,68.3,72.5,,67.8,,,,,,0,0,21,0.0,115.4,0.0,0,0,0,0,2,0,0.0,104,5.2,46.7,15,15,14.3,3.41,0,2,11.8,46.7,7,4,0.0,16,44.4,0,4,,,,66.8,74.9,72.0,,74.3,,,,,,0,0,18,25.0,71.5,6.3,1,0,0,0,0,0,0.0,110,7.3
Jake Retzlaff,70874,QB,BYU,1,3.78,3.47,4.93,5.6,36,128,55.6,9,9,6.3,1.84,0,0,0.0,44.4,4,0,20.0,9,25.0,1,2,,,,65.1,49.6,69.8,,49.7,,,,,,0,0,9,,88.7,0.0,0,0,0,0,1,1,11.1,17,1.9,41.2,17,18,15.7,4.59,0,2,10.0,33.3,6,13,14.3,26,72.2,1,6,,,,68.0,36.6,73.5,,37.1,,,54.9,,,0,2,28,30.8,10.4,15.4,4,4,0,1,0,3,10.7,87,4.8
Jase Bauer,145714,QB,C MICHIGAN,1,3.79,3.4,3.0,5.83,35,134,88.9,9,9,4.3,2.08,0,0,0.0,88.9,8,3,0.0,9,25.7,0,6,,,,65.1,80.3,69.8,,79.7,,,,,,0,0,9,0.0,147.0,0.0,0,0,0,0,2,0,0.0,88,9.8,46.2,13,18,20.0,4.38,0,1,4.8,33.3,6,15,0.0,26,74.3,0,3,,,,68.1,46.3,73.6,,46.4,,,56.4,,,1,1,29,13.3,52.3,7.7,2,6,0,4,1,1,3.4,117,6.5
Alex Flinn,123797,QB,E CAROLINA,1,2.65,2.4,3.83,5.3,35,156,88.9,18,18,4.6,2.02,0,1,5.3,77.8,14,5,12.5,18,51.4,2,6,,,,67.0,84.2,72.2,,83.4,,,,,,0,0,19,0.0,91.0,0.0,0,0,0,0,0,0,0.0,105,5.8,40.0,10,12,15.4,3.32,0,1,7.7,33.3,4,12,0.0,17,48.6,0,2,,,,66.8,63.2,72.0,,59.6,,,64.3,,,0,1,18,33.3,12.8,23.5,4,1,0,2,0,1,5.6,51,4.3
Brady Meitz,149729,QB,STETSON,1,2.99,2.54,4.67,4.93,35,302,57.1,14,16,8.9,1.92,0,0,0.0,50.0,8,5,0.0,16,45.7,0,6,,,,66.5,59.1,71.6,,58.9,,,,,,2,0,16,0.0,64.3,0.0,0,0,0,0,0,0,0.0,79,4.9,77.8,9,12,13.0,3.9,0,0,0.0,58.3,7,12,0.0,19,54.3,0,6,,,,67.0,72.3,72.2,,71.9,,,62.6,,,1,0,19,25.0,93.8,15.8,3,4,0,2,0,0,0.0,124,10.3
Joe Green,101283,QB,COLUMBIA,1,2.91,2.58,4.0,4.78,35,145,92.3,13,14,4.5,1.83,1,1,7.1,78.6,11,1,8.3,14,40.0,1,5,,,,66.2,77.1,71.2,,76.5,,,,,,0,0,14,0.0,109.8,0.0,0,0,0,0,1,0,0.0,65,4.6,42.9,14,15,17.4,3.63,0,1,6.3,40.0,6,5,0.0,21,60.0,0,7,,,,67.4,71.4,72.7,,61.9,,,75.6,,,0,0,22,40.0,52.9,9.5,2,4,0,1,0,0,0.0,63,4.2
Reese Poffenbarger,145346,QB,ALBANY,1,2.95,2.67,3.73,4.87,35,106,92.9,14,15,7.4,1.89,1,1,6.7,86.7,13,2,0.0,15,42.9,0,10,,,,66.4,70.9,71.4,,70.4,,,,,,0,1,15,0.0,108.1,0.0,0,0,0,0,1,1,6.7,169,11.3,64.3,14,14,15.8,3.74,0,1,7.1,57.1,8,9,11.1,20,57.1,1,6,,,,67.2,69.6,72.5,,67.9,,,63.7,,,0,0,21,33.3,114.3,15.0,3,3,0,0,3,0,0.0,84,6.0
Nolan Grooms,108987,QB,YALE,1,2.33,2.11,2.8,4.3,35,352,85.7,21,21,4.1,1.63,0,1,4.5,76.2,16,3,11.1,22,62.9,2,6,,,,67.5,84.3,72.8,,83.5,,,,,,0,0,23,33.3,91.6,4.5,1,0,0,0,0,0,0.0,131,6.2,87.5,8,9,14.3,3.53,0,1,11.1,77.8,7,5,0.0,13,37.1,0,8,,,,20.0,89.2,71.0,,87.6,,,66.7,,,0,0,13,20.0,150.5,7.7,1,3,0,1,1,1,7.7,101,11.2
Quinn Ewers,127253,QB,TEXAS,1,2.57,2.55,3.5,,34,311,82.4,17,17,10.3,1.94,0,1,5.9,70.6,12,0,14.3,17,50.0,2,7,,,,66.7,64.8,71.8,,64.5,,,,,,0,1,17,,91.3,0.0,0,0,0,0,1,1,5.9,144,8.5,76.9,13,16,12.3,3.21,0,1,5.6,62.5,10,3,0.0,17,50.0,0,7,,,,66.8,74.7,72.2,,74.2,,,,,,0,0,19,33.3,99.2,5.9,1,0,0,3,0,0,0.0,173,10.8
Ben Whitlock,186579,QB,W GEORGIA,1,2.49,2.49,,,34,1177,85.7,14,14,2.5,1.54,0,0,0.0,78.6,11,0,8.3,14,41.2,1,8,,,,66.4,59.6,71.4,,59.3,,,,,,0,1,15,,95.8,0.0,0,0,0,0,1,1,6.7,118,8.4,47.1,17,20,14.3,3.15,0,1,5.0,40.0,8,4,0.0,20,58.8,0,4,,,,67.1,43.8,72.4,,44.0,,,,,,1,2,20,0.0,28.1,0.0,0,0,0,2,0,1,5.0,155,7.8
Jaylen Raynor,172203,QB,ARK STATE,1,3.09,2.71,4.25,6.05,34,113,60.0,15,16,12.1,2.06,1,0,0.0,50.0,8,7,11.1,16,47.1,1,5,,,,66.7,57.9,71.8,,57.7,,,,,,0,1,17,0.0,67.4,0.0,0,0,0,0,1,1,5.9,111,6.9,63.6,11,12,7.6,4.01,0,0,0.0,58.3,7,12,0.0,18,52.9,0,4,,,,24.3,31.2,72.5,,28.3,,,70.0,,,1,0,21,33.3,76.7,22.2,4,2,0,0,0,3,14.3,75,6.3
AJ Bianco,158232,QB,NEVADA,1,2.96,2.66,2.65,4.72,34,239,36.4,11,12,12.6,1.91,0,1,5.9,33.3,4,7,0.0,14,41.2,0,2,,,,67.0,65.1,72.2,,64.7,,,,,,1,1,19,28.6,35.4,14.3,2,0,0,0,1,0,0.0,34,2.8,75.0,12,13,11.5,3.71,1,0,0.0,69.2,9,9,0.0,20,58.8,0,7,,,,67.1,80.4,72.4,,77.7,,,67.4,,,0,0,20,22.2,126.1,10.0,2,5,0,0,1,0,0.0,127,9.8
