player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Mikey Keene,70961,QB,FRESNO ST,1,2.52,2.22,,6.85,23,169,77.8,9,11,2.6,1.68,2,0,0.0,54.5,6,2,14.3,11,47.8,1,3,,,,65.6,56.3,70.4,,56.2,,,,,,0,1,11,0.0,25.6,0.0,0,0,0,0,0,1,9.1,42,3.8,77.8,9,9,6.1,3.59,0,1,11.1,66.7,6,4,14.3,11,47.8,1,4,,,,65.6,74.4,70.4,,75.3,,,60.6,,,0,0,11,0.0,126.2,0.0,0,2,0,0,1,0,0.0,68,7.6
Trazon Connley,75885,QB,PRVIEW A&M,1,2.7,2.19,3.8,3.9,23,270,75.0,12,12,6.8,1.8,0,1,7.7,66.7,8,1,11.1,12,52.2,1,4,,,,66.0,80.8,71.0,,80.1,,,,,,0,0,13,0.0,95.1,0.0,0,0,0,0,0,0,0.0,108,9.0,75.0,4,4,26.8,3.68,0,1,25.0,50.0,2,5,33.3,11,47.8,1,3,,,,65.4,86.4,70.4,,82.7,,,69.0,,,0,0,11,60.0,135.4,27.3,3,4,0,0,1,0,0.0,76,19.0
Nic Baker,87541,QB,S ILLINOIS,1,2.9,2.69,2.77,4.23,23,295,87.5,8,8,7.1,2.01,0,0,0.0,87.5,7,2,0.0,8,34.8,0,4,,,,65.1,61.9,69.8,,61.7,,,,,,0,0,9,0.0,94.3,0.0,0,0,0,0,0,0,0.0,53,6.6,75.0,8,9,5.3,3.37,1,0,0.0,55.6,5,7,16.7,15,65.2,1,3,,,,66.4,67.5,71.4,,65.4,,,63.3,,,0,0,15,42.9,76.6,20.0,3,3,0,0,0,0,0.0,61,6.8
Cole Snyder,97617,QB,BUFFALO,1,2.46,2.3,4.15,,23,126,73.3,15,15,6.7,1.99,0,0,0.0,73.3,11,2,0.0,15,65.2,0,5,,,,66.4,45.5,71.4,,45.6,,,,,,0,0,15,0.0,106.0,0.0,0,0,0,0,0,2,13.3,154,10.3,66.7,6,6,7.7,3.34,0,0,0.0,50.0,3,5,25.0,8,34.8,1,2,,,,64.9,76.5,69.5,,76.0,,,,,,0,0,8,40.0,56.3,25.0,2,0,0,0,0,0,0.0,17,2.8
Ashton Daniels,157259,QB,STANFORD,1,3.52,3.1,4.03,4.8,23,300,83.3,6,6,9.5,2.07,0,1,16.7,83.3,5,4,0.0,6,26.1,0,4,,,,64.2,60.2,68.6,,60.1,,,,,,0,1,6,0.0,79.2,0.0,0,0,0,0,0,1,16.7,83,13.8,50.0,10,10,22.5,4.03,0,1,9.1,50.0,5,10,0.0,17,73.9,0,6,,,,22.9,36.0,72.0,,28.2,,,70.8,,,0,2,18,30.0,86.3,17.6,3,4,0,0,1,4,22.2,117,11.7
Tyler Hughes,159218,QB,WM & MARY,1,3.58,3.04,2.8,5.15,23,348,60.0,5,5,6.0,1.76,0,0,0.0,60.0,3,0,0.0,5,21.7,0,3,,,,63.8,63.8,68.1,,63.6,,,,,,0,0,5,,142.5,0.0,0,0,0,0,1,0,0.0,61,12.2,33.3,9,11,20.1,4.08,0,0,0.0,27.3,3,7,0.0,18,78.3,0,6,,,,67.0,41.9,72.2,,29.4,,,68.8,,,0,0,19,14.3,96.0,5.6,1,6,0,2,1,2,10.5,102,9.3
Tommy Castellanos,158433,QB,BOSTON COL,1,2.59,2.35,,6.3,23,121,90.0,10,10,4.1,1.51,0,0,0.0,80.0,8,0,11.1,10,43.5,1,3,,,,65.8,65.0,70.7,,64.7,,,,,,0,1,12,,90.8,0.0,0,0,0,0,1,1,8.3,73,7.3,22.2,9,10,24.3,3.7,0,1,10.0,20.0,2,3,0.0,12,52.2,0,4,,,,66.2,60.6,71.2,,52.5,,,69.0,,,0,1,14,0.0,2.9,0.0,0,2,0,1,0,1,7.1,37,3.7
Colby Suits,82143,QB,HOUCHR,1,3.01,2.8,7.6,,23,183,77.8,9,10,8.3,1.96,1,1,10.0,50.0,5,3,28.6,10,43.5,2,2,,,,65.4,79.9,70.1,,79.3,,,,,,0,0,10,0.0,56.3,0.0,0,0,0,0,0,0,0.0,18,1.8,63.6,11,12,19.0,3.82,0,2,16.7,41.7,5,6,28.6,13,56.5,2,4,,,,66.0,75.8,71.0,,75.2,,,,,,0,0,13,16.7,105.2,7.7,1,0,0,1,1,2,15.4,117,9.8
Joey Aguilar,174978,QB,APP STATE,1,2.74,2.66,,3.65,23,108,81.8,11,11,6.2,1.91,0,0,0.0,72.7,8,1,11.1,11,47.8,1,3,,,,65.6,64.1,70.4,,63.8,,,,,,0,0,11,0.0,111.2,0.0,0,0,0,0,1,0,0.0,48,4.4,60.0,10,10,22.5,3.51,0,2,18.2,60.0,6,4,0.0,12,52.2,0,6,,,,66.0,71.9,71.0,,71.6,,,61.3,,,0,1,13,0.0,104.2,0.0,0,2,0,0,2,2,15.4,207,20.7
Cade Chambers,148066,QB,INDIANA ST,1,2.54,2.38,3.8,4.4,22,191,70.0,10,11,2.4,1.64,0,0,0.0,63.6,7,0,0.0,11,50.0,0,2,,,,65.8,54.8,70.7,,54.6,,,,,,0,0,12,,71.0,0.0,0,0,0,1,0,0,0.0,42,3.8,44.4,9,9,12.9,3.44,0,0,0.0,44.4,4,7,0.0,11,50.0,0,4,,,,18.5,29.3,70.4,,30.0,,,56.3,,,0,0,11,14.3,118.8,9.1,1,1,0,0,1,2,18.2,92,10.2
Preston Weeks,77658,QB,STF AUSTIN,1,2.43,2.33,2.7,4.3,22,301,58.3,12,12,7.6,1.88,0,0,0.0,58.3,7,1,0.0,12,54.5,0,3,,,,65.8,68.2,70.7,,67.8,,,,,,0,1,12,0.0,61.1,0.0,0,0,0,0,1,0,0.0,50,4.2,75.0,8,8,17.1,3.09,0,2,22.2,62.5,5,2,16.7,10,45.5,1,4,,,,65.6,83.2,70.4,,86.1,,,57.8,,,0,0,11,50.0,145.8,10.0,1,1,0,0,1,0,0.0,124,15.5
Amari Powell,165320,QB,STTHOM,1,2.59,2.2,3.35,6.2,22,1129,61.5,13,13,10.7,1.84,0,0,0.0,61.5,8,1,0.0,14,63.6,0,4,,,,66.2,81.5,71.2,,80.7,,,,,,0,0,14,100.0,103.4,7.1,1,0,0,0,1,0,0.0,76,5.8,33.3,3,4,12.7,3.91,0,0,0.0,25.0,1,4,0.0,8,36.4,0,1,,,,64.9,40.5,69.8,,42.6,,,57.3,,,0,1,9,75.0,1.0,37.5,3,1,0,1,0,1,11.1,13,3.3
Christian Veilleux,145086,QB,PITTSBURGH,1,1.99,1.99,,,22,268,72.2,18,18,7.8,1.77,0,0,0.0,66.7,12,4,7.7,18,81.8,1,4,,,,67.0,49.6,72.2,,49.6,,,,,,0,1,19,0.0,75.2,0.0,0,0,0,0,1,1,5.3,96,5.3,25.0,4,4,17.0,2.95,0,0,0.0,25.0,1,0,0.0,4,18.2,0,1,,,,63.3,56.1,67.4,,56.1,,,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,65,16.3
Cam Miller,125299,QB,N DAK ST,1,3.17,2.99,,5.0,22,250,100.0,5,5,4.4,1.96,0,0,0.0,100.0,5,0,0.0,5,22.7,0,3,,,,63.8,77.5,68.1,,77.0,,,,,,0,0,5,,102.5,0.0,0,0,0,0,0,0,0.0,43,8.6,73.3,15,15,17.6,3.53,0,4,25.0,73.3,11,4,0.0,17,77.3,0,8,,,,66.8,92.7,72.0,,92.8,,,61.8,,,0,0,18,0.0,115.3,0.0,0,2,0,0,0,0,0.0,197,13.1
Seth Morgan,103954,QB,SHPHRD,1,2.36,1.98,,10.4,22,1095,86.7,15,15,5.6,1.62,0,1,6.7,86.7,13,0,0.0,15,68.2,0,9,,,,66.4,74.5,71.4,,74.0,,,,,,0,1,15,,130.4,0.0,0,0,0,0,2,1,6.7,187,12.5,83.3,6,6,19.2,3.96,0,1,16.7,83.3,5,1,0.0,7,31.8,0,4,,,,64.6,91.8,69.1,,90.8,,,64.3,,,0,0,7,0.0,158.3,0.0,0,1,0,0,2,0,0.0,109,18.2
Mekhi Hagens,167009,QB,ARKAPB,1,2.61,2.28,2.8,4.4,22,112,83.3,12,12,2.4,1.7,0,0,0.0,66.7,8,1,20.0,12,54.5,2,3,,,,65.8,70.8,70.7,,70.4,,,,,,0,1,12,0.0,44.1,0.0,0,0,0,0,0,0,0.0,61,5.1,50.0,4,5,16.3,3.71,0,0,0.0,40.0,2,5,0.0,10,45.5,0,1,,,,17.6,31.4,70.1,,34.3,,,51.5,,,0,0,10,40.0,52.1,20.0,2,3,0,1,0,1,10.0,20,4.0
Emory Jones,82111,QB,CINCINNATI,1,2.6,2.47,2.48,3.9,22,138,100.0,7,7,0.6,1.79,0,0,0.0,100.0,7,3,0.0,9,40.9,0,5,,,,65.1,72.9,69.8,,72.5,,,,,,0,0,9,66.7,143.2,22.2,2,0,0,0,1,0,0.0,62,8.9,77.8,9,9,10.6,3.16,0,1,11.1,66.7,6,6,14.3,13,59.1,1,5,,,,66.0,77.8,71.0,,77.9,,,61.8,,,0,0,13,33.3,89.6,15.4,2,2,0,0,0,0,0.0,69,7.7
Angel Flores,164493,QB,N ARIZONA,1,2.21,2.21,,,22,252,93.3,15,15,2.3,1.61,0,1,6.7,86.7,13,1,7.1,15,68.2,1,5,,,,66.4,88.6,71.4,,87.8,,,,,,0,0,15,0.0,90.8,0.0,0,0,0,0,0,0,0.0,87,5.8,71.4,7,7,12.3,3.5,0,1,14.3,71.4,5,2,0.0,7,31.8,0,3,,,,64.6,81.9,69.1,,81.3,,,,,,0,0,7,0.0,148.8,0.0,0,0,0,0,1,0,0.0,80,11.4
Junior Muratovic,150858,QB,FL A&M,1,2.91,2.92,6.3,5.3,22,164,80.0,5,6,4.0,1.98,0,1,14.3,50.0,3,2,25.0,6,27.3,1,2,,,,64.6,71.7,69.1,,71.3,,,,,,1,0,7,0.0,65.3,0.0,0,0,0,0,0,0,0.0,31,5.2,50.0,12,12,13.5,3.73,0,3,23.1,41.7,5,4,16.7,14,63.6,1,3,,,,66.4,82.7,71.4,,84.9,,,57.8,,,0,0,15,25.0,54.5,7.1,1,1,0,0,0,0,0.0,51,4.3
Damon Stewart,156626,QB,ALABAMA ST,1,1.97,1.97,,,21,105,64.7,17,18,7.2,1.74,0,0,0.0,55.6,10,4,9.1,18,85.7,1,3,,,,66.8,54.1,72.0,,54.0,,,,,,1,0,18,0.0,89.6,0.0,0,0,0,0,1,0,0.0,98,5.4,100.0,2,3,21.5,3.37,0,0,0.0,66.7,2,0,0.0,3,14.3,0,1,,,,62.7,73.8,66.6,,73.3,,,,,,0,0,3,,109.7,0.0,0,0,0,1,0,0,0.0,50,16.7
Justin Lamson,144052,QB,STANFORD,1,3.45,3.34,3.15,4.7,21,300,66.7,3,3,10.7,2.03,0,0,0.0,66.7,2,1,0.0,3,14.3,0,2,,,,63.3,69.9,67.4,,69.6,,,,,,0,0,4,0.0,100.7,0.0,0,0,0,0,0,0,0.0,31,10.3,18.2,11,14,16.0,3.69,1,0,0.0,14.3,2,9,0.0,18,85.7,0,2,,,,66.8,48.2,72.5,,41.0,,,68.1,,,0,1,19,22.2,9.8,11.1,2,2,0,2,0,1,5.3,11,0.8
Jaxson Dart,146409,QB,OLE MISS,1,3.12,2.86,3.0,5.4,21,226,83.3,6,6,3.8,1.8,0,0,0.0,83.3,5,1,0.0,7,33.3,0,0,,,,64.9,44.8,69.5,,44.9,,,,,,0,1,8,100.0,39.6,14.3,1,0,0,0,0,1,12.5,16,2.7,50.0,10,11,19.3,3.78,0,1,9.1,45.5,5,7,0.0,14,66.7,0,4,,,,66.2,58.1,71.2,,56.5,,,61.8,,,1,0,14,14.3,76.3,7.1,1,2,0,0,0,1,7.1,96,8.7
John Rhys Plumlee,97602,QB,UCF,1,2.85,2.49,3.8,5.65,21,323,60.0,10,10,10.6,1.82,0,1,9.1,60.0,6,1,0.0,10,47.6,0,4,,,,65.6,66.7,70.4,,66.4,,,,,,0,0,11,0.0,143.8,0.0,0,0,0,0,2,0,0.0,135,13.5,71.4,7,8,24.1,3.79,0,4,44.4,62.5,5,4,0.0,11,52.4,0,6,,,,19.2,93.6,70.7,,92.3,,,71.7,,,0,0,12,25.0,145.8,9.1,1,2,0,1,1,1,8.3,164,20.5
Connor Bazelak,99135,QB,BOWL GREEN,1,2.43,2.38,3.5,,21,122,72.7,11,11,2.6,1.81,0,0,0.0,72.7,8,0,0.0,11,52.4,0,3,,,,65.6,49.8,70.4,,49.7,,,,,,0,1,11,,63.1,0.0,0,0,0,0,0,1,9.1,101,9.2,71.4,7,9,6.1,3.12,0,0,0.0,55.6,5,4,0.0,10,47.6,0,2,,,,65.6,58.9,70.4,,58.7,,,,,,0,0,11,25.0,125.7,10.0,1,0,0,2,1,0,0.0,87,9.7
Dante Chachere,103930,QB,PORTLAND,1,2.63,2.36,3.7,3.9,21,269,77.8,9,9,8.2,1.99,0,1,11.1,77.8,7,2,0.0,10,47.6,0,2,,,,65.4,77.3,70.1,,76.8,,,,,,0,0,10,50.0,94.0,10.0,1,0,0,0,0,0,0.0,59,6.6,62.5,8,8,18.1,3.21,0,1,11.1,62.5,5,5,0.0,11,52.4,0,5,,,,65.8,48.4,70.7,,44.9,,,63.1,,,0,0,12,40.0,145.8,18.2,2,1,0,0,1,1,8.3,103,12.9
Tyler Szalkowski,148497,QB,ROB MORRIS,1,2.82,2.43,4.0,5.75,21,277,72.7,11,11,3.1,1.56,0,0,0.0,72.7,8,6,0.0,11,52.4,0,6,,,,65.6,54.7,70.4,,54.6,,,,,,0,1,11,0.0,47.9,0.0,0,0,0,0,0,0,0.0,61,5.5,71.4,7,7,10.7,4.21,0,1,14.3,42.9,3,8,40.0,10,47.6,2,2,,,,65.4,76.1,70.1,,67.5,,,71.0,,,0,1,10,12.5,20.2,10.0,1,2,0,0,0,0,0.0,37,5.3
Billy Wiles,144144,QB,SO MISS,1,3.25,2.61,4.3,5.97,21,296,100.0,7,7,1.3,2.01,0,0,0.0,100.0,7,0,0.0,7,33.3,0,1,,,,64.6,74.9,69.1,,74.5,,,,,,0,0,7,,133.6,0.0,0,0,0,0,1,0,0.0,46,6.6,42.9,7,9,11.1,3.87,0,0,0.0,33.3,3,6,0.0,14,66.7,0,4,,,,20.6,48.1,71.2,,54.5,,,50.0,,,2,0,14,33.3,56.7,14.3,2,3,0,0,0,1,7.1,58,6.4
Jackson Proctor,148851,QB,DARTMOUTH,1,2.96,2.7,4.4,6.5,21,148,88.9,9,9,7.3,2.01,0,1,11.1,88.9,8,0,0.0,9,42.9,0,4,,,,65.1,87.2,69.8,,86.4,,,,,,0,0,9,,143.5,0.0,0,0,0,0,1,0,0.0,86,9.6,55.6,9,10,9.7,3.68,0,1,10.0,50.0,5,4,0.0,12,57.1,0,2,,,,65.8,64.5,70.7,,67.7,,,57.0,,,0,0,12,25.0,70.0,8.3,1,1,0,1,0,0,0.0,63,6.3
Tyler Wesley,162286,QB,PRESBYTERN,1,2.96,2.59,3.68,4.9,21,271,83.3,6,7,2.7,2.16,1,0,0.0,28.6,2,4,60.0,9,42.9,3,1,,,,17.6,51.2,70.1,,51.1,,,,,,0,0,10,50.0,39.6,22.2,2,0,0,0,0,1,10.0,17,2.4,62.5,8,8,12.3,3.56,0,1,11.1,50.0,4,5,20.0,12,57.1,1,3,,,,66.0,65.0,71.0,,67.7,,,57.3,,,0,0,13,60.0,106.3,25.0,3,1,0,0,1,0,0.0,44,5.5
Payton Thorne,101629,QB,AUBURN,1,2.31,2.3,2.6,,21,115,64.3,14,14,3.5,1.96,0,0,0.0,57.1,8,1,11.1,14,66.7,1,5,,,,66.4,56.5,71.4,,56.3,,,,,,0,1,15,0.0,88.1,0.0,0,0,0,0,3,1,6.7,96,6.9,66.7,6,6,8.7,3.03,0,0,0.0,66.7,4,1,0.0,7,33.3,0,3,,,,64.6,62.2,69.1,,61.9,,,,,,0,0,7,100.0,104.2,14.3,1,0,0,0,0,0,0.0,67,11.2
Graeson Underwood,123202,QB,CITADEL,1,2.68,2.61,,3.3,21,139,58.3,12,12,9.5,2.08,0,0,0.0,33.3,4,3,42.9,12,57.1,3,3,,,,65.8,54.1,70.7,,54.0,,,,,,0,0,12,0.0,46.9,0.0,0,0,0,0,0,1,8.3,49,4.1,57.1,7,7,14.6,3.48,0,0,0.0,42.9,3,6,25.0,9,42.9,1,2,,,,65.1,60.3,69.8,,49.6,,,70.9,,,0,1,9,0.0,20.8,0.0,0,2,0,0,0,1,11.1,38,5.4
Chevan Cordeiro,75886,QB,S JOSE ST,1,2.91,2.68,2.3,7.7,20,285,66.7,9,9,4.3,1.97,0,0,0.0,66.7,6,2,0.0,10,50.0,0,5,,,,65.4,69.1,70.1,,68.7,,,,,,0,0,10,50.0,125.9,10.0,1,0,0,0,2,0,0.0,62,6.9,50.0,8,9,16.4,3.85,0,1,9.1,33.3,3,2,25.0,10,50.0,1,4,,,,65.8,79.3,70.7,,75.6,,,64.1,,,0,0,12,0.0,105.8,0.0,0,1,0,1,1,0,0.0,84,9.3
Tahj Smith,173837,QB,MORGAN ST,1,3.69,3.04,4.4,5.63,20,235,33.3,6,6,7.8,2.15,0,0,0.0,33.3,2,1,0.0,6,30.0,0,2,,,,64.2,52.5,68.6,,52.5,,,,,,0,0,6,0.0,65.3,0.0,0,0,0,0,0,0,0.0,51,8.5,42.9,7,8,12.9,4.35,0,0,0.0,37.5,3,11,0.0,14,70.0,0,3,,,,17.9,43.0,71.4,,37.6,,,61.5,,,0,0,15,18.2,51.6,14.3,2,4,0,1,0,1,6.7,35,4.4
Kyron Drones,144506,QB,VA TECH,1,2.66,2.73,1.1,3.0,20,337,100.0,8,8,2.9,1.74,0,0,0.0,87.5,7,0,12.5,9,45.0,1,4,,,,16.7,73.7,69.8,,73.3,,,,,,0,0,9,,152.1,11.1,1,0,0,0,1,1,11.1,88,11.0,71.4,7,10,11.6,3.41,0,1,10.0,50.0,5,6,0.0,11,55.0,0,4,,,,65.6,78.5,70.4,,74.4,,,64.1,,,0,0,11,0.0,129.2,0.0,0,1,0,3,1,0,0.0,131,13.1
Ty'Jarian Williams,178887,QB,MS VLY ST,1,2.26,1.91,3.55,5.7,20,228,73.3,15,15,2.2,1.7,0,0,0.0,66.7,10,3,9.1,15,75.0,1,1,,,,66.4,48.5,71.4,,48.5,,,,,,0,0,15,0.0,70.1,0.0,0,0,0,0,0,1,6.7,35,2.3,50.0,2,2,12.0,3.94,0,0,0.0,50.0,1,3,0.0,5,25.0,0,0,,,,63.8,45.4,68.1,,49.0,,,57.3,,,0,0,5,66.7,60.4,40.0,2,1,0,0,0,0,0.0,8,4.0
Richie Munoz,173668,QB,WEBER ST,1,2.74,2.47,,5.2,20,342,81.8,11,11,6.5,1.7,0,1,9.1,72.7,8,0,11.1,11,55.0,1,3,,,,65.6,84.8,70.4,,84.1,,,,,,0,0,11,,135.0,0.0,0,0,0,0,1,0,0.0,111,10.1,33.3,6,7,12.3,4.01,0,1,12.5,28.6,2,4,0.0,9,45.0,0,2,,,,65.4,39.7,70.1,,45.5,,,51.1,,,0,0,10,0.0,51.5,0.0,0,2,0,1,0,1,10.0,41,5.9
Brian Maurer,99123,QB,STF AUSTIN,1,2.63,2.44,3.6,,19,301,54.5,11,11,7.3,1.79,0,0,0.0,45.5,5,1,16.7,12,63.2,1,1,,,,65.8,57.3,70.7,,57.2,,,,,,0,0,12,100.0,52.5,8.3,1,0,0,0,0,0,0.0,25,2.3,50.0,4,5,18.5,4.06,0,2,33.3,40.0,2,5,0.0,7,36.8,0,2,,,,64.9,71.0,69.5,,70.6,,,,,,0,0,8,40.0,87.5,28.6,2,0,0,1,0,0,0.0,91,18.2
Bryce Patterson,160569,QB,MOREHEAD,1,2.25,2.32,2.8,,19,234,100.0,10,11,10.8,1.71,1,5,38.5,72.7,8,4,20.0,11,57.9,2,8,,,,66.0,95.3,71.0,,94.9,,,,,,0,0,13,0.0,154.4,0.0,0,0,0,0,5,0,0.0,198,18.0,75.0,4,5,19.8,3.41,0,1,20.0,40.0,2,6,33.3,7,36.8,1,2,,,,14.6,76.6,69.1,,76.1,,,,,,0,0,7,33.3,110.0,28.6,2,0,0,1,1,1,14.3,42,8.4
Gavin Wimsatt,155757,QB,RUTGERS,1,2.84,2.82,3.2,,19,278,33.3,6,6,9.2,2.17,0,0,0.0,33.3,2,1,0.0,6,31.6,0,2,,,,64.2,63.9,68.6,,63.7,,,,,,0,0,6,0.0,57.6,0.0,0,0,0,0,0,0,0.0,40,6.7,54.5,11,12,11.2,3.15,0,0,0.0,41.7,5,4,16.7,13,68.4,1,3,,,,20.0,44.3,71.0,,44.4,,,,,,0,1,13,25.0,20.5,7.7,1,0,0,1,0,2,15.4,53,4.4
DJ Uiagalelei,122162,QB,OREGON ST,1,3.13,3.13,,,19,265,80.0,5,7,6.6,2.03,0,0,0.0,57.1,4,3,0.0,7,36.8,0,4,,,,64.6,66.7,69.1,,66.4,,,,,,1,0,7,0.0,75.9,0.0,0,0,0,1,0,0,0.0,44,6.3,81.8,11,12,14.4,3.77,0,1,8.3,66.7,8,3,11.1,12,63.2,1,6,,,,65.8,85.2,70.7,,84.4,,,,,,0,0,12,0.0,149.3,0.0,0,0,0,1,2,0,0.0,196,16.3
Aveon Smith,130529,QB,MIAMI OH,1,3.27,2.98,3.8,7.6,19,221,81.8,11,11,1.5,1.72,0,0,0.0,72.7,8,3,11.1,11,57.9,1,4,,,,65.6,72.7,70.4,,72.3,,,,,,0,0,11,0.0,81.6,0.0,0,0,0,0,0,0,0.0,50,4.5,0.0,4,6,20.3,5.4,0,0,0.0,0.0,0,7,,8,42.1,0,0,,,,65.1,48.6,69.8,,50.5,,,57.8,,,0,0,9,14.3,39.6,12.5,1,1,0,2,0,0,0.0,0,0.0
Pat McQuaide,145792,QB,NICHOLLS,1,2.31,2.07,3.3,3.75,19,243,76.9,13,13,10.6,1.64,0,2,14.3,61.5,8,0,20.0,13,68.4,2,3,,,,66.2,92.3,71.2,,91.9,,,,,,0,0,14,,113.8,0.0,0,0,0,0,3,0,0.0,65,5.0,100.0,1,3,14.0,3.77,0,0,0.0,33.3,1,3,0.0,6,31.6,0,3,,,,64.2,79.7,68.6,,57.5,,,76.9,,,0,0,6,33.3,81.9,16.7,1,2,0,2,0,0,0.0,40,13.3
Deveon Bryant,89422,QB,TENN STATE,1,2.76,2.46,4.25,4.2,18,308,77.8,9,9,5.0,1.8,0,0,0.0,77.8,7,3,0.0,9,50.0,0,4,,,,65.4,53.0,70.1,,52.9,,,,,,0,0,10,0.0,92.1,0.0,0,0,0,0,0,1,10.0,55,6.1,66.7,6,6,12.5,3.71,0,0,0.0,50.0,3,5,25.0,9,50.0,1,3,,,,65.1,69.7,69.8,,73.5,,,57.0,,,0,0,9,40.0,104.9,22.2,2,1,0,0,1,0,0.0,31,5.2
Aaron Angelos,100576,QB,DELWARE ST,1,3.05,3.06,2.8,,18,152,85.7,7,7,10.9,1.99,0,0,0.0,85.7,6,0,0.0,7,38.9,0,3,,,,64.6,61.2,69.1,,61.0,,,,,,0,1,7,,118.8,0.0,0,0,0,0,1,0,0.0,96,13.7,50.0,6,10,8.8,3.73,0,0,0.0,30.0,3,5,0.0,11,61.1,0,1,,,,65.8,41.2,70.7,,41.2,,,,,,0,1,12,20.0,0.0,9.1,1,0,0,4,0,1,8.3,23,2.3
Draylen Ellis,121346,QB,TENN STATE,1,3.16,2.94,,4.9,18,308,71.4,7,7,5.6,1.74,0,0,0.0,71.4,5,1,0.0,7,38.9,0,2,,,,64.6,73.8,69.1,,73.3,,,,,,0,0,7,0.0,113.7,0.0,0,0,0,0,1,0,0.0,21,3.0,55.6,9,9,15.3,4.05,0,0,0.0,55.6,5,5,0.0,11,61.1,0,4,,,,65.6,40.4,70.4,,37.7,,,60.6,,,0,1,11,0.0,30.6,0.0,0,2,0,0,0,2,18.2,47,5.2
Clifton McDowell,98003,QB,MONTANA,1,3.17,2.78,,5.0,17,232,71.4,7,7,4.6,2.03,0,0,0.0,71.4,5,0,0.0,7,41.2,0,1,,,,64.9,52.3,69.5,,52.3,,,,,,0,0,8,,84.8,0.0,0,0,0,0,0,0,0.0,39,5.6,66.7,6,7,16.7,3.97,0,2,18.2,57.1,4,5,0.0,10,58.8,0,6,,,,66.4,91.8,71.4,,89.3,,,75.4,,,0,0,15,0.0,101.8,0.0,0,3,0,1,0,0,0.0,88,12.6
Walter Simmons III,151059,QB,BETH COOK,1,2.86,2.43,3.45,4.23,17,119,50.0,6,6,11.5,1.66,0,0,0.0,50.0,3,1,0.0,7,41.2,0,2,,,,64.6,41.6,69.1,,41.8,,,,,,0,0,7,100.0,67.4,14.3,1,0,0,0,0,0,0.0,34,5.7,66.7,6,6,1.0,3.71,0,0,0.0,33.3,2,3,50.0,10,58.8,2,2,,,,65.4,70.2,70.1,,65.1,,,66.0,,,0,1,10,33.3,2.8,10.0,1,3,0,0,0,0,0.0,-4,-0.7
Malakai Anthony,142524,QB,MERRIMACK,1,2.82,2.61,3.7,5.1,17,385,100.0,6,6,3.5,1.55,0,0,0.0,100.0,6,0,0.0,6,35.3,0,3,,,,64.2,75.4,68.6,,75.0,,,,,,0,0,6,,145.1,0.0,0,0,0,0,1,0,0.0,56,9.3,66.7,9,9,20.1,3.52,0,4,44.4,55.6,5,5,16.7,11,64.7,1,4,,,,65.6,92.2,70.4,,91.4,,,64.2,,,0,0,11,20.0,140.0,9.1,1,1,0,0,2,0,0.0,134,14.9
Keali'i Ah Yat,178141,QB,MONTANA,1,3.03,2.79,4.8,,17,232,77.8,9,9,7.6,2.29,0,0,0.0,77.8,7,2,0.0,9,52.9,0,4,,,,65.1,60.0,69.8,,59.8,,,,,,0,0,9,0.0,103.2,0.0,0,0,0,0,0,0,0.0,79,8.8,60.0,5,6,9.4,3.86,0,1,14.3,50.0,3,5,0.0,8,47.1,0,2,,,,65.1,64.1,69.8,,63.8,,,,,,0,0,9,40.0,79.9,25.0,2,0,0,1,0,1,11.1,52,8.7
