player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Dru DeShields,176094,QB,KENT STATE,1,2.79,2.6,2.42,4.76,39,201,33.3,15,15,10.4,1.91,0,0,0.0,33.3,5,7,0.0,18,46.2,0,3,,,,20.2,29.8,72.0,,30.0,,,,,0,0,18,42.9,42.4,16.7,3,0,0,0,0,1,5.6,45,3.0,69.2,13,13,11.5,3.73,0,2,13.3,69.2,9,12,0.0,20,51.3,0,9,,,,67.4,74.6,72.8,,78.6,,58.1,,,0,0,23,16.7,104.6,10.0,2,5,0,0,0,0,0.0,140,10.8
Jaxon Dailey,156650,QB,N IOWA,1,2.68,2.45,3.15,5.0,39,255,78.9,19,20,4.6,1.77,0,0,0.0,75.0,15,3,0.0,20,51.3,0,5,,,,67.2,63.4,72.5,,63.0,,,,,0,0,21,0.0,109.6,0.0,0,0,0,1,1,1,4.8,136,6.8,76.9,13,14,15.8,3.64,1,2,11.8,71.4,10,5,0.0,19,48.7,0,8,,,,67.4,90.6,72.7,,90.5,,64.3,,,0,0,22,40.0,137.5,10.5,2,3,0,0,1,0,0.0,216,15.4
Stone Earle,123504,QB,ABILENE CH,1,2.49,2.39,3.6,4.9,39,100,95.2,21,21,5.5,1.8,0,1,4.5,90.5,19,1,5.0,21,53.8,1,8,,,,67.4,72.5,72.7,,71.9,,,,,0,0,22,0.0,111.5,0.0,0,0,0,0,1,0,0.0,146,7.0,75.0,16,16,11.8,3.28,0,4,23.5,68.8,11,8,8.3,18,46.2,1,5,,,,67.9,86.5,72.7,,90.5,,56.4,,,0,0,21,12.5,122.9,5.6,1,1,0,0,1,0,0.0,164,10.3
Battle Alberson,192097,QB,CHATTNOOGA,1,2.79,2.45,3.3,5.0,39,137,81.3,16,16,5.4,1.94,0,0,0.0,68.8,11,2,15.4,16,41.0,2,6,,,,66.7,51.1,71.8,,51.1,,,,,0,1,17,0.0,59.6,0.0,0,0,0,0,0,1,5.9,101,6.3,83.3,12,15,13.0,3.39,1,1,6.7,66.7,10,13,0.0,23,59.0,0,10,,,,30.0,91.2,72.8,,91.7,,62.6,,,0,0,23,30.8,89.3,17.4,4,4,0,2,0,0,0.0,114,7.6
E.J. Warner,156185,QB,FRESNO ST,1,2.95,2.61,2.8,5.83,39,169,88.9,18,18,5.7,1.67,0,0,0.0,77.8,14,0,12.5,18,46.2,2,3,,,,66.8,85.8,72.0,,85.0,,,,,0,0,18,,86.8,0.0,0,0,0,0,0,0,0.0,87,4.8,75.0,12,15,8.3,4.05,1,1,6.7,60.0,9,7,0.0,21,53.8,0,5,,,,67.2,62.4,72.5,,66.2,,55.4,,,0,1,21,28.6,74.3,9.5,2,4,0,2,1,0,0.0,100,6.7
Garrett Bass-Sulpizio,171137,QB,CORNELL,1,2.85,2.67,3.73,6.5,39,147,70.6,17,17,6.5,1.9,0,0,0.0,70.6,12,0,0.0,17,43.6,0,6,,,,66.8,62.8,72.0,,62.5,,,,,0,0,18,,85.7,0.0,0,0,0,0,0,0,0.0,101,5.9,50.0,16,18,14.1,3.59,0,1,5.6,38.9,7,11,12.5,22,56.4,1,6,,,,29.6,49.7,72.7,,51.3,,57.0,,,0,1,22,27.3,40.0,13.6,3,1,0,2,0,2,9.1,124,6.9
Adam Urena,186682,QB,MERCYHURST,1,2.0,2.01,3.7,,39,977,55.6,27,28,7.3,1.7,0,0,0.0,50.0,14,2,6.7,28,71.8,1,7,,,,68.2,45.6,73.7,,45.7,,,,,1,0,30,0.0,87.9,0.0,0,0,0,0,2,1,3.3,137,4.9,62.5,8,9,9.1,3.05,0,0,0.0,44.4,4,5,20.0,10,25.6,1,3,,,,65.6,57.1,70.4,,56.9,,,,,0,0,11,20.0,66.9,10.0,1,0,0,1,0,0,0.0,60,6.7
Evan Simon,129906,QB,TEMPLE,1,2.9,2.72,3.63,5.75,39,306,73.3,15,15,6.7,1.98,0,0,0.0,66.7,10,4,9.1,16,41.0,1,4,,,,66.8,69.8,72.0,,69.3,,,,,0,0,18,25.0,74.9,6.3,1,0,0,0,0,0,0.0,62,4.1,84.6,13,17,8.7,3.7,0,0,0.0,64.7,11,14,0.0,22,56.4,0,6,,,,67.7,63.9,73.1,,62.8,,61.8,,,1,0,25,21.4,121.7,13.6,3,2,0,3,2,1,4.0,108,6.4
Tommy Castellanos,158433,QB,FLORIDA ST,1,3.45,3.2,,4.63,39,167,80.0,10,11,5.8,1.92,1,1,9.1,63.6,7,0,12.5,11,28.2,1,3,,,,65.6,68.1,70.4,,67.7,,,,,0,0,11,,102.8,0.0,0,0,0,0,1,1,9.1,46,4.2,45.0,20,21,23.9,4.06,0,1,4.3,42.9,9,16,0.0,28,71.8,0,10,,,,68.2,79.9,73.7,,75.0,,71.2,,,0,2,30,0.0,29.4,0.0,0,7,0,1,0,1,3.3,157,7.5
Timmy McClain,144488,QB,BETH COOK,1,3.14,2.81,3.67,6.3,39,119,93.3,15,15,2.5,1.67,0,0,0.0,93.3,14,3,0.0,15,38.5,0,4,,,,66.5,80.2,71.6,,79.6,,,,,0,0,16,0.0,130.8,0.0,0,0,0,0,1,0,0.0,151,10.1,60.0,15,18,15.4,4.06,0,1,4.8,44.4,8,10,11.1,24,61.5,1,8,,,,68.0,71.1,73.5,,68.0,,67.0,,,0,0,28,30.0,111.8,12.5,3,3,0,3,3,0,0.0,143,7.9
Caden Creel,170414,QB,JVILLE ST,1,3.34,2.88,4.63,5.32,38,196,84.6,13,13,3.2,1.72,0,0,0.0,84.6,11,0,0.0,13,34.2,0,6,,,,66.0,54.5,71.0,,54.4,,,,,0,0,13,,94.2,0.0,0,0,0,0,0,1,7.7,86,6.6,57.1,14,17,17.2,4.18,1,1,5.6,35.3,6,17,25.0,25,65.8,2,6,,,,67.9,54.3,73.6,,48.6,,66.9,,,0,0,27,17.6,98.2,12.0,3,5,0,2,2,0,0.0,112,6.6
Walker Harris,150449,QB,NC CENT,1,2.29,2.13,3.1,5.5,38,247,84.0,25,26,5.6,1.81,0,0,0.0,76.9,20,3,4.8,27,71.1,1,11,,,,67.9,55.7,73.4,,55.6,,,,,0,0,27,33.3,129.0,3.7,1,0,0,1,2,1,3.7,232,8.9,85.7,7,8,6.7,3.47,0,0,0.0,37.5,3,5,50.0,11,28.9,3,2,,,,65.6,53.6,70.7,,56.2,,57.3,,,0,0,12,40.0,50.0,18.2,2,1,0,1,0,0,0.0,32,4.0
Dean DeNobile,159740,QB,LAFAYETTE,1,2.29,2.28,2.8,,38,203,75.0,28,28,8.2,1.88,0,1,3.4,75.0,21,6,0.0,28,73.7,0,11,,,,68.1,63.0,73.6,,62.6,,,,,0,0,29,0.0,93.6,0.0,0,0,0,0,0,0,0.0,195,7.0,55.6,9,9,22.7,3.45,0,0,0.0,55.6,5,6,0.0,10,26.3,0,2,,,,65.4,60.7,70.1,,60.5,,,,,0,0,10,16.7,82.6,10.0,1,0,0,0,0,0,0.0,74,8.2
DJ Williams,138061,QB,S ILLINOIS,1,2.84,2.31,6.1,4.43,38,295,76.2,21,22,6.6,1.95,1,0,0.0,63.6,14,3,12.5,22,57.9,2,6,,,,67.5,64.3,72.8,,63.9,,,,,0,0,23,0.0,76.7,0.0,0,0,0,0,0,1,4.3,114,5.2,57.1,7,8,10.3,4.08,0,1,12.5,50.0,4,8,0.0,16,42.1,0,3,,,,66.5,57.3,71.6,,44.2,,68.8,,,1,0,16,25.0,67.2,12.5,2,6,0,0,0,1,6.3,45,5.6
Johnny Weber,192878,QB,SE MO ST,1,2.56,2.39,3.83,4.5,38,293,77.3,22,23,5.7,2.02,0,0,0.0,73.9,17,2,0.0,23,60.5,0,7,,,,67.5,66.1,72.8,,65.7,,,,,0,0,23,0.0,99.9,0.0,0,0,0,1,1,2,8.7,120,5.2,30.0,10,11,10.3,3.38,0,0,0.0,27.3,3,9,0.0,15,39.5,0,2,,,,67.1,46.6,72.4,,47.7,,57.8,,,0,1,20,33.3,4.7,20.0,3,1,0,1,0,0,0.0,41,3.7
Keali'i Ah Yat,178141,QB,MONTANA,1,2.8,2.45,4.0,5.0,38,232,88.9,18,19,4.1,1.87,1,0,0.0,84.2,16,0,0.0,19,50.0,0,7,,,,67.1,56.0,72.4,,55.8,,,,,0,1,20,,94.3,0.0,0,0,0,0,1,0,0.0,146,7.7,83.3,12,13,2.9,3.73,0,0,0.0,76.9,10,9,0.0,19,50.0,0,5,,,,67.1,75.5,72.4,,71.1,,68.0,,,0,0,20,22.2,80.6,10.5,2,4,0,1,0,0,0.0,45,3.5
Coulter Cleland,165212,QB,DAVIDSON,1,3.15,2.84,4.38,4.77,38,149,76.9,13,14,4.1,1.76,0,0,0.0,71.4,10,3,0.0,14,36.8,0,7,,,,66.2,45.7,71.2,,45.7,,,,,1,2,14,0.0,74.4,0.0,0,0,0,0,1,2,14.3,96,6.9,58.8,17,17,12.4,3.96,0,0,0.0,52.9,9,10,10.0,24,63.2,1,7,,,,68.3,64.3,73.3,,65.7,,57.8,,,0,1,25,40.0,72.9,16.7,4,3,0,0,1,1,4.0,129,7.6
Tyriq Starks,156514,QB,HOWARD,1,2.95,2.75,,6.55,38,184,78.6,14,14,5.0,1.94,0,0,0.0,78.6,11,2,0.0,14,36.8,0,5,,,,66.2,74.5,71.2,,74.0,,,,,0,0,14,0.0,128.3,0.0,0,0,0,0,3,0,0.0,74,5.3,77.8,18,22,14.0,3.55,0,3,13.6,59.1,13,8,7.1,24,63.2,1,8,,,,67.6,86.8,73.0,,90.2,,52.8,,,1,1,24,0.0,69.3,0.0,0,2,0,3,0,0,0.0,195,8.9
RJ Johnson,171379,QB,FL A&M,1,2.66,2.45,3.75,5.3,38,164,90.0,20,20,6.4,1.87,0,0,0.0,70.0,14,5,22.2,21,55.3,4,5,,,,67.4,81.6,72.7,,80.8,,,,,0,0,22,20.0,113.5,4.8,1,0,0,0,1,0,0.0,175,8.8,54.5,11,13,13.5,3.63,0,1,7.1,46.2,6,11,0.0,17,44.7,0,4,,,,66.8,62.5,72.0,,55.1,,69.3,,,0,0,18,27.3,80.6,17.6,3,1,0,2,1,1,5.6,45,3.5
Jerry Kaminski,177155,QB,N DAKOTA,1,2.71,2.45,3.65,4.93,38,249,70.6,17,19,11.1,1.91,1,0,0.0,57.9,11,2,8.3,19,50.0,1,8,,,,67.0,69.8,72.2,,69.3,,,,,0,1,19,0.0,110.0,0.0,0,0,0,1,2,1,5.3,212,11.2,71.4,14,14,11.1,3.51,0,1,6.7,64.3,9,5,10.0,19,50.0,1,4,,,,66.8,83.2,72.4,,80.6,,67.0,,,0,0,20,40.0,79.5,10.5,2,3,0,0,0,0,0.0,80,5.7
Caleb Koger,170554,QB,CENT ARK,1,2.46,2.46,,,38,132,72.0,25,25,9.4,1.88,0,1,3.8,68.0,17,3,5.6,25,65.8,1,10,,,,67.8,67.6,73.3,,67.2,,,,,0,1,26,0.0,118.3,0.0,0,0,0,0,3,1,3.8,220,8.8,63.6,11,13,17.1,3.58,0,1,7.7,53.8,7,6,0.0,13,34.2,0,4,,,,66.0,60.6,71.0,,60.3,,,,,0,2,13,0.0,67.0,0.0,0,0,0,2,1,1,7.7,106,8.2
Tad Hudson,170107,QB,COAST CAR,1,1.89,1.84,2.95,,38,141,78.1,32,32,2.0,1.59,0,0,0.0,75.0,24,3,4.0,32,84.2,1,7,,,,68.5,67.9,74.1,,67.4,,,,,0,0,33,0.0,83.1,0.0,0,0,0,0,0,0,0.0,142,4.4,75.0,4,4,11.3,3.52,0,0,0.0,75.0,3,2,0.0,6,15.8,0,1,,,,63.8,60.8,69.1,,60.6,,,,,0,0,7,100.0,97.9,33.3,2,0,0,0,0,0,0.0,32,8.0
Devon Dampier,171556,QB,UTAH,1,2.79,2.57,5.2,5.6,37,328,70.6,17,18,6.2,1.84,0,0,0.0,66.7,12,2,0.0,18,48.6,0,9,,,,67.0,63.3,72.2,,62.9,,,,,0,0,19,0.0,83.6,0.0,0,0,0,1,0,0,0.0,112,6.2,42.9,14,16,19.0,3.69,0,4,23.5,37.5,6,8,0.0,19,51.4,0,3,,,,67.1,73.7,72.4,,75.0,,57.8,,,1,0,20,25.0,111.2,10.5,2,1,0,1,2,0,0.0,147,9.2
Baxter Wright,192540,QB,MURRAY ST,1,2.46,2.06,2.3,4.9,37,236,90.9,22,23,5.7,1.79,0,1,4.2,87.0,20,6,0.0,25,67.6,0,12,,,,67.8,92.0,73.3,,91.7,,,,,0,0,26,33.3,123.9,8.0,2,0,0,1,1,0,0.0,236,10.3,33.3,6,7,15.3,3.85,0,0,0.0,28.6,2,4,0.0,12,32.4,0,1,,,,65.8,37.4,71.2,,45.8,,46.9,,,0,0,12,0.0,39.6,0.0,0,5,0,1,0,0,0.0,17,2.4
Nana Utsey,210103,QB,VA MILT IN,1,3.73,3.28,3.08,4.64,37,336,33.3,6,6,7.3,2.13,0,0,0.0,16.7,1,1,50.0,7,18.9,1,0,,,,64.6,33.0,69.1,,33.4,,,,,0,0,7,100.0,39.6,14.3,1,0,0,0,0,0,0.0,0,0.0,38.5,13,14,16.9,4.11,0,3,17.6,35.7,5,18,0.0,30,81.1,0,11,,,,68.5,67.6,74.1,,48.3,,79.3,,,0,1,33,16.7,25.9,10.0,3,13,0,1,0,2,6.1,80,5.7
Jaylon Tolbert,154757,QB,ALCORN ST,1,2.72,2.58,,5.3,37,107,71.4,21,21,6.5,1.76,0,0,0.0,71.4,15,2,0.0,21,56.8,0,4,,,,67.4,58.9,72.7,,58.7,,,,,0,0,22,0.0,79.7,0.0,0,0,0,0,0,0,0.0,91,4.3,53.8,13,14,15.4,3.99,0,0,0.0,50.0,7,8,0.0,16,43.2,0,6,,,,66.5,64.7,71.6,,65.1,,59.3,,,1,0,16,0.0,120.8,0.0,0,2,0,0,2,0,0.0,126,9.0
Eric Handley,185928,QB,ALAB A&M,1,2.56,2.28,2.9,4.93,37,104,66.7,21,23,8.9,1.82,2,1,4.3,52.2,12,1,14.3,24,64.9,2,8,,,,67.6,75.3,73.0,,74.7,,,,,0,0,24,100.0,67.5,4.2,1,0,0,0,0,0,0.0,121,5.3,57.1,7,7,16.4,3.92,0,0,0.0,57.1,4,5,0.0,13,35.1,0,1,,,,66.0,49.5,71.2,,49.0,,58.3,,,0,0,14,60.0,64.6,23.1,3,3,0,0,0,2,14.3,25,3.6
Max Cutforth,176220,QB,BOISE ST,1,2.48,2.42,2.3,4.9,37,120,86.7,15,15,5.7,1.81,0,0,0.0,86.7,13,3,0.0,16,43.2,0,8,,,,67.0,69.8,72.2,,69.3,,,,,0,0,19,33.3,101.9,6.3,1,0,0,0,0,0,0.0,127,8.5,66.7,18,19,14.0,3.0,0,1,5.0,47.4,9,5,25.0,21,56.8,3,4,,,,67.4,65.4,72.7,,66.9,,57.3,,,1,0,22,20.0,65.7,4.8,1,1,0,0,0,0,0.0,110,5.8
Mason Heintschel,199088,QB,PITTSBURGH,1,2.84,2.83,2.76,4.6,36,268,71.4,14,14,9.7,1.95,0,0,0.0,64.3,9,5,10.0,17,47.2,1,4,,,,66.8,66.9,72.0,,66.5,,,,,0,0,18,60.0,84.5,17.6,3,0,0,0,0,0,0.0,97,6.9,84.6,13,14,10.5,3.84,0,1,6.7,78.6,11,12,0.0,18,50.0,0,7,,,,23.4,75.8,72.2,,70.0,,70.9,,,0,0,19,16.7,144.6,11.1,2,2,0,1,2,1,5.3,129,9.2
Rowan Keefe,165386,QB,VALPO,1,2.61,2.21,3.23,4.78,36,332,68.4,19,19,6.3,1.97,0,0,0.0,68.4,13,3,0.0,20,55.6,0,9,,,,67.1,88.8,72.4,,87.9,,,,,0,0,20,33.3,119.4,5.0,1,0,0,0,2,0,0.0,115,6.1,55.6,9,9,15.4,3.42,0,0,0.0,55.6,5,7,0.0,16,44.4,0,5,,,,21.8,54.8,71.6,,69.9,,41.7,,,0,0,16,42.9,116.0,18.8,3,4,0,0,1,1,6.3,66,7.3
Darian Mensah,169984,QB,DUKE,1,3.11,2.97,,4.67,36,154,90.9,11,12,3.9,1.82,1,0,0.0,83.3,10,1,0.0,12,33.3,0,5,,,,66.4,82.9,71.4,,82.2,,,,,0,0,15,0.0,118.1,0.0,0,0,0,0,1,0,0.0,68,5.7,58.8,17,21,9.1,3.76,1,0,0.0,47.6,10,12,0.0,24,66.7,0,6,,,,67.7,62.9,73.1,,63.5,,59.0,,,1,0,25,0.0,63.0,0.0,0,3,0,2,0,0,0.0,107,5.1
Josh Hoover,127148,QB,TCU,1,2.28,2.07,4.15,5.6,36,305,84.0,25,25,7.0,1.72,0,2,7.4,80.0,20,1,4.8,25,69.4,1,9,,,,67.9,77.2,73.4,,76.5,,,,,0,1,27,0.0,100.3,0.0,0,0,0,0,1,1,3.7,222,8.9,50.0,8,8,19.8,3.56,0,2,25.0,50.0,4,7,0.0,11,30.6,0,4,,,,65.6,58.3,70.4,,53.9,,64.2,,,0,2,11,28.6,72.4,18.2,2,1,0,0,1,2,18.2,55,6.9
Bryson Barnes,131845,QB,UTAH ST,1,2.96,2.82,2.75,4.1,36,329,85.7,14,16,5.8,1.96,1,1,6.3,62.5,10,5,16.7,17,47.2,2,4,,,,66.8,76.7,72.0,,76.1,,,,,1,0,18,20.0,68.5,5.9,1,0,0,0,0,0,0.0,55,3.4,58.3,12,14,16.8,3.85,0,0,0.0,42.9,6,10,14.3,19,52.8,1,7,,,,67.4,76.0,72.7,,75.6,,62.9,,,0,1,22,10.0,36.3,5.3,1,4,0,2,0,0,0.0,95,6.8
Sawyer Robertson,146839,QB,BAYLOR,1,2.04,1.95,3.03,,36,118,80.0,25,26,5.4,1.65,1,1,3.8,73.1,19,2,5.0,27,75.0,1,6,,,,67.9,70.6,73.4,,70.0,,,,,0,1,27,50.0,81.4,3.7,1,0,0,0,1,0,0.0,135,5.2,42.9,7,7,18.4,3.23,0,0,0.0,42.9,3,5,0.0,9,25.0,0,1,,,,66.2,31.3,71.2,,29.2,,64.0,,,0,1,14,40.0,14.3,22.2,2,0,0,0,0,2,14.3,27,3.9
John Mateer,158516,QB,OKLAHOMA,1,2.96,2.58,4.43,5.3,36,261,58.8,17,17,11.5,1.88,0,0,0.0,58.8,10,1,0.0,17,47.2,0,7,,,,66.7,65.4,71.8,,65.1,,,,,0,0,17,0.0,88.6,0.0,0,0,0,0,1,0,0.0,73,4.3,44.4,9,13,8.6,3.94,1,0,0.0,30.8,4,11,0.0,19,52.8,0,3,,,,67.1,32.1,72.7,,29.9,,58.3,,,0,0,20,27.3,85.4,15.8,3,3,0,3,1,2,10.0,100,7.7
Lunch Winfield,176367,QB,LA LAFAYET,1,2.76,2.32,3.08,4.74,36,207,77.8,18,18,7.5,1.83,0,0,0.0,77.8,14,4,0.0,19,52.8,0,3,,,,23.9,52.2,72.4,,52.1,,,,,0,0,20,25.0,91.0,5.3,1,0,0,0,0,1,5.0,105,5.8,57.1,7,8,8.4,3.81,0,0,0.0,50.0,4,11,0.0,17,47.2,0,5,,,,22.2,55.5,71.8,,47.3,,65.8,,,0,0,17,36.4,65.6,23.5,4,5,0,1,0,1,5.9,42,5.3
Gunnar Smith,162611,QB,FORDHAM,1,2.49,2.34,2.4,4.95,36,168,68.4,19,19,8.2,1.94,0,1,5.0,63.2,12,5,7.7,20,55.6,1,6,,,,67.2,61.8,72.5,,61.5,,,,,0,0,21,20.0,113.3,5.0,1,0,0,0,1,0,0.0,187,9.8,66.7,12,13,10.5,3.18,0,1,7.7,38.5,5,6,37.5,16,44.4,3,5,,,,66.4,75.5,71.6,,61.1,,81.6,,,1,2,16,16.7,15.4,6.3,1,2,0,0,0,0,0.0,65,5.0
Matt Vezza,176960,QB,NEW HAMP,1,2.81,2.46,3.1,4.27,35,240,86.7,15,16,6.5,1.79,1,1,5.6,75.0,12,0,7.7,16,45.7,1,7,,,,66.8,83.9,72.0,,83.1,,,,,0,0,18,,135.4,0.0,0,0,0,0,1,0,0.0,192,12.0,40.0,10,11,11.5,3.66,0,0,0.0,36.4,4,8,0.0,19,54.3,0,6,,,,67.1,62.9,72.4,,61.5,,61.9,,,1,0,20,25.0,60.4,10.5,2,6,0,0,0,0,0.0,74,6.7
Katin Houser,158386,QB,E CAROLINA,1,2.35,2.13,4.45,5.5,35,156,60.9,23,23,9.6,1.82,0,1,3.6,56.5,13,4,7.1,23,65.7,1,10,,,,68.0,65.7,73.5,,65.3,,,,,0,1,28,0.0,95.6,0.0,0,0,0,0,2,1,3.6,196,8.5,55.6,9,9,8.8,3.38,0,0,0.0,55.6,5,4,0.0,12,34.3,0,1,,,,65.8,59.1,70.7,,61.6,,57.3,,,0,0,12,50.0,69.2,16.7,2,1,0,0,0,0,0.0,45,5.0
Brady Olson,147415,QB,CENT CT ST,1,2.45,2.45,,,35,133,69.6,23,23,8.1,1.93,0,2,8.7,65.2,15,2,6.3,23,65.7,1,8,,,,67.5,56.0,72.8,,55.9,,,,,0,1,23,0.0,75.1,0.0,0,0,0,0,1,3,13.0,123,5.3,70.0,10,12,17.1,3.44,0,2,15.4,58.3,7,3,0.0,12,34.3,0,7,,,,66.0,88.5,71.0,,87.5,,,,,0,0,13,0.0,124.3,0.0,0,0,0,2,2,0,0.0,98,8.2
Liam O'Brien,164675,QB,PENN,1,3.34,3.29,2.65,4.85,35,267,83.3,12,12,2.7,1.82,0,0,0.0,75.0,9,1,10.0,12,34.3,1,3,,,,65.8,52.3,70.7,,52.2,,,,,0,0,12,0.0,110.1,0.0,0,0,0,0,1,1,8.3,51,4.3,76.5,17,19,9.4,4.14,1,4,20.0,68.4,13,6,0.0,23,65.7,0,9,,,,67.6,77.6,73.0,,78.4,,59.5,,,0,0,24,33.3,118.8,8.7,2,2,0,1,1,0,0.0,192,10.1
Chris Parson,172551,QB,AUSTINPEAY,1,3.43,3.1,4.85,5.73,35,116,61.5,13,13,13.1,1.9,0,3,23.1,61.5,8,1,0.0,13,37.1,0,8,,,,66.0,85.7,71.0,,84.9,,,,,0,0,13,0.0,141.0,0.0,0,0,0,0,2,0,0.0,150,11.5,62.5,16,17,13.0,4.33,0,2,11.1,52.9,9,9,10.0,22,62.9,1,6,,,,67.5,53.3,72.8,,50.4,,64.0,,,0,1,23,22.2,96.0,9.1,2,3,0,1,2,1,4.3,143,8.4
Ben Finley,122864,QB,AKRON,1,2.83,2.44,2.58,5.06,35,102,54.5,11,13,8.3,2.05,2,0,0.0,30.8,4,3,33.3,16,45.7,2,3,,,,66.5,61.4,71.8,,61.2,,,,,0,0,17,100.0,40.2,18.8,3,0,0,0,0,0,0.0,33,2.5,46.2,13,13,16.2,3.48,0,1,7.1,38.5,5,6,16.7,19,54.3,1,7,,,,23.9,52.4,72.4,,46.6,,65.5,,,0,1,20,16.7,73.6,5.3,1,5,0,0,1,2,10.0,143,11.0
Byron McNair,128017,QB,TENN STATE,1,2.69,2.42,2.85,5.2,35,308,63.2,19,20,7.4,1.83,1,1,5.0,60.0,12,1,0.0,20,57.1,0,4,,,,67.1,70.8,72.4,,70.3,,,,,0,0,20,0.0,72.9,0.0,0,0,0,0,0,0,0.0,100,5.0,50.0,8,10,11.0,3.83,0,0,0.0,40.0,4,6,0.0,15,42.9,0,3,,,,67.4,53.1,71.8,,61.6,,48.8,,,0,0,16,33.3,55.4,13.3,2,3,0,2,0,0,0.0,48,4.8
Zevi Eckhaus,148535,QB,WASH STATE,1,2.5,2.17,,5.9,34,341,76.2,21,22,3.1,1.6,0,1,4.2,72.7,16,5,0.0,22,64.7,0,6,,,,67.6,69.1,73.0,,68.6,,,,,0,0,24,0.0,81.4,0.0,0,0,0,1,0,0,0.0,99,4.5,37.5,8,9,15.4,4.15,0,1,11.1,33.3,3,11,0.0,12,35.3,0,3,,,,65.8,42.1,70.7,,42.6,,56.1,,,0,1,12,0.0,60.6,0.0,0,3,0,1,1,1,8.3,72,8.0
Cooper Panteck,203080,QB,ROB MORRIS,1,1.96,1.92,,3.3,34,277,69.6,23,28,8.1,1.62,3,1,3.6,50.0,14,3,12.5,28,82.4,2,6,,,,68.0,80.1,73.5,,79.3,,,,,0,0,28,0.0,82.1,0.0,0,0,0,2,1,0,0.0,178,6.4,0.0,5,5,20.8,3.55,0,0,0.0,0.0,0,1,,6,17.6,0,0,,,,64.2,34.8,68.6,,37.0,,57.3,,,0,0,6,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Jacob Clark,101628,QB,MO STATE,1,2.69,2.59,2.5,4.35,34,230,63.6,11,11,6.4,1.9,0,0,0.0,63.6,7,2,0.0,11,32.4,0,5,,,,65.8,75.5,70.7,,75.0,,,,,0,0,12,0.0,112.7,0.0,0,0,0,0,1,0,0.0,72,6.5,80.0,20,20,13.0,3.07,0,1,4.3,80.0,16,7,0.0,23,67.6,0,9,,,,67.8,75.5,73.3,,78.8,,52.9,,,0,2,26,14.3,112.5,4.3,1,2,0,0,2,1,3.8,272,13.6
Baylor Hayes,192135,QB,TULSA,1,3.12,2.98,5.4,4.15,34,320,76.9,13,13,6.4,1.88,0,1,7.1,69.2,9,5,10.0,13,38.2,1,5,,,,66.2,70.1,71.2,,69.7,,,,,0,0,14,0.0,85.7,0.0,0,0,0,0,0,0,0.0,81,6.2,73.3,15,18,17.1,3.88,0,2,9.5,61.1,11,11,0.0,21,61.8,0,8,,,,67.7,72.4,73.1,,73.9,,58.2,,,0,0,25,9.1,113.4,4.8,1,2,0,3,1,0,0.0,181,10.1
Owen McCown,157688,QB,UTSA,1,2.62,2.56,,4.6,34,331,78.9,19,19,1.8,1.67,0,0,0.0,78.9,15,2,0.0,19,55.9,0,6,,,,67.1,65.6,72.4,,65.3,,,,,0,0,20,0.0,132.9,0.0,0,0,0,0,2,0,0.0,142,7.5,90.9,11,14,6.2,3.83,0,0,0.0,64.3,9,7,10.0,15,44.1,1,6,,,,66.7,58.1,71.8,,54.4,,64.3,,,0,0,17,0.0,126.8,0.0,0,1,0,3,3,1,5.9,106,7.6
