player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Bronson Barron,141710,QB,SO UTAH,1,2.97,3.0,2.3,,25,298,85.7,7,7,3.0,1.69,0,0,0.0,71.4,5,1,16.7,8,32.0,1,3,,,,,64.9,70.4,69.5,70.0,,,,0,0,8,100.0,92.6,12.5,1,0,0,0,0,0,0.0,52,7.4,56.3,16,17,18.8,3.58,0,1,5.6,52.9,9,11,0.0,17,68.0,0,6,,,,,66.8,44.8,72.0,45.0,,,,0,2,18,0.0,73.0,0.0,0,0,0,1,1,3,16.7,191,11.2
Jaden Craig,159342,QB,HARVARD,1,2.67,2.43,,5.4,25,179,69.2,13,13,8.3,1.8,0,1,7.7,53.8,7,1,22.2,13,52.0,2,3,,,,,66.0,69.2,71.0,68.8,,,,0,1,13,0.0,61.4,0.0,0,0,0,0,1,0,0.0,65,5.0,60.0,10,10,16.7,3.62,0,3,25.0,50.0,5,5,16.7,12,48.0,1,5,,,,,66.2,88.9,71.2,89.0,,62.5,,0,0,14,0.0,124.2,0.0,0,2,0,0,1,0,0.0,113,11.3
CJ Bailey,183349,QB,NC STATE,1,2.74,2.27,3.05,5.7,25,248,92.3,13,13,1.2,1.6,0,0,0.0,76.9,10,1,16.7,13,52.0,2,3,,,,,66.2,64.9,71.2,64.5,,,,0,0,14,0.0,109.1,0.0,0,0,0,0,1,1,7.1,54,4.2,50.0,6,7,11.8,3.98,0,0,0.0,42.9,3,7,0.0,12,48.0,0,3,,,,,20.6,35.3,71.2,49.4,,40.9,,0,0,14,28.6,70.5,16.7,2,3,0,1,0,1,7.1,55,7.9
Tyler Riddell,102355,QB,GARD-WEBB,1,2.93,2.71,3.45,4.65,25,171,91.7,12,13,1.0,1.85,1,0,0.0,84.6,11,0,0.0,13,52.0,0,4,,,,,66.0,67.6,71.0,67.2,,,,0,0,13,,114.4,0.0,0,0,0,0,1,0,0.0,69,5.3,37.5,8,8,16.9,4.09,0,0,0.0,37.5,3,8,0.0,12,48.0,0,2,,,,,65.8,37.2,70.7,40.5,,52.9,,0,1,12,25.0,15.1,16.7,2,2,0,0,0,1,8.3,41,5.1
Michael Hawkins Jr.,184595,QB,OKLAHOMA,1,3.49,2.87,4.17,4.7,24,261,87.5,8,8,-1.0,1.61,0,0,0.0,75.0,6,0,14.3,8,33.3,1,1,,,,,65.4,73.1,70.1,72.7,,,,0,0,10,,80.2,0.0,0,0,0,0,0,0,0.0,30,3.8,80.0,5,7,27.2,4.43,0,1,10.0,57.1,4,10,0.0,16,66.7,0,5,,,,,67.1,68.4,72.4,66.4,,63.8,,0,0,20,30.0,101.8,18.8,3,6,0,2,0,0,0.0,131,18.7
Kinkead Dent,99132,QB,TENN MARTN,1,2.37,2.28,,4.5,24,310,58.3,12,13,6.2,1.96,1,1,7.7,53.8,7,2,0.0,13,54.2,0,4,,,,,66.0,66.3,71.0,66.0,,,,0,1,13,0.0,38.0,0.0,0,0,0,0,0,0,0.0,72,5.5,70.0,10,10,10.4,2.85,0,2,20.0,60.0,6,5,14.3,11,45.8,1,3,,,,,65.6,89.7,70.4,90.9,,57.3,,0,0,11,0.0,77.1,0.0,0,1,0,0,0,0,0.0,60,6.0
Alex Orji,158545,QB,MICHIGAN,1,3.29,2.47,2.5,6.38,24,222,63.6,11,11,3.9,2.02,0,0,0.0,63.6,7,3,0.0,11,45.8,0,3,,,,,65.6,62.7,70.4,62.5,,,,0,0,11,0.0,102.5,0.0,0,0,0,0,1,0,0.0,45,4.1,66.7,6,7,15.5,4.36,1,0,0.0,42.9,3,8,25.0,13,54.2,1,4,,,,,66.2,60.3,71.2,60.2,,59.9,,0,1,14,12.5,22.6,7.7,1,5,0,0,0,1,7.1,41,5.9
Ethan Garbers,131896,QB,UCLA,1,2.6,2.5,3.13,,24,324,75.0,12,12,5.3,2.02,0,0,0.0,75.0,9,2,0.0,12,50.0,0,3,,,,,66.0,78.7,71.0,78.2,,,,0,1,13,0.0,58.3,0.0,0,0,0,0,0,0,0.0,82,6.8,42.9,7,8,9.4,3.19,0,0,0.0,37.5,3,8,0.0,12,50.0,0,2,,,,,66.2,37.3,71.2,37.4,,,,0,1,14,50.0,12.5,33.3,4,0,0,1,0,1,7.1,36,4.5
Parker Navarro,123758,QB,OHIO,1,3.27,2.59,3.1,6.38,24,259,90.0,10,10,6.7,1.97,0,1,10.0,80.0,8,1,11.1,10,41.7,1,5,,,,,65.4,82.2,70.1,81.5,,,,0,0,10,0.0,158.3,0.0,0,0,0,0,2,0,0.0,153,15.3,50.0,8,8,15.5,4.19,0,0,0.0,50.0,4,7,0.0,14,58.3,0,6,,,,,23.3,55.6,72.0,53.1,,62.0,,0,0,18,28.6,70.3,14.3,2,4,0,0,0,1,5.6,51,6.4
Amari Odom,178686,QB,WOFFORD,1,3.1,3.08,2.5,4.1,24,350,75.0,8,8,5.9,1.98,0,0,0.0,75.0,6,1,0.0,8,33.3,0,1,,,,,64.9,29.0,69.5,29.1,,,,0,0,8,0.0,81.3,0.0,0,0,0,0,0,1,12.5,32,4.0,50.0,12,14,13.8,3.66,0,1,6.7,21.4,3,11,50.0,16,66.7,3,2,,,,,66.8,41.9,72.0,43.9,,54.4,,1,3,18,9.1,0.0,6.3,1,1,0,1,0,2,11.1,35,2.5
JaCobian Morgan,123050,QB,JACKSON ST,1,2.64,2.54,3.8,,24,194,66.7,12,13,7.8,1.97,1,0,0.0,53.8,7,4,12.5,13,54.2,1,5,,,,,66.2,60.5,71.2,60.2,,,,0,0,14,0.0,89.9,0.0,0,0,0,0,1,0,0.0,54,4.2,66.7,9,9,17.1,3.44,0,3,33.3,66.7,6,7,0.0,11,45.8,0,4,,,,,65.4,89.8,70.4,88.9,,,,0,0,11,28.6,146.8,18.2,2,0,0,0,1,0,0.0,131,14.6
Drew Allar,164157,QB,PENN STATE,1,2.85,2.71,3.9,3.6,24,266,76.9,13,13,6.8,1.98,0,0,0.0,69.2,9,2,10.0,13,54.2,1,5,,,,,66.0,76.7,71.0,76.1,,,,0,0,13,0.0,87.3,0.0,0,0,0,0,0,0,0.0,86,6.6,75.0,8,8,4.8,3.88,0,0,0.0,75.0,6,6,0.0,11,45.8,0,4,,,,,66.0,67.2,71.0,62.7,,64.3,,0,0,13,33.3,90.1,18.2,2,1,0,0,0,0,0.0,49,6.1
Byrum Brown,156206,QB,USF,1,3.03,2.78,3.25,4.75,24,327,85.7,7,8,0.9,1.88,1,0,0.0,75.0,6,4,0.0,8,33.3,0,2,,,,,65.1,54.8,69.8,54.6,,,,0,0,9,0.0,84.9,0.0,0,0,0,0,0,0,0.0,39,4.9,60.0,10,10,11.4,3.6,0,0,0.0,60.0,6,7,0.0,16,66.7,0,4,,,,,66.4,61.1,71.6,65.9,,52.8,,0,0,16,57.1,91.7,25.0,4,2,0,0,0,0,0.0,95,9.5
Maddux Madsen,163379,QB,BOISE ST,1,3.01,2.69,,5.23,24,120,100.0,4,4,3.0,1.98,0,0,0.0,75.0,3,2,25.0,4,16.7,1,1,,,,,63.8,57.9,68.1,57.8,,,,0,0,5,0.0,93.8,0.0,0,0,0,0,0,0,0.0,28,7.0,56.3,16,17,7.7,3.22,1,0,0.0,52.9,9,6,0.0,20,83.3,0,7,,,,,24.8,43.0,72.7,53.0,,40.7,,0,1,22,0.0,99.1,0.0,0,3,0,0,2,1,4.5,156,9.2
Trexler Ivey,122184,QB,CHARLOTTE,1,2.59,2.48,3.15,3.9,24,136,46.2,13,13,9.6,1.79,0,1,7.1,46.2,6,0,0.0,13,54.2,0,1,,,,,66.2,50.7,71.2,50.7,,,,0,1,14,,21.0,0.0,0,0,0,0,0,1,7.1,34,2.6,66.7,3,8,5.7,3.54,0,0,0.0,25.0,2,7,0.0,11,45.8,0,2,,,,,65.6,54.8,70.4,48.6,,64.1,,0,0,11,28.6,39.6,18.2,2,1,0,5,0,0,0.0,20,2.5
Darian Mensah,169984,QB,TULANE,1,2.88,2.61,,5.85,24,319,90.0,10,10,3.8,2.09,0,1,10.0,90.0,9,2,0.0,10,41.7,0,5,,,,,65.4,85.5,70.1,84.8,,,,0,0,10,0.0,116.7,0.0,0,0,0,0,0,0,0.0,120,12.0,83.3,12,12,8.4,3.45,0,1,7.7,75.0,9,7,10.0,14,58.3,1,10,,,,,66.5,75.4,71.6,72.3,,66.4,,0,0,16,0.0,156.3,0.0,0,2,0,0,3,0,0.0,206,17.2
Luca Stanzani,159449,QB,LIUSHAR,1,2.34,2.34,,,24,1298,83.3,12,12,2.4,1.76,0,0,0.0,75.0,9,1,10.0,12,50.0,1,4,,,,,66.2,56.7,71.2,56.6,,,,0,0,14,0.0,88.9,0.0,0,0,0,0,0,0,0.0,70,5.8,33.3,9,12,9.7,2.93,2,0,0.0,16.7,2,3,33.3,12,50.0,1,0,,,,,66.0,28.2,71.3,28.5,,,,0,0,13,0.0,39.6,0.0,0,0,0,1,0,2,15.4,10,0.8
Hayden Johnson,185698,QB,LEHIGH,1,2.74,2.73,3.1,,24,205,84.6,13,13,5.9,1.78,0,0,0.0,84.6,11,0,0.0,13,54.2,0,6,,,,,66.2,65.0,71.2,64.7,,,,0,1,14,,62.5,0.0,0,0,0,0,0,1,7.1,87,6.7,66.7,9,10,23.8,3.87,0,3,30.0,60.0,6,5,0.0,11,45.8,0,5,,,,,65.8,92.4,70.7,91.9,,63.1,,0,0,12,20.0,132.5,9.1,1,0,0,1,1,0,0.0,113,11.3
Connor Watkins,108971,QB,VILLANOVA,1,3.04,2.68,4.1,4.13,24,334,75.0,8,8,3.6,1.98,0,0,0.0,62.5,5,0,16.7,8,33.3,1,2,,,,,64.9,38.6,69.5,38.9,,,,0,0,8,,70.3,0.0,0,0,0,0,0,1,12.5,31,3.9,50.0,10,10,15.5,3.58,0,1,9.1,50.0,5,5,0.0,16,66.7,0,5,,,,,66.7,73.2,71.8,69.6,,66.8,,0,0,17,60.0,84.2,18.8,3,3,0,0,0,0,0.0,97,9.7
Eli Brickhandler,160410,QB,HOUCHR,1,2.85,2.36,4.05,4.45,24,183,61.5,13,13,6.3,1.94,0,0,0.0,61.5,8,0,0.0,13,54.2,0,3,,,,,66.0,55.1,71.0,55.0,,,,0,0,13,,96.3,0.0,0,0,0,0,1,0,0.0,54,4.2,80.0,5,5,9.2,3.93,0,0,0.0,80.0,4,7,0.0,11,45.8,0,6,,,,,65.8,77.5,70.7,81.9,,59.6,,0,0,12,28.6,110.8,18.2,2,4,0,0,0,0,0.0,53,10.6
Hunter Watson,183993,QB,SM HOUSTON,1,2.53,2.28,2.87,4.3,24,281,75.0,12,12,6.2,1.79,0,0,0.0,75.0,9,2,0.0,13,54.2,0,4,,,,,66.2,60.0,71.2,59.8,,,,0,0,14,50.0,94.4,7.7,1,0,0,0,0,0,0.0,86,7.2,16.7,6,7,9.2,3.39,0,0,0.0,14.3,1,8,0.0,11,45.8,0,2,,,,,65.8,60.3,70.7,43.2,,77.5,,0,0,12,25.0,39.6,18.2,2,2,0,1,0,0,0.0,9,1.3
Robert Coleman,76149,QB,LAMAR,1,2.52,2.39,2.65,5.0,23,204,63.6,11,11,8.8,1.92,0,0,0.0,63.6,7,2,0.0,12,52.2,0,3,,,,,66.0,41.3,0.0,45.7,,,,0,0,13,50.0,75.9,8.3,1,0,0,0,0,0,0.0,55,5.0,50.0,8,9,13.1,3.18,1,1,10.0,44.4,4,6,0.0,11,47.8,0,3,,,,,65.8,56.3,70.7,58.7,,57.3,,0,1,12,16.7,25.5,9.1,1,1,0,0,0,1,8.3,56,6.2
Xzavier Vaughn,102342,QB,ALCORN ST,1,2.87,1.83,4.7,6.13,23,107,64.3,14,14,6.7,1.74,0,1,6.3,57.1,8,0,11.1,14,60.9,1,4,,,,,66.5,50.0,71.6,49.9,,,,0,1,16,,69.0,0.0,0,0,0,0,1,1,6.3,85,6.1,100.0,1,1,14.0,5.21,0,0,0.0,100.0,1,6,0.0,8,34.8,0,3,,,,,64.9,68.7,69.5,64.6,,64.3,,0,0,8,50.0,118.8,37.5,3,4,0,0,0,0,0.0,26,26.0
Will McElvain,88639,QB,CENT ARK,1,2.56,2.56,,2.5,23,132,62.5,8,8,4.1,1.85,0,0,0.0,62.5,5,1,0.0,8,34.8,0,3,,,,,64.9,43.6,69.5,43.7,,,,0,0,8,0.0,85.9,0.0,0,0,0,0,0,0,0.0,61,7.6,76.9,13,14,7.4,2.93,0,0,0.0,71.4,10,4,0.0,15,65.2,0,6,,,,,66.5,65.6,71.6,67.7,,57.3,,0,1,16,0.0,85.1,0.0,0,1,0,1,1,0,0.0,99,7.1
Aidan Chiles,173727,QB,MICH STATE,1,2.73,2.36,3.53,6.9,22,223,75.0,8,8,3.9,1.68,0,0,0.0,75.0,6,2,0.0,9,40.9,0,2,,,,,65.1,66.7,69.8,66.4,,,,0,0,9,50.0,134.9,11.1,1,0,0,0,1,0,0.0,59,7.4,77.8,9,10,8.8,3.45,0,1,10.0,70.0,7,4,0.0,13,59.1,0,6,,,,,66.2,69.1,71.2,67.6,,62.8,,0,1,14,50.0,65.8,15.4,2,1,0,1,0,2,14.3,108,10.8
Nick Josifek,175092,QB,IDAHO,1,2.78,2.24,,5.18,22,185,61.5,13,13,11.5,1.88,0,0,0.0,61.5,8,0,0.0,13,59.1,0,2,,,,,66.0,48.5,71.0,48.6,,,,0,0,13,,74.2,0.0,0,0,0,0,0,0,0.0,65,5.0,40.0,5,5,17.8,4.08,0,0,0.0,40.0,2,2,0.0,9,40.9,0,5,,,,,65.6,64.3,70.4,56.4,,68.2,,0,0,11,0.0,100.8,0.0,0,4,0,0,1,0,0.0,31,6.2
Nate Glantz,157587,QB,LNDNWD,1,3.05,2.64,8.4,4.3,22,949,100.0,10,12,5.4,1.84,2,1,7.1,83.3,10,0,0.0,12,54.5,0,8,,,,,66.2,66.7,71.2,66.4,,,,0,0,14,,158.3,0.0,0,0,0,0,3,0,0.0,209,17.4,85.7,7,7,14.3,4.51,0,1,12.5,57.1,4,4,33.3,10,45.5,2,4,,,,,65.6,75.0,70.4,74.9,,61.6,,0,1,11,25.0,93.8,10.0,1,2,0,0,1,1,9.1,74,10.6
Nathan Lamb,98020,QB,W ILLINOIS,1,2.38,2.24,2.5,5.0,21,345,78.6,14,15,6.5,1.96,1,0,0.0,66.7,10,6,9.1,15,71.4,1,6,,,,,66.7,61.2,71.8,60.9,,,,0,0,17,0.0,86.3,0.0,0,0,0,0,0,1,5.9,103,6.9,75.0,4,4,9.5,3.43,0,0,0.0,75.0,3,3,0.0,6,28.6,0,1,,,,,64.6,53.5,69.5,56.4,,57.3,,0,0,8,33.3,156.3,16.7,1,1,0,0,1,0,0.0,85,21.3
Joe Fagnano,104768,QB,UCONN,1,2.17,2.08,2.6,3.3,21,146,75.0,12,12,4.8,1.61,0,0,0.0,66.7,8,0,11.1,12,57.1,1,6,,,,,65.8,65.9,70.7,65.6,,,,0,0,12,,119.4,0.0,0,0,0,0,1,0,0.0,98,8.2,42.9,7,7,19.4,2.91,0,0,0.0,42.9,3,3,0.0,9,42.9,0,3,,,,,65.6,56.0,70.4,57.8,,57.8,,0,0,11,33.3,129.5,11.1,1,1,0,0,2,0,0.0,119,17.0
Ayden Pereira,159129,QB,MERRIMACK,1,2.37,1.95,3.3,3.8,21,385,91.7,12,12,3.3,1.69,0,0,0.0,91.7,11,0,0.0,12,57.1,0,3,,,,,65.8,76.6,70.7,76.0,,,,0,0,12,,84.7,0.0,0,0,0,0,0,0,0.0,52,4.3,50.0,4,4,16.5,3.27,0,1,25.0,50.0,2,6,0.0,9,42.9,0,2,,,,,65.1,62.4,69.8,81.6,,47.9,,0,0,9,16.7,92.7,11.1,1,4,0,0,0,0,0.0,47,11.8
Brogan McCaughey,164697,QB,YALE,1,1.96,1.96,,,21,352,77.8,18,18,10.2,1.7,0,3,16.7,72.2,13,3,7.1,18,85.7,1,6,,,,,66.8,92.4,72.0,92.1,,,,0,0,18,0.0,118.1,0.0,0,0,0,0,1,0,0.0,161,8.9,66.7,3,3,14.7,3.5,0,0,0.0,66.7,2,1,0.0,3,14.3,0,0,,,,,64.2,44.3,68.6,47.1,,57.3,,0,0,6,0.0,88.2,0.0,0,0,0,0,0,1,16.7,22,7.3
Evan Svoboda,157664,QB,WYOMING,1,2.45,2.45,,,21,351,100.0,11,12,1.6,1.88,0,0,0.0,75.0,9,2,18.2,12,57.1,2,1,,,,,66.0,75.1,71.0,74.7,,,,1,0,13,0.0,80.9,0.0,0,0,0,0,0,0,0.0,47,3.9,87.5,8,9,13.8,3.21,0,0,0.0,66.7,6,3,14.3,9,42.9,1,6,,,,,65.4,90.4,70.1,90.2,,,,0,0,10,0.0,109.7,0.0,0,0,0,1,0,0,0.0,118,13.1
Kia'i Keone,179368,QB,N COLORADO,1,1.64,1.5,,4.4,21,253,77.8,18,19,3.0,1.43,1,0,0.0,73.7,14,0,0.0,19,90.5,0,5,,,,,67.1,63.9,72.4,63.6,,,,0,0,20,,88.7,0.0,0,0,0,0,0,0,0.0,115,6.1,0.0,1,1,15.0,3.65,0,0,0.0,0.0,0,1,,2,9.5,0,0,,,,,61.8,67.7,65.5,57.7,,64.3,,0,0,2,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0
Ashton Daniels,157259,QB,STANFORD,1,3.15,3.07,4.1,3.7,21,300,85.7,7,7,2.9,1.87,0,0,0.0,71.4,5,0,16.7,7,33.3,1,1,,,,,64.6,37.2,69.1,37.4,,,,0,1,7,,36.3,0.0,0,0,0,0,0,1,14.3,24,3.4,40.0,10,12,14.5,3.79,1,2,15.4,33.3,4,7,0.0,14,66.7,0,2,,,,,66.4,29.8,71.4,30.0,,57.8,,0,2,15,14.3,34.4,7.1,1,1,0,1,1,2,13.3,47,3.9
Ty'Jarian Williams,178887,QB,MS VLY ST,1,2.47,2.26,3.35,,21,228,63.6,11,11,10.2,1.99,0,0,0.0,63.6,7,2,0.0,12,57.1,0,3,,,,,66.0,45.3,71.0,45.4,,,,0,1,13,50.0,74.4,8.3,1,0,0,0,1,1,7.7,71,6.5,40.0,5,6,17.4,3.11,0,0,0.0,33.3,2,4,0.0,9,42.9,0,1,,,,,13.8,32.4,69.8,32.7,,,,1,0,9,75.0,47.2,33.3,3,0,0,0,0,1,11.1,25,4.2
Carter Cravens,150714,QB,MOREHEAD,1,3.05,2.81,2.65,5.4,20,234,40.0,5,6,11.2,1.87,0,1,14.3,33.3,2,2,0.0,6,30.0,0,2,,,,,64.6,79.4,69.1,78.8,,,,0,0,7,0.0,91.7,0.0,0,0,0,1,1,0,0.0,32,5.3,37.5,8,10,21.8,3.56,0,2,20.0,30.0,3,10,0.0,14,70.0,0,2,,,,,20.6,55.3,71.2,60.1,,52.8,,0,0,14,20.0,102.1,14.3,2,2,0,2,1,1,7.1,100,10.0
Hajj-Malik Williams,102348,QB,UNLV,1,2.9,2.44,,4.73,20,325,100.0,9,9,5.7,1.54,0,0,0.0,100.0,9,0,0.0,9,45.0,0,6,,,,,65.4,81.4,70.1,80.7,,,,0,0,10,,158.3,0.0,0,0,0,0,2,0,0.0,137,15.2,71.4,7,7,17.4,4.01,0,0,0.0,57.1,4,3,20.0,11,55.0,1,5,,,,,66.0,68.3,71.0,64.6,,65.1,,0,0,13,0.0,116.1,0.0,0,4,0,0,1,1,7.7,45,6.4
Duce Taylor,150493,QB,MORGAN ST,1,2.63,2.52,3.2,3.2,20,235,88.9,9,10,1.7,1.92,1,0,0.0,70.0,7,1,12.5,10,50.0,1,1,,,,,65.4,70.8,70.1,70.4,,,,0,0,10,0.0,75.0,0.0,0,0,0,0,0,0,0.0,35,3.5,83.3,6,7,9.8,3.33,0,0,0.0,57.1,4,6,20.0,10,50.0,1,3,,,,,17.6,48.2,70.1,71.2,,41.4,,0,0,10,33.3,70.5,20.0,2,1,0,1,0,1,10.0,35,5.0
Davin Wydner,163672,QB,W GEORGIA,1,3.23,2.95,4.1,6.1,20,1177,66.7,9,9,6.2,2.0,0,0,0.0,66.7,6,1,0.0,9,45.0,0,2,,,,,65.4,59.8,70.1,59.6,,,,0,0,10,0.0,79.9,0.0,0,0,0,0,0,0,0.0,48,5.3,71.4,7,8,8.0,4.23,1,0,0.0,50.0,4,10,20.0,11,55.0,1,2,,,,,66.2,60.3,71.2,56.0,,64.3,,0,0,14,20.0,93.2,18.2,2,1,0,0,0,0,0.0,95,11.9
Jaydyn Sisk,178882,QB,MS VLY ST,1,1.92,1.76,,3.35,20,228,58.8,17,18,5.9,1.76,0,0,0.0,50.0,9,4,10.0,18,90.0,1,5,,,,,66.8,41.5,72.0,41.6,,,,1,3,18,0.0,25.9,0.0,0,0,0,0,0,3,16.7,94,5.2,,0,0,,3.35,0,0,0.0,,0,1,,2,10.0,0,0,,,,,62.7,47.6,66.6,58.9,,52.6,,0,0,3,0.0,0.0,0.0,0,2,0,0,0,0,0.0,0,
Tommy Rittenhouse,148028,QB,ILL STATE,1,2.58,2.36,3.2,3.25,19,188,66.7,9,9,3.8,2.02,0,0,0.0,66.7,6,1,0.0,9,47.4,0,1,,,,,65.1,62.1,69.8,61.9,,,,0,0,9,0.0,74.8,0.0,0,0,0,0,0,0,0.0,37,4.1,80.0,5,5,13.8,3.09,0,0,0.0,80.0,4,5,0.0,10,52.6,0,4,,,,,65.6,72.1,70.4,80.6,,51.6,,0,0,11,60.0,118.8,30.0,3,2,0,0,0,0,0.0,95,19.0
Malachi Marshall,191694,QB,STNY BROOK,1,2.25,2.22,,2.8,19,303,61.5,13,14,7.0,1.89,1,0,0.0,57.1,8,3,0.0,14,73.7,0,4,,,,,66.2,60.3,71.2,60.1,,,,0,0,14,0.0,82.4,0.0,0,0,0,0,0,0,0.0,110,7.9,25.0,4,4,15.5,3.26,0,0,0.0,25.0,1,3,0.0,5,26.3,0,1,,,,,12.1,25.4,68.1,33.8,,41.4,,0,0,5,0.0,50.0,0.0,0,1,0,0,0,2,40.0,22,5.5
Tommy Mellott,147646,QB,MONTANA ST,1,2.62,2.45,1.8,4.35,19,233,70.0,10,10,6.5,1.76,0,0,0.0,60.0,6,1,14.3,11,57.9,1,3,,,,,65.6,58.9,70.4,58.7,,,,0,0,11,100.0,130.8,9.1,1,0,0,0,1,0,0.0,109,10.9,60.0,5,6,11.8,3.79,1,0,0.0,50.0,3,2,0.0,8,42.1,0,2,,,,,65.1,81.4,69.8,70.3,,73.2,,0,0,9,0.0,63.2,0.0,0,2,0,0,0,0,0.0,28,4.7
Ren Hefley,101621,QB,GARD-WEBB,1,2.54,2.54,,,19,171,54.5,11,11,7.2,1.88,0,0,0.0,54.5,6,2,0.0,11,57.9,0,2,,,,,66.4,45.1,71.4,45.2,,,,0,1,15,0.0,53.6,0.0,0,0,0,0,1,1,6.7,36,3.3,75.0,8,8,13.8,3.45,0,1,12.5,75.0,6,0,0.0,8,42.1,0,3,,,,,64.9,79.7,69.5,79.1,,,,0,0,8,,106.3,0.0,0,0,0,0,0,0,0.0,80,10.0
Deacon Hill,145170,QB,UTAHTC,1,2.46,2.41,3.3,,19,1285,66.7,12,12,5.8,2.13,0,0,0.0,41.7,5,1,37.5,12,63.2,3,3,,,,,65.8,57.9,70.7,57.7,,,,0,0,12,0.0,56.3,0.0,0,0,0,0,0,1,8.3,56,4.7,50.0,6,6,14.0,3.01,0,0,0.0,50.0,3,3,0.0,7,36.8,0,2,,,,,64.6,56.1,69.1,56.1,,,,0,0,7,33.3,72.2,14.3,1,0,0,0,0,0,0.0,41,6.8
Aidan Bouman,122508,QB,S DAKOTA,1,2.57,2.52,,3.4,18,291,55.6,9,9,4.0,1.66,0,0,0.0,55.6,5,1,0.0,9,50.0,0,0,,,,,65.1,56.8,69.8,56.6,,,,0,0,9,0.0,60.9,0.0,0,0,0,0,0,0,0.0,25,2.8,75.0,8,8,21.1,3.48,0,2,20.0,75.0,6,3,0.0,9,50.0,0,6,,,,,65.6,91.5,70.4,90.7,,64.1,,0,0,11,0.0,156.3,0.0,0,1,0,0,2,0,0.0,222,27.8
Hess Horne,148110,QB,MERCER,1,2.16,2.04,,4.3,18,219,92.3,13,14,6.3,1.7,1,0,0.0,71.4,10,1,16.7,14,77.8,2,4,,,,,66.2,58.3,71.2,58.1,,,,0,1,14,0.0,85.4,0.0,0,0,0,0,1,1,7.1,100,7.1,0.0,1,3,29.0,3.78,1,0,0.0,0.0,0,3,,4,22.2,0,0,,,,,63.3,40.3,67.4,46.3,,56.3,,0,0,4,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0
Colton Joseph,172283,QB,DOMINION,1,2.86,2.43,3.2,4.47,18,263,83.3,6,6,0.5,1.7,0,0,0.0,66.7,4,0,20.0,6,33.3,1,2,,,,,64.2,69.3,68.6,68.9,,,,0,0,6,,72.9,0.0,0,0,0,0,0,0,0.0,22,3.7,42.9,7,7,15.6,3.43,0,0,0.0,28.6,2,9,33.3,12,66.7,1,3,,,,,66.0,59.0,71.0,48.3,,69.1,,0,0,13,22.2,39.6,16.7,2,3,0,0,0,1,7.7,9,1.3
Deshawn Purdie,184271,QB,CHARLOTTE,1,2.45,2.29,3.6,,17,136,77.8,9,9,10.1,1.81,0,1,10.0,77.8,7,2,0.0,9,52.9,0,3,,,,,65.4,56.1,70.1,56.0,,,,0,0,10,0.0,132.9,0.0,0,0,0,0,1,0,0.0,63,7.0,60.0,5,6,27.4,3.16,0,2,33.3,50.0,3,3,0.0,8,47.1,0,2,,,,,64.9,69.6,69.5,69.2,,,,0,0,8,66.7,135.4,25.0,2,0,0,1,1,1,12.5,120,20.0
Kaleb Jackson,167198,QB,CHARLES SO,1,3.08,2.93,3.9,4.75,17,135,57.1,7,7,7.0,1.86,0,1,14.3,42.9,3,0,25.0,7,41.2,1,2,,,,,64.6,46.5,69.1,46.6,,,,0,0,7,,78.9,0.0,0,0,0,0,0,1,14.3,69,9.9,50.0,2,5,14.5,4.38,1,0,0.0,20.0,1,7,0.0,9,52.9,0,2,,,,,16.7,29.1,69.8,27.1,,61.7,,1,0,9,28.6,44.6,22.2,2,2,0,1,0,2,22.2,21,4.2
