player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Pierce Holley,108981,QB,GEORGETOWN,1,2.5,2.42,1.6,4.65,43,172,60.0,25,25,6.1,2.04,0,0,0.0,52.0,13,7,13.3,26,60.5,2,7,,,,26.7,37.8,73.3,,38.0,,,,,0,1,26,14.3,48.4,3.8,1,0,0,0,0,2,7.7,118,4.7,64.3,14,15,19.4,3.21,0,3,20.0,53.3,8,8,11.1,17,39.5,1,5,,,,66.7,76.6,71.8,,81.7,,52.7,,,0,0,17,0.0,137.8,0.0,0,2,0,1,2,0,0.0,186,12.4
John Paddock,77689,QB,BALL ST,1,2.13,2.0,3.8,5.9,43,117,80.8,26,30,5.1,1.7,3,0,0.0,70.0,21,6,0.0,30,69.8,0,11,,,,68.2,67.6,73.7,,67.1,,,,,0,0,30,0.0,94.3,0.0,0,0,0,1,1,0,0.0,164,5.5,54.5,11,11,16.4,3.11,0,0,0.0,45.5,5,8,16.7,13,30.2,1,3,,,,66.2,68.4,71.2,,70.7,,57.3,,,0,1,14,12.5,65.7,7.7,1,1,0,0,1,0,0.0,88,8.0
Caleb Williams,144622,QB,USC,1,3.02,2.87,,6.15,43,326,90.5,21,22,3.3,1.73,1,0,0.0,81.8,18,0,5.3,22,51.2,1,12,,,,67.4,73.5,72.7,,73.0,,,,,0,0,22,,147.5,0.0,0,0,0,0,3,0,0.0,218,9.9,58.8,17,19,17.3,4.38,0,2,10.0,42.1,8,10,20.0,21,48.8,2,8,,,,67.4,74.1,72.7,,77.6,,52.8,,,1,0,22,0.0,85.9,0.0,0,2,0,1,1,0,0.0,142,7.5
Tanner Mordecai,77656,QB,SMU,1,2.86,2.53,2.5,5.36,43,287,73.9,23,23,8.9,1.95,0,1,4.3,73.9,17,4,0.0,23,53.5,0,13,,,,67.5,86.1,72.8,,85.2,,,,,0,0,23,0.0,143.7,0.0,0,0,0,0,5,0,0.0,223,9.7,84.6,13,14,11.9,3.91,0,3,20.0,78.6,11,10,0.0,20,46.5,0,10,,,,67.2,93.8,72.5,,93.4,,71.3,,,0,0,21,10.0,150.0,5.0,1,5,0,1,4,0,0.0,147,10.5
Dillon Gabriel,86272,QB,OKLAHOMA,1,3.0,2.66,4.1,5.1,41,261,81.3,16,17,1.9,1.72,1,0,0.0,76.5,13,1,0.0,17,41.5,0,7,,,,66.7,63.8,71.8,,63.5,,,,,0,1,17,0.0,82.2,0.0,0,0,0,0,1,0,0.0,87,5.1,62.5,16,18,14.3,3.9,0,2,10.5,55.6,10,10,0.0,24,58.5,0,7,,,,67.8,73.8,73.3,,68.2,,70.2,,,0,2,26,10.0,68.5,4.2,1,5,0,2,1,1,3.8,178,9.9
Blake Stenstrom,82106,QB,PRINCETON,1,2.28,2.27,2.5,,41,272,92.0,25,26,3.1,1.89,1,0,0.0,84.6,22,2,4.3,26,63.4,1,7,,,,67.8,72.7,73.3,,72.1,,,,,0,0,26,0.0,94.9,0.0,0,0,0,0,0,0,0.0,176,6.8,90.9,11,14,6.2,2.95,1,0,0.0,64.3,9,6,10.0,15,36.6,1,5,,,,66.4,67.2,71.4,,66.8,,,,,0,0,15,16.7,81.8,6.7,1,0,0,2,0,0,0.0,88,6.3
Brennan Armstrong,77696,QB,VIRGINIA,1,3.03,2.53,3.5,5.75,41,335,64.3,14,14,8.4,1.96,0,0,0.0,50.0,7,2,22.2,14,34.1,2,5,,,,66.2,57.9,71.2,,57.8,,,,,0,0,14,0.0,61.3,0.0,0,0,0,0,0,0,0.0,59,4.2,63.2,19,20,14.4,3.58,0,1,5.0,45.0,9,6,25.0,27,65.9,3,11,,,,67.9,68.1,73.4,,66.7,,63.4,,,0,1,27,16.7,53.3,3.7,1,6,0,1,0,2,7.4,166,8.3
Zach Pyron,156309,QB,GA TECH,1,2.7,2.3,2.9,4.78,41,176,73.7,19,22,3.1,1.98,1,0,0.0,54.5,12,8,14.3,22,53.7,2,3,,,,67.9,43.3,73.4,,43.3,,,,,2,0,27,0.0,66.3,0.0,0,0,0,0,0,1,3.7,99,4.5,70.0,10,10,15.9,3.55,0,2,20.0,70.0,7,13,0.0,19,46.3,0,8,,,,67.0,70.0,72.2,,68.7,,63.6,,,0,1,19,23.1,106.3,15.8,3,6,0,0,1,1,5.3,158,15.8
Tommy DeVito,60545,QB,ILLINOIS,1,2.73,2.52,4.4,5.3,41,187,68.4,19,19,7.4,1.97,0,2,9.5,68.4,13,5,0.0,20,48.8,0,10,,,,67.4,72.6,72.7,,72.0,,,,,0,0,22,20.0,135.6,5.0,1,0,0,0,2,0,0.0,189,9.9,70.6,17,18,6.9,3.45,0,0,0.0,66.7,12,11,0.0,21,51.2,0,5,,,,67.5,62.2,72.8,,59.2,,64.0,,,1,0,23,18.2,80.6,9.5,2,1,0,0,0,0,0.0,99,5.5
Adrian Martinez,83522,QB,KANSAS ST,1,3.23,3.06,3.77,5.35,41,199,75.0,8,9,3.9,1.93,1,0,0.0,66.7,6,1,0.0,9,22.0,0,2,,,,65.1,52.1,69.8,,52.0,,,,,0,0,9,0.0,76.2,0.0,0,0,0,0,0,0,0.0,40,4.4,75.0,24,27,12.7,3.59,1,3,11.1,66.7,18,19,0.0,32,78.0,0,13,,,,12.4,66.7,74.1,,62.4,,70.8,,,0,1,33,15.8,111.0,9.4,3,2,0,2,2,4,12.1,286,10.6
Noah Walters,164315,QB,N ALABAMA,1,2.8,2.54,4.55,4.8,40,389,66.7,18,18,3.7,1.69,0,1,5.6,66.7,12,5,0.0,18,45.0,0,4,,,,66.8,65.2,72.0,,64.8,,,,,0,0,18,0.0,99.3,0.0,0,0,0,0,1,0,0.0,100,5.6,56.3,16,17,19.9,3.71,0,0,0.0,47.1,8,9,11.1,22,55.0,1,2,,,,14.6,29.0,72.7,,29.4,,57.3,,,0,1,22,44.4,61.6,18.2,4,1,0,1,1,4,18.2,103,6.1
Theo Day,83515,QB,N IOWA,1,2.8,2.61,2.78,4.3,40,255,56.3,16,16,13.9,2.16,0,2,10.5,43.8,7,5,22.2,16,40.0,2,4,,,,67.0,93.3,72.2,,92.9,,,,,0,0,19,0.0,71.6,0.0,0,0,0,0,0,0,0.0,127,7.9,73.3,15,15,13.9,3.23,0,2,11.8,60.0,9,11,18.2,24,60.0,2,8,,,,67.8,79.1,73.3,,83.2,,55.6,,,0,2,26,45.5,91.8,20.8,5,4,0,0,2,0,0.0,143,9.5
Max Brosmer,105568,QB,NEW HAMP,1,3.17,2.96,4.8,5.07,40,240,77.8,9,10,5.2,2.01,0,0,0.0,60.0,6,1,14.3,10,25.0,1,0,,,,65.4,65.5,70.1,,65.2,,,,,0,0,10,0.0,64.6,0.0,0,0,0,1,0,0,0.0,28,2.8,75.0,24,26,14.3,3.55,0,2,7.4,65.4,17,8,5.6,30,75.0,1,11,,,,68.4,64.4,74.0,,69.9,,48.7,,,0,0,32,12.5,134.9,3.3,1,3,0,2,3,1,3.1,249,9.6
Quincy Casey,104763,QB,ALAB A&M,1,2.29,2.19,,6.0,40,104,86.2,29,29,4.7,1.73,0,1,3.3,75.9,22,3,12.0,29,72.5,3,12,,,,68.2,82.0,73.7,,81.2,,,,,0,0,30,0.0,115.9,0.0,0,0,0,0,1,1,3.3,272,9.4,40.0,10,10,30.3,3.75,0,2,20.0,30.0,3,3,25.0,11,27.5,1,3,,,,65.6,62.0,70.4,,64.4,,57.3,,,0,2,11,0.0,58.3,0.0,0,1,0,0,1,2,18.2,90,9.0
Jalani Eason,52172,QB,MS VLY ST,1,2.57,2.26,,4.35,40,228,62.5,24,25,10.5,1.78,1,2,8.0,52.0,13,9,13.3,25,62.5,2,7,,,,67.7,80.6,73.1,,79.8,,,,,0,0,25,0.0,95.1,0.0,0,0,0,0,2,0,0.0,138,5.5,55.6,9,9,16.2,3.89,0,0,0.0,44.4,4,5,20.0,15,37.5,1,7,,,,66.5,47.4,71.6,,38.0,,64.8,,,0,1,16,0.0,65.7,0.0,0,6,0,0,1,3,18.8,63,7.0
Draylen Ellis,121346,QB,TENN STATE,1,2.69,2.55,2.97,6.05,40,308,70.6,17,18,5.6,1.79,1,0,0.0,61.1,11,2,8.3,19,47.5,1,4,,,,67.1,29.2,72.4,,29.4,,,,,0,0,20,50.0,67.6,5.3,1,0,0,0,0,1,5.0,63,3.5,41.7,12,16,19.8,3.68,1,2,12.5,12.5,2,11,60.0,20,50.0,3,3,,,,67.0,74.4,72.4,,68.8,,70.7,,,0,0,20,18.2,39.6,10.0,2,2,0,3,0,0,0.0,36,2.3
Clay Millen,146082,QB,COLO STATE,1,3.49,2.72,4.4,4.96,40,144,66.7,9,9,1.0,1.8,0,0,0.0,66.7,6,2,0.0,10,25.0,0,2,,,,65.6,55.5,70.4,,55.4,,,,,0,0,11,50.0,75.2,10.0,1,0,0,0,0,0,0.0,38,4.2,69.2,13,15,17.6,4.05,0,5,26.3,60.0,9,22,0.0,30,75.0,0,9,,,,68.8,74.2,74.5,,72.8,,64.9,,,0,1,37,36.4,76.4,26.7,8,7,0,2,0,2,5.4,223,14.9
Hunter Dekkers,122511,QB,IOWA STATE,1,2.54,2.54,3.4,,40,193,82.4,17,17,4.4,1.88,0,0,0.0,76.5,13,5,7.1,17,42.5,1,6,,,,66.7,60.4,71.8,,60.1,,,,,0,0,17,0.0,88.6,0.0,0,0,0,0,0,0,0.0,93,5.5,72.2,18,19,9.1,3.16,0,1,5.0,57.9,11,12,15.4,22,55.0,2,8,,,,67.5,83.0,72.8,,82.2,,,,,0,0,23,25.0,113.0,13.6,3,0,0,1,2,0,0.0,126,6.6
Austin Reed,111760,QB,W KENTUCKY,1,2.17,2.16,2.5,,39,346,84.0,25,26,4.3,1.74,0,1,3.8,69.2,18,4,14.3,26,66.7,3,12,,,,67.8,72.2,73.3,,71.6,,,,,0,0,26,0.0,142.9,0.0,0,0,0,1,3,1,3.8,279,10.7,54.5,11,12,21.5,3.02,0,4,33.3,41.7,5,3,16.7,13,33.3,1,5,,,,66.2,91.2,71.2,,90.9,,,,,0,0,14,33.3,119.4,7.7,1,0,0,1,3,0,0.0,124,10.3
Bronson Barron,141710,QB,WEBER ST,1,2.87,2.78,3.0,3.97,39,342,73.3,15,15,9.8,1.95,0,0,0.0,53.3,8,1,27.3,15,38.5,3,6,,,,66.7,41.2,71.8,,41.5,,,,,0,0,17,0.0,89.3,0.0,0,0,0,0,1,1,5.9,74,4.9,50.0,20,20,18.9,3.45,0,2,8.0,35.0,7,14,30.0,24,61.5,3,6,,,,68.1,68.0,73.6,,69.1,,57.5,,,0,1,29,7.1,43.5,4.2,1,3,0,0,1,2,6.9,79,4.0
Colin Parachek,160568,QB,MOREHEAD,1,2.79,2.44,4.7,3.93,39,234,77.8,18,19,4.8,1.82,0,0,0.0,63.2,12,5,14.3,20,51.3,2,4,,,,67.4,64.1,72.7,,63.8,,,,,0,0,22,20.0,101.9,5.0,1,0,0,1,1,0,0.0,135,7.1,60.0,10,13,11.0,3.81,0,0,0.0,38.5,5,9,16.7,19,48.7,1,6,,,,67.1,59.9,72.4,,50.9,,72.9,,,1,0,20,33.3,74.8,15.8,3,3,0,2,1,1,5.0,47,3.6
Jalen Mayden,83520,QB,S DIEGO ST,1,3.12,2.77,3.74,5.73,39,284,85.7,14,14,6.9,1.9,0,0,0.0,78.6,11,0,8.3,14,35.9,1,4,,,,66.2,84.2,71.2,,83.4,,,,,0,0,14,,122.3,0.0,0,0,0,0,1,0,0.0,107,7.6,50.0,16,17,13.1,3.8,0,1,5.6,47.1,8,14,0.0,25,64.1,0,6,,,,26.3,48.3,73.3,,48.0,,58.5,,,0,1,26,35.7,63.1,20.0,5,3,0,1,1,2,7.7,109,6.4
Gunnar Watson,83570,QB,TROY,1,2.84,2.79,3.03,4.1,39,318,76.9,13,14,5.6,1.94,1,0,0.0,71.4,10,0,0.0,14,35.9,0,4,,,,66.2,57.6,71.2,,57.5,,,,,0,1,14,,73.8,0.0,0,0,0,0,1,1,7.1,61,4.4,63.2,19,21,11.4,3.34,0,2,9.1,52.4,11,8,8.3,25,64.1,1,6,,,,67.8,64.4,73.3,,61.6,,64.1,,,1,0,26,37.5,93.8,12.0,3,1,0,1,1,0,0.0,162,7.7
Michael Hiers,88636,QB,SAMFORD,1,2.72,2.66,5.0,,39,282,93.8,16,16,4.9,1.79,0,3,17.6,93.8,15,0,0.0,16,41.0,0,7,,,,66.7,91.1,71.8,,90.9,,,,,0,0,17,,157.8,0.0,0,0,0,0,4,0,0.0,198,12.4,76.2,21,22,5.6,3.36,1,2,8.0,68.2,15,3,6.3,23,59.0,1,8,,,,67.8,67.3,73.3,,66.8,,,,,0,1,26,33.3,63.4,4.3,1,0,0,0,0,2,7.7,124,5.6
Brady Olson,147415,QB,UMASS,1,2.27,2.3,4.0,4.0,39,216,80.0,25,25,7.2,1.87,0,0,0.0,68.0,17,3,15.0,25,64.1,3,6,,,,67.7,69.4,73.1,,68.9,,,,,0,0,25,0.0,104.9,0.0,0,0,0,0,1,1,4.0,197,7.9,33.3,9,10,21.6,3.48,0,1,7.7,30.0,3,6,0.0,12,30.8,0,3,,,,66.4,42.2,71.4,,43.8,,57.3,,,0,1,15,16.7,20.0,8.3,1,1,0,1,0,1,6.7,78,7.8
Mark Gronowski,138303,QB,S DAK ST,1,2.84,2.73,,4.13,39,292,78.9,19,19,5.4,1.94,0,0,0.0,78.9,15,0,0.0,19,48.7,0,8,,,,67.1,76.8,72.4,,76.2,,,,,0,0,20,,105.7,0.0,0,0,0,0,0,0,0.0,178,9.4,46.2,13,17,15.5,3.7,0,1,5.9,35.3,6,9,0.0,20,51.3,0,6,,,,67.1,38.4,72.4,,42.0,,50.9,,,0,1,20,0.0,47.4,0.0,0,3,0,4,1,1,5.0,85,5.0
Victor Gabalis,131932,QB,UTAHTC,1,2.27,2.22,3.1,,38,1285,81.0,21,21,4.6,1.74,0,1,4.8,81.0,17,3,0.0,21,55.3,0,8,,,,67.2,70.8,72.5,,70.3,,,,,0,0,21,0.0,150.5,0.0,0,0,0,0,2,0,0.0,285,13.6,53.8,13,15,25.9,2.92,0,3,17.6,46.7,7,7,0.0,17,44.7,0,7,,,,23.3,71.3,72.2,,70.8,,,,,0,0,19,28.6,130.0,11.8,2,0,0,2,3,2,10.5,178,11.9
Clay Bruno,141910,QB,W ILLINOIS,1,2.32,2.21,,4.3,37,345,62.5,24,24,7.6,1.82,0,0,0.0,58.3,14,1,6.7,24,64.9,1,4,,,,67.6,35.6,73.0,,36.0,,,,,0,3,24,0.0,42.4,0.0,0,0,0,0,1,2,8.3,100,4.2,80.0,10,11,7.4,3.25,0,1,9.1,63.6,7,3,12.5,13,35.1,1,4,,,,65.8,66.0,71.0,,65.2,,61.4,,,0,1,13,0.0,80.9,0.0,0,2,0,1,1,1,7.7,88,8.0
Grayson James,145214,QB,FIU,1,2.27,2.27,,3.35,37,166,73.9,23,23,3.8,1.82,0,1,4.3,65.2,15,3,11.8,23,62.2,2,5,,,,67.5,75.1,72.8,,74.5,,,,,0,1,23,0.0,58.2,0.0,0,0,0,0,0,0,0.0,110,4.8,55.6,9,11,10.2,3.24,0,0,0.0,27.3,3,3,40.0,13,35.1,2,1,,,,66.0,41.4,71.0,,44.5,,53.5,,,0,1,13,0.0,1.7,0.0,0,2,0,2,0,1,7.7,17,1.5
Jeremy Moussa,75887,QB,FL A&M,1,2.51,2.35,3.85,5.3,37,164,61.9,21,22,8.5,1.9,1,1,4.3,45.5,10,5,23.1,22,59.5,3,7,,,,67.5,70.6,72.8,,70.1,,,,,0,0,23,0.0,85.4,0.0,0,0,0,0,1,0,0.0,160,7.3,80.0,10,12,7.1,3.4,0,1,7.7,58.3,7,8,12.5,15,40.5,1,5,,,,66.5,87.6,71.6,,85.2,,63.7,,,1,0,16,25.0,112.5,13.3,2,1,0,1,2,0,0.0,64,5.3
Charlie Dean,108990,QB,HARVARD,1,2.85,2.37,,5.32,37,179,78.9,19,22,7.3,1.81,3,0,0.0,54.5,12,1,20.0,22,59.5,3,6,,,,67.4,64.6,72.7,,64.2,,,,,0,1,22,0.0,61.0,0.0,0,0,0,0,1,0,0.0,91,4.1,75.0,8,9,13.9,4.37,0,0,0.0,66.7,6,7,0.0,15,40.5,0,5,,,,66.7,60.6,71.8,,72.1,,48.9,,,0,0,17,0.0,109.7,0.0,0,6,0,1,0,0,0.0,126,14.0
Aidan Gilman,108946,QB,BROWN,1,2.38,2.3,2.63,4.1,37,123,66.7,21,22,4.5,1.8,1,0,0.0,63.6,14,4,0.0,23,62.2,0,2,,,,67.4,32.4,72.8,,32.7,,,,,0,2,23,25.0,29.7,4.3,1,0,0,0,0,2,8.7,63,2.9,80.0,10,11,4.7,3.31,1,0,0.0,72.7,8,7,0.0,14,37.8,0,5,,,,66.4,60.6,71.4,,63.1,,57.3,,,0,0,15,28.6,90.7,14.3,2,1,0,0,0,0,0.0,74,6.7
Ben Bryant,77655,QB,CINCINNATI,1,2.06,2.01,3.0,,37,138,91.3,23,25,5.6,1.66,1,0,0.0,72.0,18,5,14.3,26,70.3,3,7,,,,67.7,77.4,73.3,,76.8,,,,,1,0,26,20.0,102.9,3.8,1,0,0,0,1,0,0.0,165,6.6,80.0,10,10,18.0,3.02,0,2,20.0,70.0,7,1,12.5,11,29.7,1,6,,,,65.6,92.8,70.4,,92.4,,,,,0,0,11,100.0,145.8,9.1,1,0,0,0,1,0,0.0,134,13.4
Shon Mitchell,60610,QB,CENT CT ST,1,2.22,2.22,,,37,133,63.0,27,27,7.8,1.93,0,0,0.0,59.3,16,3,5.9,27,73.0,1,7,,,,68.0,56.9,73.5,,56.8,,,,,0,2,28,0.0,42.5,0.0,0,0,0,0,0,1,3.6,142,5.3,77.8,9,10,9.4,3.0,0,0,0.0,60.0,6,3,14.3,10,27.0,1,4,,,,65.8,75.6,70.7,,75.0,,,,,0,0,12,0.0,84.2,0.0,0,0,0,1,0,0,0.0,77,7.7
Judd Erickson,52033,QB,SAN DIEGO,1,2.4,2.38,3.0,,37,283,83.3,18,18,2.9,1.72,0,0,0.0,83.3,15,0,0.0,18,48.6,0,7,,,,66.8,74.7,72.0,,74.1,,,,,0,0,18,,134.3,0.0,0,0,0,0,3,0,0.0,121,6.7,72.2,18,18,12.4,3.04,0,3,16.7,55.6,10,9,23.1,19,51.4,3,7,,,,67.0,90.7,72.2,,90.4,,,,,0,0,19,11.1,78.0,5.3,1,0,0,0,0,1,5.3,128,7.1
Shedeur Sanders,131396,QB,JACKSON ST,1,3.14,2.63,4.75,6.28,37,194,100.0,17,18,4.1,1.71,1,0,0.0,94.4,17,0,0.0,18,48.6,0,9,,,,67.4,53.2,72.7,,53.1,,,,,0,0,22,,121.8,0.0,0,0,0,0,1,1,4.5,158,8.8,72.7,11,13,17.5,4.49,0,1,5.9,53.8,7,9,12.5,19,51.4,1,9,,,,67.5,64.2,72.8,,63.6,,61.3,,,0,0,23,22.2,117.9,10.5,2,4,0,2,2,0,0.0,98,7.5
Zach Tanner,159923,QB,ROB MORRIS,1,2.86,2.6,3.38,5.85,37,277,68.8,16,19,12.9,2.02,3,2,10.0,52.6,10,4,9.1,20,54.1,1,3,,,,67.2,64.7,72.5,,64.3,,,,,0,0,21,25.0,80.2,5.0,1,0,0,0,1,0,0.0,76,4.0,70.0,10,12,11.8,3.85,0,1,7.7,50.0,6,8,14.3,17,45.9,1,7,,,,66.8,68.1,72.0,,68.7,,59.3,,,0,1,18,37.5,88.9,17.6,3,2,0,2,1,0,0.0,166,13.8
Miles Hastings,103943,QB,UC DAVIS,1,2.63,2.7,3.3,4.8,36,322,92.9,14,14,5.1,1.99,0,1,6.7,92.9,13,0,0.0,14,38.9,0,5,,,,66.4,93.0,71.4,,92.7,,,,,0,0,15,,139.3,0.0,0,0,0,0,2,0,0.0,111,7.9,75.0,16,18,9.2,3.34,0,2,10.5,61.1,11,6,8.3,20,55.6,1,8,,,,67.2,75.8,72.5,,77.6,,57.3,,,0,1,21,16.7,66.0,5.0,1,1,0,2,0,1,4.8,156,8.7
Parker McKinney,82109,QB,E KENTUCKY,1,2.68,2.3,2.9,4.74,36,159,80.0,20,20,9.2,1.97,0,1,5.0,80.0,16,5,0.0,20,55.6,0,12,,,,67.1,80.3,72.4,,79.6,,,,,0,1,20,0.0,130.2,0.0,0,0,0,0,3,1,5.0,215,10.8,55.6,9,9,10.9,3.56,0,0,0.0,33.3,3,8,40.0,16,44.4,2,4,,,,66.5,59.2,71.6,,58.7,,60.0,,,0,0,16,25.0,47.5,12.5,2,5,0,0,0,0,0.0,38,4.2
Mike DiLiello,121801,QB,AUSTINPEAY,1,2.48,2.22,4.6,4.6,36,116,82.6,23,23,10.3,1.82,0,1,4.3,73.9,17,1,10.5,23,63.9,2,8,,,,67.5,80.7,72.8,,79.9,,,,,0,0,23,0.0,126.4,0.0,0,0,0,0,2,0,0.0,186,8.1,57.1,7,9,21.3,3.65,0,2,22.2,33.3,3,5,25.0,13,36.1,1,3,,,,66.0,91.0,71.0,,90.1,,64.1,,,0,0,13,60.0,119.0,23.1,3,1,0,2,1,0,0.0,142,15.8
Caden Bell,71181,QB,COLUMBIA,1,2.69,2.37,3.8,4.87,36,145,63.6,22,22,8.6,2.0,0,1,4.2,59.1,13,2,7.1,22,61.1,1,7,,,,67.6,68.5,73.0,,68.0,,,,,0,2,24,0.0,55.5,0.0,0,0,0,0,1,0,0.0,142,6.5,50.0,6,8,27.0,3.78,0,1,11.1,37.5,3,7,0.0,14,38.9,0,1,,,,21.6,29.6,71.4,,31.8,,50.2,,,0,1,15,42.9,51.6,21.4,3,3,0,2,1,2,13.3,35,4.4
Austin Aune,83528,QB,N TEXAS,1,2.56,2.43,,4.85,36,251,83.3,18,18,3.8,1.72,0,0,0.0,83.3,15,1,0.0,18,50.0,0,8,,,,67.0,70.2,72.2,,69.7,,,,,0,1,19,0.0,110.4,0.0,0,0,0,0,2,0,0.0,129,7.2,68.8,16,16,22.0,3.4,0,4,23.5,62.5,10,5,9.1,18,50.0,1,9,,,,67.1,92.3,72.4,,93.0,,58.6,,,0,1,20,0.0,119.8,0.0,0,2,0,0,3,1,5.0,285,17.8
Cooper Legas,101286,QB,UTAH ST,1,2.96,2.41,3.68,5.38,36,329,66.7,15,15,10.3,1.83,0,0,0.0,53.3,8,8,20.0,16,44.4,2,3,,,,66.5,61.5,71.6,,61.3,,,,,0,0,16,12.5,91.5,6.3,1,0,0,0,1,0,0.0,82,5.5,50.0,10,12,14.1,3.87,0,0,0.0,41.7,5,9,0.0,20,55.6,0,4,,,,67.7,48.7,73.1,,54.1,,50.2,,,0,0,25,33.3,60.1,15.0,3,5,0,2,0,0,0.0,67,5.6
E.J. Warner,156185,QB,TEMPLE,1,2.17,2.17,,,36,306,88.5,26,27,5.8,1.74,0,0,0.0,85.2,23,2,0.0,27,75.0,0,18,,,,67.9,83.7,73.4,,82.8,,,,,0,0,27,0.0,139.4,0.0,0,0,0,1,2,0,0.0,311,11.5,71.4,7,9,13.6,3.47,0,0,0.0,44.4,4,6,20.0,9,25.0,1,1,,,,65.1,72.5,69.8,,72.1,,,,,1,0,9,0.0,54.4,0.0,0,0,0,1,0,0,0.0,33,3.7
Carlos Del Rio-Wilson,146687,QB,SYRACUSE,1,3.19,2.66,3.44,5.24,36,304,45.5,11,12,11.5,2.08,1,1,7.7,41.7,5,2,0.0,13,36.1,0,2,,,,66.2,47.1,71.2,,47.1,,,,,0,0,14,50.0,59.4,7.7,1,0,0,0,0,1,7.1,65,5.4,27.3,11,11,16.8,3.82,0,0,0.0,27.3,3,13,0.0,23,63.9,0,3,,,,26.3,40.7,73.3,,36.8,,60.7,,,0,0,26,53.8,47.9,30.4,7,5,0,0,0,1,3.8,55,5.0
Cam Ward,133244,QB,WASH STATE,1,2.74,2.5,,6.3,36,341,83.3,18,20,4.2,1.71,2,0,0.0,70.0,14,0,6.7,20,55.6,1,8,,,,67.1,63.8,72.4,,63.5,,,,,0,0,20,,124.0,0.0,0,0,0,0,2,0,0.0,145,7.3,54.5,11,12,10.5,4.31,0,1,7.7,16.7,2,7,66.7,15,41.7,4,3,,,,66.5,64.6,71.6,,60.2,,66.3,,,0,0,16,0.0,39.6,0.0,0,3,0,1,0,0,0.0,31,2.6
Maverick McIvor,99476,QB,ABILENE CH,1,2.6,2.51,,4.25,36,100,85.0,20,20,8.1,1.9,0,2,10.0,85.0,17,0,0.0,20,55.6,0,9,,,,67.1,92.1,72.4,,91.7,,,,,0,1,20,,137.5,0.0,0,0,0,0,3,1,5.0,293,14.7,61.5,13,14,12.8,3.48,0,1,6.7,50.0,7,5,12.5,16,44.4,1,4,,,,66.8,61.2,72.0,,67.5,,50.3,,,0,1,18,0.0,41.1,0.0,0,2,0,1,0,2,11.1,91,6.5
Jimmy Weirick,88641,QB,WOFFORD,1,2.32,2.33,2.0,,36,350,70.6,17,18,9.7,1.98,0,1,4.8,66.7,12,9,0.0,19,52.8,0,6,,,,24.8,58.6,72.7,,58.4,,,,,1,0,22,11.1,95.4,5.3,1,0,0,0,0,1,4.5,163,9.1,43.8,16,17,14.6,2.69,0,4,21.1,29.4,5,5,28.6,17,47.2,2,4,,,,67.0,92.0,72.2,,91.6,,,,,1,0,19,0.0,72.7,0.0,0,0,0,0,1,1,5.3,106,6.2
Nevan Cremascoli,158044,QB,N ILLINOIS,1,2.74,2.62,2.8,4.6,36,254,50.0,14,14,4.7,1.93,0,0,0.0,42.9,6,1,14.3,14,38.9,1,3,,,,66.2,35.3,71.2,,35.5,,,,,0,0,14,0.0,50.3,0.0,0,0,0,0,0,1,7.1,42,3.0,43.8,16,19,14.8,3.25,0,0,0.0,36.8,7,15,0.0,22,61.1,0,7,,,,25.6,32.6,73.0,,32.3,,56.6,,,1,1,24,6.7,71.4,4.5,1,2,0,2,2,3,12.5,116,6.1
