player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Jalon Daniels,122555,QB,KANSAS,1,3.44,2.94,4.3,6.3,23,198,75.0,8,8,6.8,1.78,0,0,0.0,62.5,5,0,16.7,8,34.8,1,2,,,,65.1,64.7,69.8,64.4,,,,,0,0,9,,106.3,0.0,0,0,0,0,1,0,0.0,24,3.0,81.8,11,11,10.7,4.33,0,1,9.1,81.8,9,5,0.0,15,65.2,0,9,,,,66.4,77.2,71.4,75.3,,,65.0,,0,0,15,20.0,146.4,6.7,1,3,0,0,2,1,6.7,106,9.6
Myles Crawley,141731,QB,GRAMBLING,1,2.68,2.68,,,23,177,72.7,11,11,11.4,2.1,0,1,9.1,63.6,7,2,12.5,11,47.8,1,5,,,,65.6,87.7,70.4,86.8,,,,,0,0,11,0.0,126.1,0.0,0,0,0,0,2,1,9.1,83,7.5,81.8,11,12,12.1,3.22,0,1,7.1,66.7,8,2,11.1,12,52.2,1,4,,,,66.2,91.7,71.2,91.4,,,,,0,0,14,0.0,100.3,0.0,0,0,0,1,0,0,0.0,123,10.3
Carlos Davis,139131,QB,UMASS,1,2.65,2.32,,4.83,23,216,50.0,12,12,15.6,1.91,0,2,15.4,50.0,6,2,0.0,12,52.2,0,4,,,,66.0,59.5,71.0,59.3,,,,,0,0,13,0.0,104.9,0.0,0,0,0,0,1,0,0.0,96,8.0,62.5,8,8,18.8,3.45,0,1,12.5,62.5,5,3,0.0,11,47.8,0,4,,,,65.6,68.8,70.4,55.0,,,75.0,,0,0,11,0.0,106.3,0.0,0,3,0,0,0,1,9.1,100,12.5
Robert Coleman,76149,QB,LAMAR,1,2.29,1.91,3.4,3.83,23,204,92.3,13,13,3.5,1.6,0,0,0.0,84.6,11,1,8.3,13,56.5,1,6,,,,66.4,62.7,71.4,62.4,,,,,0,0,15,0.0,145.0,0.0,0,0,0,0,2,1,6.7,121,9.3,80.0,5,5,5.8,3.19,0,0,0.0,80.0,4,3,0.0,10,43.5,0,5,,,,65.6,49.8,70.4,66.8,,,45.9,,0,0,11,66.7,118.8,20.0,2,3,0,0,0,0,0.0,71,14.2
Gavin Wimsatt,155757,QB,RUTGERS,1,2.75,2.5,,5.3,23,278,58.3,12,12,5.7,2.13,0,0,0.0,50.0,6,0,14.3,12,52.2,1,3,,,,66.0,52.4,71.0,52.3,,,,,0,1,13,,74.7,0.0,0,0,0,0,1,0,0.0,109,9.1,62.5,8,9,14.3,3.43,0,0,0.0,55.6,5,6,0.0,11,47.8,0,3,,,,65.6,70.7,70.4,77.6,,,52.4,,0,0,11,0.0,81.3,0.0,0,2,0,1,0,0,0.0,71,7.9
Alex Flinn,123797,QB,E CAROLINA,1,2.8,2.58,3.35,4.35,23,156,75.0,12,13,7.4,2.04,0,0,0.0,46.2,6,4,33.3,14,60.9,3,3,,,,66.2,61.3,71.2,61.0,,,,,0,0,14,25.0,81.3,7.1,1,0,0,1,1,0,0.0,47,3.6,50.0,4,6,14.5,3.99,0,1,16.7,33.3,2,5,0.0,9,39.1,0,3,,,,65.1,54.0,69.8,61.3,,,52.4,,1,0,9,20.0,62.5,11.1,1,2,0,1,0,0,0.0,47,7.8
Diego Pavia,156927,QB,NEW MEX ST,1,3.2,2.55,3.4,5.74,22,242,66.7,6,7,4.3,2.0,1,0,0.0,57.1,4,0,0.0,7,31.8,0,2,,,,64.6,50.3,69.1,50.3,,,,,0,0,7,,125.6,0.0,0,0,0,0,1,1,14.3,61,8.7,100.0,6,8,10.5,4.03,1,1,11.1,62.5,5,7,16.7,14,63.6,1,5,,,,66.4,82.6,71.4,89.2,,,59.8,,0,0,15,14.3,142.7,7.1,1,5,0,1,1,0,0.0,94,11.8
Trazon Connley,75885,QB,PRVIEW A&M,1,2.96,2.69,,4.7,22,270,66.7,6,6,4.7,1.63,0,0,0.0,50.0,3,0,25.0,6,27.3,1,1,,,,64.2,45.2,68.6,45.3,,,,,0,1,6,,16.7,0.0,0,0,0,0,0,1,16.7,11,1.8,84.6,13,13,18.2,3.46,0,2,14.3,69.2,9,5,18.2,16,72.7,2,9,,,,66.7,94.0,71.8,94.1,,,65.4,,0,0,17,0.0,137.5,0.0,0,3,0,0,1,0,0.0,175,13.5
Athan Kaliakmanis,144971,QB,MINNESOTA,1,3.24,2.82,,5.9,22,225,85.7,7,7,5.4,2.03,0,0,0.0,85.7,6,0,0.0,7,31.8,0,2,,,,64.6,74.7,69.1,74.2,,,,,0,0,7,,127.7,0.0,0,0,0,0,1,0,0.0,36,5.1,90.0,10,12,12.1,3.8,1,0,0.0,66.7,8,7,11.1,15,68.2,1,6,,,,66.7,71.5,71.8,66.7,,,68.2,,0,0,17,0.0,126.0,0.0,0,3,0,1,1,0,0.0,117,9.8
Eddie Lee Marburger,145511,QB,UTSA,1,2.39,2.33,3.5,,22,331,75.0,12,13,1.2,1.63,0,0,0.0,69.2,9,3,0.0,13,59.1,0,3,,,,66.0,59.6,71.0,59.4,,,,,0,0,13,0.0,74.8,0.0,0,0,0,1,0,0,0.0,47,3.6,42.9,7,8,13.1,3.48,0,0,0.0,37.5,3,8,0.0,9,40.9,0,0,,,,65.1,29.5,69.8,29.7,,,,,0,1,9,12.5,6.3,11.1,1,0,0,1,0,1,11.1,14,1.8
Cameran Brown,184894,QB,W GEORGIA,1,3.11,2.69,1.9,4.86,22,1177,87.5,8,8,2.5,1.9,0,0,0.0,62.5,5,4,28.6,10,45.5,2,1,,,,20.0,37.6,71.0,37.7,,,,,0,0,13,50.0,70.3,20.0,2,0,0,0,0,1,7.7,31,3.9,25.0,4,7,20.8,4.13,0,0,0.0,14.3,1,9,0.0,12,54.5,0,1,,,,65.8,27.2,70.7,23.6,,,60.7,,1,1,12,0.0,0.0,0.0,0,5,0,2,0,2,16.7,4,0.6
Dante Casciola,149521,QB,DAYTON,1,3.28,2.68,3.75,6.2,21,150,62.5,8,8,11.1,2.28,0,0,0.0,50.0,4,3,20.0,8,38.1,1,3,,,,65.1,54.6,69.8,54.6,,,,,0,0,9,0.0,68.8,0.0,0,0,0,0,0,0,0.0,48,6.0,62.5,8,8,6.0,3.9,0,0,0.0,37.5,3,4,40.0,13,61.9,2,4,,,,66.2,56.5,71.4,42.6,,,74.8,,0,0,15,50.0,45.8,15.4,2,3,0,0,0,1,6.7,18,2.3
Jesper Korkalainen,182794,QB,NAUSTA,1,2.33,2.21,2.4,4.3,21,1453,58.3,12,13,4.9,1.86,0,0,0.0,53.8,7,9,0.0,14,66.7,0,1,,,,66.4,31.8,71.4,32.1,,,,,0,2,15,11.1,19.9,7.1,1,0,0,1,0,2,13.3,-9,-0.7,50.0,4,5,2.0,3.27,0,0,0.0,40.0,2,5,0.0,7,33.3,0,0,,,,64.6,46.7,69.1,48.8,,,57.8,,0,0,7,20.0,47.9,14.3,1,1,0,1,0,0,0.0,3,0.6
Gavin McCusker,148580,QB,MERRIMACK,1,2.37,2.36,4.8,,21,385,53.8,13,13,6.8,2.02,0,0,0.0,53.8,7,0,0.0,13,61.9,0,5,,,,66.0,51.9,71.0,51.9,,,,,0,1,13,,40.2,0.0,0,0,0,0,0,1,7.7,79,6.1,75.0,4,6,22.0,3.34,0,0,0.0,50.0,3,3,0.0,7,33.3,0,2,,,,64.6,71.2,69.1,70.8,,,,,1,0,7,33.3,95.8,14.3,1,0,0,1,0,0,0.0,89,14.8
Austin Smith,145763,QB,E MICHIGAN,1,3.78,3.45,3.32,4.96,21,160,33.3,3,3,13.3,2.1,0,0,0.0,33.3,1,1,0.0,3,14.3,0,1,,,,62.7,64.0,66.6,63.8,,,,,0,0,3,0.0,47.9,0.0,0,0,0,0,0,0,0.0,13,4.3,62.5,8,8,12.8,4.06,0,0,0.0,62.5,5,14,0.0,18,85.7,0,2,,,,66.8,29.3,72.0,32.8,,,46.2,,0,1,18,35.7,35.4,27.8,5,5,0,0,0,1,5.6,40,5.0
Dean DeNobile,159740,QB,LAFAYETTE,1,2.42,1.96,3.2,4.08,21,203,69.2,13,14,8.7,1.81,0,1,7.1,64.3,9,1,0.0,14,66.7,0,5,,,,66.2,77.3,71.2,76.7,,,,,0,0,14,0.0,124.4,0.0,0,0,0,1,2,0,0.0,98,7.0,50.0,2,2,18.0,3.64,0,0,0.0,50.0,1,3,0.0,7,33.3,0,2,,,,64.6,65.2,69.1,62.0,,,63.0,,0,0,7,33.3,68.8,14.3,1,4,0,0,0,0,0.0,12,6.0
Heinrich Haarberg,144993,QB,NEBRASKA,1,3.11,3.01,3.53,,21,238,100.0,4,4,9.0,1.84,0,0,0.0,100.0,4,1,0.0,5,23.8,0,3,,,,63.3,88.2,68.1,87.5,,,,,0,0,5,100.0,118.8,20.0,1,0,0,0,0,0,0.0,56,14.0,38.5,13,13,14.1,3.51,0,0,0.0,30.8,4,8,20.0,16,76.2,1,2,,,,66.7,43.3,71.8,43.5,,,,,0,0,17,37.5,69.7,18.8,3,0,0,0,1,1,5.9,51,3.9
RJ Martinez,147690,QB,BAYLOR,1,2.82,2.41,,5.33,21,118,80.0,10,11,7.5,1.77,1,0,0.0,63.6,7,0,12.5,11,52.4,1,4,,,,65.6,52.4,70.4,52.4,,,,,0,0,11,,75.9,0.0,0,0,0,0,0,1,9.1,55,5.0,40.0,5,7,12.2,3.98,0,0,0.0,28.6,2,4,0.0,10,47.6,0,2,,,,65.4,46.9,70.1,45.4,,,58.5,,0,0,10,0.0,55.1,0.0,0,3,0,2,0,0,0.0,47,6.7
Brett Gabbert,97404,QB,MIAMI OH,1,2.18,2.03,,3.65,21,221,93.3,15,15,9.4,1.82,0,1,6.3,80.0,12,2,14.3,15,71.4,2,7,,,,66.5,87.8,71.6,86.8,,,,,0,0,16,0.0,123.1,0.0,0,0,0,0,1,0,0.0,123,8.2,75.0,4,4,25.0,3.08,0,2,40.0,75.0,3,0,0.0,6,28.6,0,3,,,,64.9,89.8,69.5,92.0,,,59.1,,0,0,8,,156.3,0.0,0,2,0,0,1,0,0.0,59,14.8
Andrew Peasley,83581,QB,WYOMING,1,3.35,2.97,4.57,4.4,20,351,71.4,7,7,0.9,1.77,0,0,0.0,42.9,3,0,40.0,7,35.0,2,0,,,,64.9,51.6,69.5,51.6,,,,,0,1,8,,10.7,0.0,0,0,0,0,0,0,0.0,11,1.6,50.0,6,8,20.3,4.2,0,0,0.0,25.0,2,9,33.3,13,65.0,1,2,,,,66.0,38.7,71.0,34.6,,,61.5,,0,0,13,33.3,39.6,23.1,3,2,0,2,0,0,0.0,20,2.5
Willie Miller,104799,WR,TENN TECH,1,3.06,2.51,3.6,4.45,20,309,37.5,8,8,5.9,1.79,0,0,0.0,37.5,3,2,0.0,8,40.0,0,1,,,,64.9,46.2,69.5,46.3,,,,,0,0,8,0.0,45.8,0.0,0,0,0,0,0,0,0.0,13,1.6,60.0,5,5,24.2,3.91,0,2,33.3,40.0,2,6,33.3,12,60.0,1,3,,,,66.0,85.5,71.0,91.2,,,56.9,,0,0,13,50.0,87.5,25.0,3,4,0,0,0,0,0.0,75,15.0
Graeson Underwood,123202,QB,CITADEL,1,2.25,2.19,3.2,,20,139,66.7,9,10,4.7,1.65,1,0,0.0,60.0,6,0,0.0,10,50.0,0,4,,,,65.4,56.0,70.1,55.9,,,,,0,1,10,,44.6,0.0,0,0,0,0,0,1,10.0,77,7.7,55.6,9,9,13.0,2.84,0,0,0.0,44.4,4,2,20.0,10,50.0,1,3,,,,23.0,52.3,70.1,52.3,,,,,0,0,10,50.0,104.4,10.0,1,0,0,0,1,0,0.0,61,6.8
Logan Smothers,129713,QB,JVILLE ST,1,2.46,2.25,,6.4,20,196,60.0,15,15,9.0,2.01,0,0,0.0,46.7,7,5,22.2,15,75.0,2,3,,,,66.4,52.3,71.4,52.3,,,,,0,0,15,0.0,79.6,0.0,0,0,0,0,1,1,6.7,59,3.9,66.7,3,4,13.7,3.82,0,0,0.0,50.0,2,2,0.0,5,25.0,0,3,,,,63.8,77.3,68.1,71.1,,,64.3,,0,0,5,0.0,79.2,0.0,0,1,0,1,0,0,0.0,34,8.5
Dylan Cadwallader,108978,QB,DARTMOUTH,1,2.24,2.15,,3.9,20,148,100.0,12,12,1.0,1.64,0,0,0.0,100.0,12,0,0.0,12,60.0,0,5,,,,65.8,73.2,70.7,72.7,,,,,0,0,12,,117.7,0.0,0,0,0,0,1,0,0.0,67,5.6,83.3,6,7,12.5,3.13,0,1,12.5,57.1,4,4,20.0,8,40.0,1,2,,,,65.1,73.0,69.8,77.0,,,57.3,,1,0,9,0.0,75.3,0.0,0,1,0,0,0,0,0.0,43,6.1
Christian Veilleux,145086,QB,PITTSBURGH,1,2.47,2.17,2.7,7.5,20,268,46.2,13,13,10.5,1.86,0,0,0.0,38.5,5,3,16.7,13,65.0,1,2,,,,66.0,37.0,71.0,37.3,,,,,0,2,13,0.0,7.1,0.0,0,0,0,0,0,2,15.4,30,2.3,50.0,4,5,30.5,3.59,0,0,0.0,40.0,2,4,0.0,7,35.0,0,2,,,,64.6,42.8,0.0,52.4,,,56.2,,1,0,7,25.0,81.3,14.3,1,1,0,0,0,0,0.0,55,11.0
Matthew Caldwell,150302,QB,GARD-WEBB,1,2.19,2.08,3.15,,19,171,41.7,12,12,6.6,1.63,0,0,0.0,33.3,4,0,20.0,12,63.2,1,0,,,,65.8,29.4,70.7,29.6,,,,,0,0,12,,42.4,0.0,0,0,0,0,0,1,8.3,4,0.3,75.0,4,5,8.5,3.16,0,0,0.0,60.0,3,3,0.0,7,36.8,0,2,,,,12.7,45.5,69.4,46.3,,,,,1,0,8,66.7,73.8,28.6,2,0,0,0,0,1,12.5,26,5.2
Brayten Silbor,159764,QB,LEHIGH,1,2.07,2.25,3.4,,19,205,80.0,10,10,3.0,1.72,0,0,0.0,70.0,7,3,12.5,10,52.6,1,3,,,,65.4,68.9,70.1,68.6,,,,,0,0,10,0.0,81.7,0.0,0,0,0,0,0,0,0.0,51,5.1,50.0,6,6,15.8,3.17,0,0,0.0,33.3,2,3,33.3,7,36.8,1,1,,,,64.9,49.1,69.5,49.1,,,,,0,0,8,33.3,47.2,14.3,1,0,0,0,0,0,0.0,25,4.2
Ike Udengwu III,175061,QB,E MICHIGAN,1,2.47,2.43,3.2,,19,160,55.6,9,10,5.0,1.91,1,0,0.0,50.0,5,1,0.0,10,52.6,0,1,,,,65.4,34.0,70.1,34.2,,,,,0,1,10,0.0,17.5,0.0,0,0,0,0,0,2,20.0,32,3.2,37.5,8,8,9.0,3.1,0,0,0.0,25.0,2,3,33.3,9,47.4,1,0,,,,65.4,28.2,70.1,28.4,,,,,0,1,10,33.3,0.0,11.1,1,0,0,0,0,1,10.0,10,1.3
Dylan Hopkins,83571,QB,NEW MEXICO,1,2.77,2.65,3.4,,19,241,57.1,7,7,13.1,2.06,0,1,12.5,28.6,2,0,50.0,7,36.8,2,2,,,,64.9,64.6,69.5,64.3,,,,,0,0,8,,79.2,0.0,0,0,0,0,1,1,12.5,21,3.0,77.8,9,9,17.9,3.18,0,2,20.0,77.8,7,6,0.0,12,63.2,0,5,,,,65.8,85.9,71.0,85.1,,,,,0,0,13,50.0,118.8,25.0,3,0,0,0,0,0,0.0,171,19.0
Tak Tateoka,172179,QB,STTHOM,1,3.01,2.69,4.6,4.8,19,1129,66.7,6,6,1.3,1.52,0,0,0.0,66.7,4,2,0.0,6,31.6,0,1,,,,64.2,59.6,68.6,59.4,,,,,0,0,6,0.0,70.1,0.0,0,0,0,0,0,0,0.0,18,3.0,60.0,10,10,18.6,3.7,0,3,27.3,60.0,6,4,0.0,13,68.4,0,6,,,,66.2,88.1,71.2,88.3,,,62.1,,0,1,14,25.0,101.7,7.7,1,2,0,0,2,0,0.0,119,11.9
Payton Thorne,101629,QB,AUBURN,1,3.11,2.61,3.83,4.7,19,115,33.3,3,3,4.7,1.57,0,0,0.0,33.3,1,0,0.0,3,15.8,0,0,,,,62.7,54.0,66.6,54.0,,,,,0,0,3,,42.4,0.0,0,0,0,0,0,0,0.0,8,2.7,55.6,9,9,5.7,3.39,0,0,0.0,55.6,5,7,0.0,16,84.2,0,4,,,,66.4,55.6,71.6,51.7,,,63.7,,0,0,16,85.7,65.0,37.5,6,1,0,0,0,0,0.0,36,4.0
Otto Kuhns,138014,QB,NORFOLK,1,2.91,2.56,3.33,4.65,19,244,62.5,8,8,12.1,1.93,0,1,11.1,50.0,4,1,20.0,9,47.4,1,0,,,,65.4,61.7,70.1,61.5,,,,,0,0,10,100.0,58.3,11.1,1,0,0,0,0,0,0.0,28,3.5,50.0,6,6,17.8,3.78,0,0,0.0,16.7,1,5,66.7,10,52.6,2,2,,,,18.5,27.4,70.4,26.1,,,62.0,,0,1,11,40.0,39.6,20.0,2,2,0,0,1,3,27.3,10,1.7
Hunter Hays,141593,QB,IDAHO ST,1,2.47,2.15,,5.2,19,186,83.3,12,13,7.2,2.01,1,0,0.0,61.5,8,2,20.0,13,68.4,2,4,,,,66.4,78.5,71.4,77.8,,,,,0,0,15,0.0,97.9,0.0,0,0,0,0,1,0,0.0,59,4.5,66.7,3,4,14.7,3.47,0,0,0.0,50.0,2,4,0.0,6,31.6,0,3,,,,64.6,79.4,69.1,61.8,,,75.6,,1,0,7,0.0,61.5,0.0,0,2,0,0,0,0,0.0,17,4.3
Matt O'Connor,108972,QB,STETSON,1,2.49,2.49,,5.0,18,302,77.8,9,10,10.6,2.03,0,0,0.0,70.0,7,1,0.0,10,55.6,0,2,,,,65.4,78.4,70.1,77.8,,,,,1,0,10,0.0,82.1,0.0,0,0,0,0,0,0,0.0,52,5.2,50.0,6,6,19.8,3.51,0,1,16.7,50.0,3,2,0.0,7,38.9,0,2,,,,64.6,53.0,69.1,56.2,,,57.3,,0,0,7,0.0,81.3,0.0,0,1,0,0,0,1,14.3,54,9.0
Brady Meitz,149729,QB,STETSON,1,3.12,2.92,,6.5,18,302,75.0,4,4,1.3,2.03,0,0,0.0,75.0,3,1,0.0,4,22.2,0,1,,,,63.3,59.1,67.4,59.0,,,,,0,1,4,0.0,38.5,0.0,0,0,0,0,0,0,0.0,13,3.3,41.7,12,13,12.5,3.44,0,0,0.0,38.5,5,4,0.0,14,77.8,0,4,,,,66.4,50.6,71.4,52.0,,,57.8,,0,2,15,0.0,35.6,0.0,0,1,0,1,1,1,6.7,48,3.7
Kurtis Rourke,97998,QB,OHIO,1,2.43,2.2,2.9,5.6,18,259,90.9,11,11,5.5,1.88,0,1,9.1,81.8,9,1,10.0,11,61.1,1,4,,,,65.6,54.8,70.4,54.7,,,,,0,0,11,0.0,138.8,0.0,0,0,0,0,2,1,9.1,86,7.8,100.0,5,5,16.0,3.29,0,1,16.7,100.0,5,3,0.0,7,38.9,0,4,,,,64.6,86.5,69.5,90.4,,,57.0,,0,0,8,33.3,158.3,14.3,1,1,0,0,1,0,0.0,110,22.0
Phil Jurkovec,83533,QB,PITTSBURGH,1,2.45,2.52,3.8,,17,268,88.9,9,9,-0.6,2.02,0,0,0.0,77.8,7,1,12.5,9,52.9,1,4,,,,65.1,68.1,69.8,67.8,,,,,0,0,9,0.0,81.9,0.0,0,0,0,0,0,0,0.0,33,3.7,80.0,5,6,16.8,3.34,0,0,0.0,66.7,4,4,0.0,7,41.2,0,3,,,,64.6,82.6,69.1,82.0,,,,,0,0,7,25.0,109.7,14.3,1,0,0,1,0,0,0.0,76,12.7
Cole Gonzales,159939,QB,W CAROLINA,1,2.75,2.66,,4.2,17,344,85.7,7,7,13.7,1.83,0,0,0.0,85.7,6,0,0.0,7,41.2,0,6,,,,64.9,86.2,69.5,85.4,,,,,0,0,8,,158.3,0.0,0,0,0,0,3,0,0.0,116,16.6,100.0,8,9,15.0,3.4,0,2,20.0,88.9,8,6,0.0,10,58.8,0,6,,,,65.6,95.2,70.4,95.9,,,57.3,,1,0,11,0.0,158.3,0.0,0,1,0,0,2,0,0.0,183,20.3
Cade McNamara,101620,QB,IOWA,1,2.79,2.66,2.5,5.1,17,192,100.0,2,3,2.0,1.8,0,0,0.0,66.7,2,1,0.0,3,17.6,0,1,,,,62.7,70.3,66.6,69.9,,,,,1,0,3,0.0,102.1,0.0,0,0,0,0,0,0,0.0,32,10.7,44.4,9,11,4.0,3.0,0,0,0.0,27.3,3,7,25.0,14,82.4,1,1,,,,66.0,44.3,71.2,38.6,,,64.3,,1,0,14,28.6,39.6,14.3,2,1,0,1,0,1,7.1,10,0.9
Bo Kelly,158923,QB,CAL POLY,1,2.32,2.11,5.8,,17,129,90.9,11,11,4.6,1.72,0,0,0.0,63.6,7,0,30.0,11,64.7,3,2,,,,65.8,55.3,70.7,55.2,,,,,0,0,12,,72.2,0.0,0,0,0,0,0,0,0.0,45,4.1,75.0,4,5,17.5,3.43,0,1,16.7,40.0,2,4,33.3,6,35.3,1,2,,,,64.6,60.4,69.1,60.2,,,,,0,0,7,25.0,90.0,16.7,1,0,0,1,1,0,0.0,18,3.6
Michael Alaimo,129802,QB,KENT STATE,1,2.94,2.62,6.5,4.1,17,201,72.7,11,12,12.3,2.09,1,1,8.3,66.7,8,3,0.0,12,70.6,0,4,,,,65.8,92.4,70.7,92.0,,,,,0,0,12,0.0,93.1,0.0,0,0,0,0,0,0,0.0,102,8.5,0.0,1,3,14.0,4.96,0,0,0.0,0.0,0,4,,5,29.4,0,0,,,,63.8,39.2,68.1,42.4,,,57.3,,0,0,5,25.0,39.6,20.0,1,1,0,2,0,0,0.0,0,0.0
Peter Parrish,99138,QB,TXAMCO,1,2.75,2.51,2.4,4.5,16,1139,71.4,7,7,1.6,1.95,0,0,0.0,57.1,4,2,20.0,8,50.0,1,1,,,,64.9,49.8,69.8,49.7,,,,,0,0,9,50.0,62.2,12.5,1,0,0,0,0,0,0.0,9,1.3,80.0,5,6,20.0,3.55,0,0,0.0,66.7,4,2,0.0,8,50.0,0,3,,,,65.1,68.1,69.8,76.3,,,52.3,,1,0,9,0.0,109.7,0.0,0,2,0,0,0,0,0.0,81,13.5
Eli Gainey,121415,QB,W GEORGIA,1,2.38,2.29,3.6,,16,1177,36.4,11,11,12.5,1.98,0,0,0.0,36.4,4,1,0.0,11,68.8,0,3,,,,65.8,39.0,70.7,39.4,,,,,0,1,12,0.0,7.0,0.0,0,0,0,0,0,1,8.3,30,2.7,25.0,4,4,14.8,3.24,0,0,0.0,25.0,1,2,0.0,5,31.3,0,1,,,,63.8,50.0,68.1,50.1,,,,,0,0,5,50.0,41.7,20.0,1,0,0,0,0,0,0.0,14,3.5
Conner Weigman,158683,QB,TEXAS A&M,1,2.21,2.19,4.6,,16,312,50.0,8,8,4.9,1.85,0,0,0.0,50.0,4,4,0.0,8,50.0,0,1,,,,65.1,62.5,69.8,62.2,,,,,0,0,9,0.0,56.3,0.0,0,0,0,0,0,0,0.0,23,2.9,80.0,5,6,7.4,2.93,1,0,0.0,66.7,4,1,0.0,7,43.8,0,1,,,,64.6,52.7,69.1,52.6,,,,,0,0,7,100.0,90.3,14.3,1,0,0,0,0,0,0.0,47,7.8
Sam Huard,146463,QB,CAL POLY,1,3.13,3.03,4.53,,16,129,33.3,6,6,14.2,2.23,0,0,0.0,33.3,2,0,0.0,6,37.5,0,1,,,,64.2,30.6,68.6,31.2,,,,,0,1,6,,67.4,0.0,0,0,0,0,1,1,16.7,54,9.0,60.0,5,6,14.2,4.07,0,1,16.7,50.0,3,6,0.0,9,56.3,0,2,,,,16.7,29.8,69.8,29.9,,,,,0,0,9,50.0,77.8,33.3,3,0,0,1,0,2,22.2,49,8.2
Zach Calzada,98006,QB,INCAR WORD,1,2.69,2.69,,,16,189,75.0,12,12,8.5,1.77,0,0,0.0,75.0,9,3,0.0,12,75.0,0,6,,,,66.0,60.7,71.0,60.5,,,,,0,0,13,0.0,146.9,0.0,0,0,0,0,2,0,0.0,123,10.3,66.7,3,4,22.3,5.48,0,2,50.0,50.0,2,3,0.0,4,25.0,0,2,,,,63.3,91.6,67.4,91.3,,,,,0,0,4,0.0,95.8,0.0,0,0,0,1,0,0,0.0,70,17.5
Anthony Chiccitt,141376,QB,ROB MORRIS,1,2.11,2.17,,3.3,16,277,87.5,8,9,9.3,1.77,0,1,10.0,77.8,7,1,0.0,9,56.3,0,4,,,,65.4,71.9,70.1,71.5,,,,,0,0,10,0.0,158.3,0.0,0,0,0,1,2,0,0.0,116,12.9,60.0,5,5,21.2,2.97,0,1,16.7,60.0,3,1,0.0,6,37.5,0,3,,,,64.6,70.5,69.1,75.7,,,56.2,,0,0,7,0.0,143.8,0.0,0,1,0,0,2,0,0.0,147,29.4
Dequan Finn,97804,QB,TOLEDO,1,3.48,3.0,,6.85,16,316,80.0,5,5,5.0,1.88,0,0,0.0,80.0,4,0,0.0,5,31.3,0,3,,,,63.8,51.0,68.1,51.0,,,,,0,1,5,,53.8,0.0,0,0,0,0,0,1,20.0,32,6.4,62.5,8,9,18.1,4.21,0,1,11.1,44.4,4,4,20.0,11,68.8,1,4,,,,65.6,65.6,70.4,71.9,,,52.5,,0,1,11,0.0,80.8,0.0,0,2,0,1,2,2,18.2,90,10.0
Mike DiLiello,121801,QB,AUSTINPEAY,1,2.63,2.11,4.7,,15,116,87.5,8,8,3.8,1.73,0,1,10.0,87.5,7,0,0.0,8,53.3,0,1,,,,65.4,64.7,70.1,64.4,,,,,0,1,10,,106.8,0.0,0,0,0,0,1,1,10.0,77,9.6,25.0,4,4,25.5,3.66,0,0,0.0,25.0,1,3,0.0,7,46.7,0,0,,,,64.9,32.7,69.5,33.0,,,,,0,1,8,100.0,0.0,42.9,3,0,0,0,0,1,12.5,4,1.0
Connor Watkins,108971,QB,VILLANOVA,1,2.88,2.89,2.8,,15,334,66.7,6,6,1.3,2.0,0,0,0.0,50.0,3,0,25.0,6,40.0,1,1,,,,64.2,54.7,68.6,54.6,,,,,0,0,6,,63.2,0.0,0,0,0,0,0,0,0.0,28,4.7,71.4,7,8,19.6,3.47,0,0,0.0,62.5,5,5,0.0,9,60.0,0,4,,,,65.1,89.1,69.8,88.2,,,,,1,1,9,20.0,66.7,11.1,1,0,0,0,0,0,0.0,138,17.3
