player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Kekoa Visperas,147588,QB,E WASHGTON,1,2.61,2.61,4.3,6.2,27,161,100.0,13,13,2.3,1.82,0,0,0.0,92.3,12,0,7.7,13,48.1,1,6,,,,66.0,63.3,71.0,63.0,,,,0,0,13,,92.9,0.0,0,0,0,0,0,0,0.0,82,6.3,44.4,9,10,17.8,3.91,0,0,0.0,30.0,3,5,25.0,12,44.4,1,2,,,,65.8,54.5,70.7,56.8,,,57.3,0,1,12,20.0,1.7,8.3,1,1,0,1,0,0,0.0,34,3.4
Michael Hawkins Jr.,184595,QB,OKLAHOMA,1,3.43,2.71,2.85,5.44,27,261,81.8,11,11,4.6,1.91,0,0,0.0,81.8,9,4,0.0,11,40.7,0,4,,,,66.0,61.5,71.0,61.2,,,,0,0,13,0.0,134.5,0.0,0,0,0,0,1,1,7.7,99,9.0,50.0,4,7,11.8,4.47,0,0,0.0,28.6,2,12,0.0,16,59.3,0,3,,,,66.8,42.9,72.0,53.4,,,47.3,0,0,18,16.7,46.7,12.5,2,7,0,3,0,0,0.0,33,4.7
Riley Leonard,143862,QB,NOTRE DAME,1,2.24,2.14,3.3,3.7,27,258,70.6,17,17,7.4,1.81,0,0,0.0,64.7,11,2,8.3,17,63.0,1,6,,,,66.7,52.9,71.8,52.9,,,,0,0,17,0.0,73.2,0.0,0,0,0,0,0,0,0.0,70,4.1,62.5,8,8,11.9,2.96,0,1,9.1,62.5,5,3,0.0,10,37.0,0,4,,,,66.2,69.0,71.2,68.5,,,61.3,0,0,14,33.3,137.5,10.0,1,1,0,0,1,0,0.0,84,10.5
Brock Vandagriff,146713,QB,KENTUCKY,1,2.84,2.82,2.7,3.4,26,202,80.0,10,10,5.6,1.76,0,0,0.0,80.0,8,2,0.0,10,38.5,0,3,,,,65.4,72.5,70.1,72.0,,,,0,0,10,0.0,93.3,0.0,0,0,0,0,0,0,0.0,64,6.4,81.8,11,14,17.2,3.51,0,2,11.8,64.3,9,10,0.0,16,61.5,0,6,,,,67.0,87.7,72.4,87.7,,,62.1,0,0,20,10.0,107.1,6.3,1,1,0,3,0,0,0.0,173,12.4
Justin Fomby,103928,QB,NC A&T,1,2.75,2.75,,,26,246,61.5,13,14,6.7,1.89,0,0,0.0,50.0,7,2,12.5,14,53.8,1,3,,,,66.5,47.3,71.6,47.3,,,,1,0,16,0.0,64.6,0.0,0,0,0,0,0,0,0.0,70,5.0,50.0,12,12,20.1,3.75,0,1,7.7,41.7,5,4,16.7,12,46.2,1,3,,,,66.0,48.0,71.0,48.1,,,,0,2,13,0.0,26.0,0.0,0,0,0,0,0,3,23.1,83,6.9
Cade Klubnik,156253,QB,CLEMSON,1,2.4,2.28,,3.95,26,140,85.7,14,14,4.8,1.71,0,1,7.1,78.6,11,2,8.3,14,53.8,1,6,,,,66.2,90.9,71.2,90.6,,,,0,0,14,0.0,142.0,0.0,0,0,0,0,2,0,0.0,120,8.6,66.7,9,10,15.8,3.22,0,2,18.2,50.0,5,4,16.7,12,46.2,1,4,,,,66.0,86.2,71.0,80.0,,,70.8,0,0,13,0.0,114.2,0.0,0,2,0,1,1,0,0.0,89,8.9
Brendon Lewis,131687,QB,NEVADA,1,2.9,2.38,6.4,5.15,26,239,90.9,11,11,3.0,1.59,0,0,0.0,90.9,10,2,0.0,11,42.3,0,4,,,,65.6,83.1,70.4,82.5,,,,0,0,11,0.0,131.8,0.0,0,0,0,0,1,0,0.0,92,8.4,54.5,11,11,23.1,3.87,0,1,7.1,54.5,6,5,0.0,15,57.7,0,6,,,,66.8,82.2,72.0,76.7,,,71.0,0,1,18,40.0,78.2,13.3,2,2,0,0,1,0,0.0,101,9.2
Gevani McCoy,147609,QB,OREGON ST,1,3.42,2.87,3.55,5.02,26,265,57.1,7,7,8.0,2.07,0,0,0.0,57.1,4,2,0.0,7,26.9,0,0,,,,64.6,57.6,69.1,57.4,,,,0,0,7,0.0,62.2,0.0,0,0,0,0,0,0,0.0,20,2.9,54.5,11,11,11.3,3.92,0,0,0.0,54.5,6,7,0.0,19,73.1,0,6,,,,67.2,60.4,72.5,65.4,,,54.8,0,0,21,28.6,79.4,10.5,2,6,0,0,0,0,0.0,84,7.6
Cornelious Brown IV,98356,QB,ALAB A&M,1,2.31,2.2,3.13,,26,104,78.6,14,14,8.0,1.71,0,0,0.0,57.1,8,2,27.3,14,53.8,3,4,,,,66.2,59.4,71.2,59.2,,,,0,1,14,0.0,73.5,0.0,0,0,0,0,1,1,7.1,100,7.1,55.6,9,9,11.4,3.0,0,0,0.0,55.6,5,4,0.0,12,46.2,0,3,,,,66.0,49.8,71.0,49.9,,,,0,0,13,75.0,85.0,25.0,3,0,0,0,0,1,7.7,79,8.8
Enzo Arjona,159147,QB,MARIST,1,2.6,2.55,4.5,5.0,26,213,80.0,15,16,3.1,1.82,1,0,0.0,75.0,12,0,0.0,16,61.5,0,5,,,,66.7,56.7,71.8,56.5,,,,0,1,17,,64.1,0.0,0,0,0,0,0,1,5.9,98,6.1,60.0,5,5,18.8,4.8,0,1,14.3,60.0,3,3,0.0,8,30.8,0,1,,,,65.4,66.3,70.1,61.2,,,64.3,0,0,10,66.7,113.3,25.0,2,1,0,0,1,0,0.0,26,5.2
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,2.52,2.25,3.6,4.35,26,144,80.0,15,15,1.5,1.65,0,0,0.0,73.3,11,0,8.3,15,57.7,1,4,,,,66.5,73.9,71.6,73.4,,,,0,0,16,,87.1,0.0,0,0,0,0,0,0,0.0,86,5.7,50.0,6,7,18.8,3.71,0,0,0.0,42.9,3,5,0.0,11,42.3,0,3,,,,65.6,48.1,70.4,44.9,,,61.8,0,1,11,40.0,65.2,18.2,2,2,0,1,1,1,9.1,46,6.6
T.J. Smith,156533,QB,N ALABAMA,1,3.0,2.63,6.1,5.7,26,389,72.7,11,11,4.2,1.86,0,0,0.0,72.7,8,1,0.0,11,42.3,0,3,,,,65.6,55.9,70.4,55.8,,,,0,0,11,0.0,80.9,0.0,0,0,0,0,0,0,0.0,48,4.4,77.8,9,12,10.2,3.83,1,1,7.1,41.7,5,8,28.6,15,57.7,2,2,,,,66.7,75.8,71.8,76.2,,,60.6,0,0,17,12.5,53.5,6.7,1,2,0,2,0,0,0.0,48,4.0
Payton Thorne,101629,QB,AUBURN,1,2.52,2.25,4.0,5.6,25,115,72.2,18,18,10.1,2.03,0,0,0.0,61.1,11,2,15.4,18,72.0,2,6,,,,66.8,81.5,72.0,80.7,,,,0,0,18,0.0,134.3,0.0,0,0,0,0,2,0,0.0,191,10.6,75.0,4,4,6.8,3.8,0,0,0.0,50.0,2,3,33.3,7,28.0,1,2,,,,64.6,66.7,69.1,71.3,,,57.3,0,1,7,66.7,27.1,28.6,2,1,0,0,0,0,0.0,22,5.5
Matthew Downing,82120,QB,ELON,1,2.82,2.37,4.33,5.1,25,162,91.7,12,13,1.9,1.82,1,0,0.0,76.9,10,0,9.1,13,52.0,1,4,,,,66.2,68.5,71.2,68.1,,,,0,0,14,,122.0,0.0,0,0,0,0,1,0,0.0,94,7.2,42.9,7,7,15.3,3.9,0,2,25.0,28.6,2,7,33.3,12,48.0,1,1,,,,66.2,72.2,71.2,83.1,,,50.2,0,0,14,42.9,47.9,25.0,3,2,0,0,0,0,0.0,35,5.0
Hunter Watson,183993,QB,SM HOUSTON,1,2.7,2.43,3.5,4.33,25,281,63.6,11,11,4.5,1.65,0,0,0.0,63.6,7,0,0.0,11,44.0,0,3,,,,65.6,49.7,70.4,49.7,,,,0,1,11,,36.6,0.0,0,0,0,0,0,1,9.1,51,4.6,28.6,7,10,12.4,3.53,1,0,0.0,20.0,2,7,0.0,14,56.0,0,3,,,,20.6,27.1,71.2,28.0,,,48.4,0,1,14,14.3,0.0,7.1,1,3,0,2,0,3,21.4,13,1.3
Walker Harris,150449,QB,NC CENT,1,2.34,2.31,3.0,,25,247,90.9,11,11,7.8,1.7,0,0,0.0,90.9,10,1,0.0,11,44.0,0,6,,,,65.6,56.8,70.4,56.6,,,,0,0,11,0.0,149.1,0.0,0,0,0,0,1,0,0.0,169,15.4,72.7,11,13,13.2,2.84,0,1,7.7,53.8,7,2,12.5,14,56.0,1,6,,,,66.2,58.0,71.2,57.8,,,,1,0,14,50.0,124.0,7.1,1,0,0,1,2,0,0.0,117,9.0
Collin Hurst,177732,QB,PRESBYTERN,1,2.41,2.37,,3.4,25,271,71.4,14,15,6.4,1.85,0,1,6.3,66.7,10,4,0.0,15,60.0,0,4,,,,66.5,55.1,71.6,54.9,,,,0,0,16,0.0,128.2,0.0,0,0,0,1,1,1,6.3,174,11.6,71.4,7,9,10.9,3.26,0,1,11.1,55.6,5,7,0.0,10,40.0,0,3,,,,65.4,71.1,70.1,74.7,,,57.3,1,0,10,0.0,110.9,0.0,0,1,0,1,1,0,0.0,55,6.1
Evan Svoboda,157664,QB,WYOMING,1,3.24,3.14,2.8,6.0,25,351,60.0,5,5,7.8,1.92,0,0,0.0,60.0,3,2,0.0,5,20.0,0,3,,,,63.8,55.7,68.1,55.6,,,,0,0,5,0.0,143.8,0.0,0,0,0,0,1,1,20.0,86,17.2,60.0,15,18,13.5,3.58,0,1,5.6,44.4,8,8,11.1,20,80.0,1,5,,,,67.1,63.5,72.4,64.9,,,57.8,0,0,20,12.5,55.1,5.0,1,1,0,3,0,0,0.0,69,3.8
Damon Stewart,156626,QB,SE LA,1,2.62,2.42,3.44,,25,294,69.2,13,14,6.2,1.91,1,1,6.3,64.3,9,4,0.0,16,64.0,0,3,,,,66.8,52.2,72.0,52.1,,,,0,0,18,50.0,79.8,12.5,2,0,0,0,0,1,5.6,81,5.8,33.3,6,6,16.7,3.89,0,0,0.0,0.0,0,7,100.0,9,36.0,2,0,,,,65.1,24.3,69.8,24.6,,,,0,2,9,42.9,0.0,33.3,3,0,0,0,0,3,33.3,0,0.0
Drew Allar,164157,QB,PENN STATE,1,3.11,2.81,5.4,4.4,25,266,88.9,9,9,7.7,1.93,0,0,0.0,88.9,8,1,0.0,9,36.0,0,5,,,,65.1,87.8,69.8,87.1,,,,0,0,9,0.0,155.3,0.0,0,0,0,0,2,0,0.0,106,11.8,81.8,11,12,16.0,3.77,0,2,16.7,75.0,9,7,0.0,16,64.0,0,10,,,,66.5,86.3,71.6,85.6,,,64.7,0,0,16,14.3,144.4,6.3,1,3,0,1,1,1,6.3,203,16.9
Reggie Graff,165710,QB,UTAHTC,1,2.68,2.43,3.0,4.13,25,1285,54.5,11,12,4.7,1.95,1,0,0.0,25.0,3,4,50.0,13,52.0,3,1,,,,66.2,30.0,71.2,30.1,,,,0,2,14,25.0,0.0,7.7,1,0,0,0,0,1,7.1,16,1.3,57.1,7,8,13.7,3.46,0,0,0.0,37.5,3,3,25.0,12,48.0,1,4,,,,19.2,53.0,70.7,53.1,,,58.5,0,0,12,33.3,112.5,8.3,1,3,0,1,1,1,8.3,76,9.5
Cole Snyder,97617,QB,E MICHIGAN,1,2.51,2.09,3.0,4.5,25,160,54.5,11,13,5.9,1.7,2,0,0.0,46.2,6,2,0.0,13,52.0,0,3,,,,66.0,55.8,71.0,55.7,,,,0,0,13,0.0,55.9,0.0,0,0,0,0,0,0,0.0,48,3.7,42.9,7,7,16.4,3.38,0,0,0.0,42.9,3,3,0.0,12,48.0,0,4,,,,65.8,63.6,70.7,70.2,,,54.5,0,0,12,33.3,69.3,8.3,1,4,0,0,0,0,0.0,53,7.6
Sawyer Robertson,146839,QB,BAYLOR,1,2.12,1.99,3.1,4.05,25,118,63.2,19,19,11.4,1.88,0,1,5.0,57.9,11,3,8.3,19,76.0,1,6,,,,67.1,66.2,72.4,65.8,,,,0,0,20,0.0,117.9,0.0,0,0,0,0,2,1,5.0,148,7.8,0.0,2,2,15.0,3.42,0,0,0.0,0.0,0,3,,5,20.0,0,1,,,,63.8,39.0,68.1,31.1,,,61.6,0,0,5,33.3,39.6,20.0,1,2,0,0,0,1,20.0,0,0.0
Trexler Ivey,122184,QB,CHARLOTTE,1,2.28,2.19,,4.3,24,136,61.1,18,18,5.2,1.97,0,0,0.0,61.1,11,1,0.0,18,75.0,0,4,,,,67.1,53.1,72.4,53.0,,,,0,0,20,0.0,92.1,0.0,0,0,0,0,1,1,5.0,89,4.9,60.0,5,5,9.0,3.22,0,0,0.0,60.0,3,2,0.0,6,25.0,0,2,,,,64.2,54.9,68.6,58.6,,,57.3,0,0,6,0.0,77.1,0.0,0,1,0,0,0,0,0.0,30,6.0
Carson Conklin,170765,QB,SACRAMENTO,1,2.79,2.67,4.0,4.1,24,279,66.7,9,9,4.0,1.98,0,0,0.0,66.7,6,1,0.0,9,37.5,0,2,,,,65.1,47.9,69.8,47.9,,,,0,0,9,0.0,71.1,0.0,0,0,0,0,0,0,0.0,29,3.2,58.3,12,13,19.3,3.27,0,1,7.7,53.8,7,4,0.0,15,62.5,0,8,,,,66.4,81.1,71.4,78.0,,,64.2,0,0,15,25.0,126.6,6.7,1,1,0,1,2,0,0.0,125,9.6
Jordon Davis,182683,QB,TEXAS STHN,1,3.28,2.61,3.7,4.54,24,313,83.3,6,6,0.5,1.75,0,0,0.0,83.3,5,0,0.0,6,25.0,0,1,,,,64.6,53.4,69.1,53.3,,,,0,0,7,,84.0,0.0,0,0,0,0,0,0,0.0,25,4.2,50.0,4,6,21.0,4.01,0,0,0.0,33.3,2,11,0.0,17,70.8,0,5,,,,67.0,70.0,72.2,51.4,,,73.3,0,0,19,27.3,52.1,17.6,3,8,0,2,0,1,5.3,32,5.3
Cam Miller,125299,QB,N DAK ST,1,2.71,2.37,4.23,3.1,24,250,83.3,12,12,5.9,1.9,0,0,0.0,83.3,10,0,0.0,12,50.0,0,6,,,,66.0,73.9,71.0,73.3,,,,0,0,13,,139.2,0.0,0,0,0,0,1,0,0.0,129,10.8,100.0,7,7,8.0,3.52,0,0,0.0,100.0,7,5,0.0,12,50.0,0,4,,,,66.2,74.2,71.2,70.4,,,64.1,0,0,14,80.0,118.8,33.3,4,1,0,0,0,0,0.0,90,12.9
Chase Goodwin,171117,QB,COLUMBIA,1,3.08,2.82,3.1,4.83,24,145,77.8,9,9,6.8,1.73,0,0,0.0,77.8,7,1,0.0,9,37.5,0,4,,,,65.1,86.7,69.8,86.0,,,,0,1,9,0.0,92.4,0.0,0,0,0,0,1,0,0.0,61,6.8,81.8,11,11,13.5,3.89,0,1,9.1,81.8,9,8,0.0,15,62.5,0,8,,,,66.2,92.6,71.4,90.1,,,78.5,0,0,15,12.5,142.0,6.7,1,3,0,0,1,0,0.0,119,10.8
Jackson Berry,147830,QB,SO UTAH,1,2.8,2.55,3.2,4.4,24,298,90.0,10,11,3.1,1.84,1,0,0.0,63.6,7,1,22.2,11,45.8,2,4,,,,65.6,62.4,70.4,62.2,,,,0,0,11,0.0,88.4,0.0,0,0,0,0,0,0,0.0,88,8.0,75.0,8,9,12.9,3.62,0,1,11.1,66.7,6,5,0.0,13,54.2,0,3,,,,66.0,57.0,71.0,67.3,,,47.7,0,0,13,20.0,135.9,7.7,1,3,0,1,1,1,7.7,89,9.9
Tommy Rittenhouse,148028,QB,ILL STATE,1,2.43,2.15,,5.5,24,188,93.3,15,15,5.5,1.74,0,0,0.0,80.0,12,0,14.3,15,62.5,2,8,,,,66.4,87.1,71.4,86.3,,,,0,0,15,,128.3,0.0,0,0,0,0,1,0,0.0,142,9.5,83.3,6,7,11.2,3.59,0,0,0.0,71.4,5,3,0.0,9,37.5,0,4,,,,65.4,72.6,70.1,80.3,,,53.5,0,0,10,0.0,152.4,0.0,0,2,0,1,2,0,0.0,86,12.3
Aidan Bouman,122508,QB,S DAKOTA,1,2.39,2.4,2.0,,24,291,92.3,13,13,4.4,1.87,0,0,0.0,84.6,11,5,8.3,14,58.3,1,5,,,,66.2,79.2,71.2,78.6,,,,0,0,14,20.0,96.8,7.1,1,0,0,0,0,0,0.0,94,7.2,77.8,9,10,16.8,3.11,0,0,0.0,70.0,7,6,0.0,10,41.7,0,6,,,,65.8,68.0,70.7,67.6,,,,1,0,12,0.0,145.8,0.0,0,0,0,0,1,0,0.0,125,12.5
Nate Glantz,157587,QB,LNDNWD,1,2.82,2.32,4.5,4.63,23,949,78.6,14,14,8.4,1.9,0,1,7.1,78.6,11,4,0.0,14,60.9,0,7,,,,66.2,72.2,71.2,71.7,,,,0,0,14,0.0,158.3,0.0,0,0,0,0,2,0,0.0,196,14.0,66.7,3,4,11.3,4.24,0,0,0.0,50.0,2,4,0.0,9,39.1,0,4,,,,65.1,65.7,69.8,64.8,,,61.8,0,0,9,25.0,77.1,11.1,1,4,0,1,0,0,0.0,32,8.0
John White,184784,QB,SO MISS,1,2.76,2.14,3.25,6.13,23,296,61.5,13,13,7.8,1.79,0,1,5.9,53.8,7,5,12.5,13,56.5,1,2,,,,66.7,64.1,71.8,63.8,,,,0,1,17,0.0,33.8,0.0,0,0,0,0,0,0,0.0,59,4.5,50.0,4,5,15.8,4.02,0,0,0.0,40.0,2,4,0.0,10,43.5,0,3,,,,65.4,46.8,70.1,47.9,,,56.3,1,1,10,50.0,44.2,20.0,2,3,0,0,0,1,10.0,58,11.6
Dante Chachere,103930,QB,PORTLAND,1,2.87,2.54,4.1,6.05,23,269,84.6,13,13,4.7,1.97,0,0,0.0,76.9,10,2,9.1,13,56.5,1,3,,,,66.0,58.8,71.0,58.5,,,,0,0,13,0.0,92.1,0.0,0,0,0,0,0,0,0.0,81,6.2,40.0,5,5,22.4,4.5,0,1,16.7,40.0,2,7,0.0,9,39.1,0,2,,,,65.4,39.5,70.1,46.2,,,50.1,0,0,10,28.6,72.9,22.2,2,2,0,0,0,1,10.0,45,9.0
Kurtis Rourke,97998,QB,INDIANA,1,2.53,2.14,,5.17,23,190,93.3,15,15,8.7,1.87,0,1,6.7,93.3,14,0,0.0,15,65.2,0,8,,,,66.4,91.1,71.4,90.8,,,,0,0,15,,118.8,0.0,0,0,0,0,0,0,0.0,200,13.3,50.0,4,5,21.8,3.76,1,1,16.7,40.0,2,3,0.0,8,34.8,0,4,,,,65.1,70.6,69.8,65.2,,,66.6,0,0,9,0.0,123.3,0.0,0,3,0,0,1,0,0.0,58,11.6
Graham Mertz,97994,QB,FLORIDA,1,2.7,2.33,,6.5,23,163,84.6,13,13,4.6,1.78,0,1,7.1,84.6,11,1,0.0,13,56.5,0,6,,,,66.2,67.3,71.2,66.9,,,,0,0,14,0.0,143.8,0.0,0,0,0,0,3,1,7.1,117,9.0,100.0,8,8,5.9,3.89,0,1,11.1,100.0,8,2,0.0,10,43.5,0,6,,,,65.6,85.5,70.4,80.3,,,68.5,0,0,11,0.0,110.4,0.0,0,2,0,0,0,0,0.0,84,10.5
Tyler Shough,83537,QB,LOUISVILLE,1,3.4,3.08,1.7,5.93,23,210,85.7,7,7,5.7,1.95,0,0,0.0,85.7,6,2,0.0,8,34.8,0,3,,,,65.4,59.3,70.1,59.1,,,,0,0,10,50.0,117.3,12.5,1,0,0,0,0,0,0.0,85,12.1,77.8,9,12,24.7,4.17,0,2,12.5,58.3,7,8,0.0,15,65.2,0,4,,,,67.1,82.3,72.4,87.9,,,56.3,0,0,20,0.0,142.4,0.0,0,3,0,3,2,0,0.0,184,15.3
Kobe Tracy,141317,QB,IDAHO ST,1,2.07,2.16,,,23,186,85.7,14,14,4.9,1.78,0,0,0.0,64.3,9,4,25.0,14,60.9,3,4,,,,66.4,72.7,71.4,72.2,,,,0,0,15,0.0,102.7,0.0,0,0,0,0,1,0,0.0,78,5.6,62.5,8,8,14.1,2.83,0,0,0.0,62.5,5,2,0.0,8,34.8,0,3,,,,65.8,59.6,70.7,59.5,,,,0,0,12,0.0,82.8,0.0,0,0,0,0,0,1,8.3,55,6.9
Kevin Jennings,158272,QB,SMU,1,2.82,2.65,5.9,4.3,23,287,87.5,8,9,0.5,1.69,1,0,0.0,77.8,7,0,0.0,9,39.1,0,1,,,,65.1,64.2,69.8,64.0,,,,0,0,9,,82.4,0.0,0,0,0,0,0,0,0.0,34,3.8,80.0,10,10,10.2,3.82,0,1,8.3,70.0,7,5,12.5,13,56.5,1,4,,,,66.4,87.7,71.8,88.7,,,62.0,0,0,15,20.0,142.9,7.7,1,2,0,0,2,0,0.0,103,10.3
Caron Tyler,177813,QB,VALPO,1,3.17,2.58,2.5,5.3,23,332,87.5,8,8,1.1,1.96,0,0,0.0,87.5,7,1,0.0,8,34.8,0,2,,,,64.9,75.4,69.5,74.9,,,,0,0,8,0.0,91.1,0.0,0,0,0,0,0,0,0.0,47,5.9,44.4,9,9,17.7,3.81,0,1,9.1,44.4,4,7,0.0,15,65.2,0,2,,,,66.8,55.0,72.0,56.3,,,57.2,0,1,18,14.3,55.6,6.7,1,5,0,0,1,1,5.6,41,4.6
Ethan Vasko,163817,QB,COAST CAR,1,2.57,2.59,3.8,3.7,23,141,63.6,11,11,9.6,1.85,0,1,9.1,63.6,7,1,0.0,11,47.8,0,5,,,,65.6,59.9,70.4,59.7,,,,0,0,11,0.0,137.5,0.0,0,0,0,0,1,0,0.0,153,13.9,42.9,7,9,10.4,3.53,0,0,0.0,22.2,2,5,33.3,11,47.8,1,1,,,,65.8,40.4,70.7,42.2,,,57.3,1,1,12,20.0,15.7,9.1,1,1,0,1,0,1,8.3,61,6.8
Jake Retzlaff,70874,QB,BYU,1,2.44,2.25,4.45,,23,128,80.0,15,15,4.3,1.91,0,1,6.7,80.0,12,1,0.0,15,65.2,0,5,,,,66.4,80.7,71.4,80.0,,,,0,0,15,0.0,133.2,0.0,0,0,0,0,2,0,0.0,97,6.5,80.0,5,6,11.4,3.43,0,0,0.0,50.0,3,5,25.0,8,34.8,1,3,,,,64.9,56.8,69.5,56.7,,,,1,0,8,40.0,79.9,25.0,2,0,0,0,0,0,0.0,52,8.7
Will McElvain,88639,QB,CENT ARK,1,2.52,2.52,,,22,132,90.0,10,10,0.7,1.91,0,0,0.0,90.0,9,1,0.0,10,45.5,0,4,,,,65.4,70.6,70.1,70.2,,,,0,0,10,0.0,127.9,0.0,0,0,0,0,1,0,0.0,67,6.7,90.9,11,12,6.5,3.03,0,2,14.3,83.3,10,8,0.0,12,54.5,0,8,,,,66.2,80.6,71.2,79.9,,,,0,0,14,0.0,146.5,0.0,0,0,0,1,1,0,0.0,171,14.3
Clifton McDowell,98003,QB,MCNEESE,1,2.7,2.54,,6.0,22,217,81.8,11,11,8.5,1.75,0,0,0.0,72.7,8,2,11.1,11,50.0,1,4,,,,65.8,75.3,70.7,74.8,,,,0,0,12,0.0,95.6,0.0,0,0,0,0,0,0,0.0,87,7.9,70.0,10,10,19.0,3.65,0,3,30.0,70.0,7,5,0.0,11,50.0,0,7,,,,65.6,90.0,70.4,86.9,,,64.2,0,1,11,0.0,112.5,0.0,0,1,0,0,2,1,9.1,142,14.2
Aidan Dunne,148181,QB,N IOWA,1,2.74,2.5,3.2,7.0,22,255,81.8,11,11,2.0,1.93,0,0,0.0,81.8,9,2,0.0,11,50.0,0,2,,,,65.6,73.1,70.4,72.7,,,,0,0,11,0.0,89.4,0.0,0,0,0,0,0,0,0.0,60,5.5,55.6,9,9,11.3,3.55,0,0,0.0,44.4,4,7,20.0,11,50.0,1,3,,,,66.4,70.1,71.4,67.4,,,63.1,0,0,15,14.3,59.5,9.1,1,1,0,0,0,0,0.0,44,4.9
Pierce Holley,108981,QB,E ILLINOIS,1,2.7,2.6,3.33,,22,158,77.8,9,10,12.3,1.99,1,0,0.0,50.0,5,2,28.6,10,45.5,2,1,,,,65.4,62.2,70.1,62.0,,,,0,2,10,0.0,17.5,0.0,0,0,0,0,0,0,0.0,32,3.2,55.6,9,9,12.8,3.29,0,0,0.0,55.6,5,5,0.0,12,54.5,0,0,,,,66.0,57.1,71.0,56.9,,,,0,0,13,60.0,66.9,25.0,3,0,0,0,0,0,0.0,40,4.4
Stone Earle,123504,QB,MARSHALL,1,2.09,2.06,2.6,,22,214,75.0,16,16,3.8,1.7,0,0,0.0,68.8,11,2,8.3,16,72.7,1,4,,,,66.5,66.3,71.6,66.0,,,,0,0,16,0.0,84.6,0.0,0,0,0,0,0,0,0.0,97,6.1,100.0,5,5,8.4,3.12,0,0,0.0,100.0,5,5,0.0,6,27.3,0,3,,,,64.6,87.4,69.1,86.6,,,,0,0,7,20.0,135.4,16.7,1,0,0,0,1,0,0.0,35,7.0
Drew VanVleet,177653,QB,DAYTON,1,2.43,2.15,3.0,7.5,22,150,78.6,14,14,4.9,1.76,0,0,0.0,78.6,11,0,0.0,14,63.6,0,7,,,,66.2,69.0,71.2,68.6,,,,0,0,14,,119.6,0.0,0,0,0,0,1,0,0.0,98,7.0,83.3,6,6,20.3,3.61,0,1,16.7,83.3,5,1,0.0,8,36.4,0,4,,,,64.9,86.3,69.5,90.4,,,57.0,0,0,8,100.0,158.3,12.5,1,1,0,0,1,0,0.0,141,23.5
Will Howard,122599,QB,OHIO STATE,1,2.33,2.18,3.2,4.5,22,260,85.7,14,14,4.6,1.57,0,0,0.0,85.7,12,0,0.0,14,63.6,0,8,,,,66.4,55.9,71.4,55.8,,,,0,1,15,,128.6,0.0,0,0,0,0,2,1,6.7,224,16.0,80.0,5,6,5.6,3.66,0,0,0.0,66.7,4,2,0.0,8,36.4,0,3,,,,64.9,67.1,69.5,71.5,,,57.3,0,0,8,50.0,93.1,12.5,1,1,0,1,0,0,0.0,51,8.5
Maalik Murphy,157302,QB,DUKE,1,2.07,2.01,3.3,,22,154,71.4,14,14,6.6,1.61,0,0,0.0,71.4,10,2,0.0,14,63.6,0,5,,,,66.5,50.3,71.6,50.3,,,,0,0,16,0.0,116.4,0.0,0,0,0,0,1,1,6.3,104,7.4,57.1,7,7,11.6,2.86,0,1,14.3,57.1,4,4,0.0,8,36.4,0,3,,,,64.9,72.7,69.5,72.3,,,,0,1,8,25.0,101.8,12.5,1,0,0,0,2,1,12.5,112,16.0
