player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Dillon Gabriel,86272,QB,OKLAHOMA,1,-2.66,0,46,261,61.5,26,27,18.3,3.13,0,4,13.3,55.6,15,12,6.3,30,65.2,1,11,,,,66.7,71.0,89.5,77.0,87.5,87.9,63.4,0,1,33,16.7,122.1,6.7,2,1,0,1,3,0,0.0,395,14.6,72.2,18,18,6.7,2.41,0,0,0.0,72.2,13,8,0.0,21,45.7,0,8,,,,,70.3,67.9,76.3,65.5,,63.4,0,1,22,12.5,87.7,4.8,1,1,0,0,1,0,0.0,130,7.2,77.3,22,23,14.5,2.45,0,4,16.0,69.6,16,5,5.9,25,54.3,1,8,,,,66.7,68.1,91.3,73.5,90.3,87.9,,0,0,27,20.0,151.7,4.0,1,0,0,1,5,0,0.0,332,14.4,0,100.0,14,14,-2.8,1.13,0,0,0.0,100.0,14,1,0.0,16,34.8,0,5,,,,,66.5,63.0,71.6,62.6,,,0,0,16,0.0,126.2,0.0,0,0,0,0,3,0,0.0,67,4.8,7.21
Jaxson Dart,146409,QB,OLE MISS,1,10.71,0,46,226,85.2,27,27,6.8,3.04,0,0,0.0,74.1,20,16,13.0,34,73.9,3,9,,,,,70.4,75.3,77.1,75.3,,63.3,0,0,34,12.5,117.5,5.9,2,4,0,0,2,0,0.0,188,7.0,87.5,24,24,3.3,2.48,0,0,0.0,75.0,18,11,14.3,28,60.9,3,8,,,,,70.1,74.0,76.9,72.6,59.3,65.8,0,0,28,0.0,89.9,0.0,0,3,0,0,0,0,0.0,146,6.1,92.9,14,14,5.0,2.58,0,0,0.0,85.7,12,5,7.7,18,39.1,1,6,,,,,67.0,75.3,72.2,77.6,,57.3,0,0,19,40.0,137.2,11.1,2,1,0,0,2,0,0.0,104,7.4,0,100.0,11,11,-3.0,1.03,0,0,0.0,90.9,10,0,9.1,12,26.1,1,5,,,,,66.0,73.3,71.5,74.3,59.3,,0,0,13,,90.2,0.0,0,0,0,0,0,0,0.0,62,5.6,1.35
Emmett Morehead,143834,QB,BOSTON COL,1,-11.46,0,45,121,84.4,32,34,5.7,3.12,0,2,5.7,73.5,25,9,7.4,41,91.1,2,15,,,,,21.9,53.1,77.0,50.2,54.3,63.4,0,0,43,33.3,101.6,7.3,3,4,0,2,1,3,7.0,232,6.8,87.1,31,32,4.1,2.93,0,1,3.0,78.1,25,7,7.4,37,82.2,2,13,,,,,21.1,50.8,76.8,45.5,,66.6,0,0,40,28.6,113.0,5.4,2,3,0,1,2,3,7.5,196,6.1,80.0,5,6,9.0,3.4,0,1,16.7,66.7,4,2,0.0,8,17.8,0,3,,,,,64.9,66.7,69.8,73.9,54.3,57.3,0,0,8,50.0,97.2,12.5,1,1,0,1,0,0,0.0,57,9.5,0,100.0,4,4,-2.3,1.95,0,0,0.0,100.0,4,0,0.0,4,8.9,0,1,,,,,63.8,62.7,68.1,62.4,,,0,0,5,,128.1,0.0,0,0,0,0,1,0,0.0,21,5.3,3.37
Cooper Legas,101286,QB,UTAH ST,1,25.0,0,45,329,60.0,30,34,15.7,3.09,0,1,2.8,50.0,17,14,5.6,39,86.7,1,11,,,,,72.9,54.8,30.4,53.5,55.9,61.4,2,2,42,14.3,65.0,5.1,2,3,0,2,1,4,9.5,293,8.6,58.8,17,20,10.2,2.92,0,0,0.0,45.0,9,6,10.0,22,48.9,1,6,,,,,72.6,46.6,23.7,36.9,57.8,66.9,1,2,25,16.7,12.9,4.5,1,1,0,2,0,3,12.0,62,3.1,73.7,19,20,14.9,2.81,0,1,5.0,70.0,14,8,0.0,23,51.1,0,7,,,,,67.6,69.9,73.1,75.7,60.0,50.3,1,0,24,12.5,127.9,4.3,1,2,0,0,1,1,4.2,244,12.2,0,100.0,6,6,-2.3,1.37,0,0,0.0,100.0,6,0,0.0,6,13.3,0,2,,,,,64.6,65.5,69.1,65.2,,,0,0,7,,79.2,0.0,0,0,0,0,0,0,0.0,13,2.2,9.1
N'Kosi Perry,60446,QB,FAU,1,-4.95,0,45,165,70.0,30,32,7.5,2.54,0,1,3.1,65.6,21,8,0.0,37,82.2,0,10,,,,,72.4,63.9,77.0,67.8,,55.6,0,0,37,0.0,105.6,0.0,0,5,1,1,2,0,0.0,215,6.7,78.3,23,26,5.3,2.17,0,0,0.0,69.2,18,7,0.0,28,62.2,0,11,,,,,72.2,59.8,76.5,62.2,,55.7,0,0,28,0.0,118.4,0.0,0,2,1,2,2,0,0.0,206,7.9,64.3,14,14,5.5,2.79,0,1,7.1,64.3,9,2,0.0,17,37.8,0,3,,,,,66.7,68.7,71.8,71.0,,58.4,0,0,17,0.0,78.6,0.0,0,3,0,0,0,0,0.0,77,5.5,0,85.7,7,8,-3.6,1.78,0,0,0.0,75.0,6,1,0.0,8,17.8,0,4,,,,,64.9,59.3,69.5,59.1,,,0,0,8,0.0,100.0,0.0,0,0,0,1,0,0,0.0,68,8.5,-2.42
Tucker Gleason,122475,QB,TOLEDO,1,2.38,0,45,316,53.8,26,33,12.7,2.9,1,2,5.7,33.3,11,23,21.4,40,88.9,3,8,,,,,36.3,40.9,76.4,47.2,,42.3,4,1,42,13.0,49.4,7.5,3,4,0,2,1,1,2.4,175,5.3,55.6,18,24,5.8,2.87,1,0,0.0,33.3,8,18,20.0,30,66.7,2,4,,,,,29.7,28.9,75.7,34.5,,36.8,3,1,31,16.7,27.8,10.0,3,3,0,2,0,1,3.2,88,3.7,58.3,12,14,17.3,2.71,0,2,13.3,35.7,5,7,28.6,15,33.3,2,5,,,,,66.5,75.9,71.6,72.5,,64.6,1,0,16,0.0,89.0,0.0,0,1,0,1,1,0,0.0,112,8.0,0,75.0,4,5,-4.5,2.14,0,0,0.0,40.0,2,2,33.3,5,11.1,1,1,,,,,63.8,62.6,68.1,62.3,,,0,0,5,0.0,56.3,0.0,0,0,0,1,0,0,0.0,25,5.0,4.33
Riley Leonard,143862,QB,DUKE,1,10.56,0,45,154,72.2,36,38,11.9,2.74,0,1,2.4,68.4,26,13,0.0,41,91.1,0,16,,,,,71.3,79.4,77.0,70.5,,83.5,0,1,44,15.4,125.9,4.9,2,1,0,2,4,1,2.3,389,10.2,73.5,34,36,10.3,2.57,0,1,2.6,69.4,25,11,0.0,39,86.7,0,14,,,,,48.7,73.1,76.9,63.3,,83.5,0,1,42,9.1,124.9,2.6,1,1,0,2,4,1,2.4,341,9.5,80.0,5,5,12.8,2.75,0,0,0.0,80.0,4,2,0.0,6,13.3,0,2,,,,,64.6,70.7,69.1,70.3,,,0,0,7,50.0,108.3,16.7,1,0,0,0,0,0,0.0,50,10.0,0,100.0,3,3,-5.3,1.05,0,0,0.0,100.0,3,0,0.0,4,8.9,0,0,,,,,17.9,36.3,68.1,36.4,,,0,0,5,,79.2,0.0,0,0,0,0,0,0,0.0,2,0.7,0.53
Connor Bazelak,99135,QB,INDIANA,1,13.33,0,44,190,58.8,34,37,9.4,3.07,0,1,2.5,51.4,19,15,5.0,39,88.6,1,9,,,,,36.3,54.0,76.9,58.1,,43.8,0,1,42,13.3,64.4,5.1,2,0,0,3,1,3,7.1,193,5.2,63.0,27,30,8.6,2.96,0,0,0.0,53.3,16,12,5.9,31,70.5,1,6,,,,,30.4,53.9,76.4,59.0,,43.8,0,1,33,8.3,52.2,3.2,1,0,0,3,0,2,6.1,141,4.7,66.7,12,12,5.7,2.88,0,1,7.7,66.7,8,3,0.0,13,29.5,0,3,,,,,66.2,60.4,71.2,60.2,,,0,0,14,33.3,106.3,7.7,1,0,0,0,1,1,7.1,60,5.0,0,100.0,5,5,-4.0,1.9,0,0,0.0,100.0,5,0,0.0,5,11.4,0,0,,,,,63.8,65.7,68.1,65.4,,,0,0,5,,79.2,0.0,0,0,0,0,0,0,0.0,8,1.6,0.3
Michael Penix Jr.,82134,QB,WASHINGTON,1,1.13,0,43,340,63.2,38,39,15.7,2.69,0,6,15.0,53.8,21,6,12.5,39,90.7,3,13,,,,,70.0,90.7,21.3,91.1,,60.5,0,1,41,0.0,108.1,0.0,0,0,0,1,3,1,2.4,432,11.1,72.0,25,26,9.5,2.48,0,3,11.5,57.7,15,2,16.7,26,60.5,3,8,,,,,69.1,86.5,14.0,86.9,80.1,60.5,0,1,27,0.0,96.5,0.0,0,0,0,1,2,1,3.7,229,8.8,58.8,17,17,20.8,2.74,0,3,16.7,58.8,10,4,0.0,17,39.5,0,7,,,,,66.8,89.5,72.0,88.5,,,0,0,18,0.0,122.8,0.0,0,0,0,0,1,0,0.0,256,15.1,0,100.0,4,4,-2.0,1.5,0,0,0.0,100.0,4,0,0.0,4,9.3,0,2,,,,,63.3,76.0,68.1,64.8,80.1,,0,0,4,,118.8,0.0,0,0,0,0,0,0,0.0,53,13.3,6.25
Bo Nix,97790,QB,OREGON,1,-7.74,0,43,264,59.3,27,29,12.4,2.85,0,1,3.2,55.2,16,8,0.0,31,72.1,0,13,,,,,69.0,54.9,77.2,56.4,,51.5,1,0,33,12.5,110.0,3.2,1,1,0,1,2,1,3.0,271,9.3,72.4,29,31,6.4,2.27,0,1,3.1,67.7,21,8,0.0,33,76.7,0,12,,,,,69.1,65.8,77.2,67.9,,51.5,1,0,34,12.5,95.2,3.0,1,1,0,1,1,0,0.0,193,6.2,70.0,10,10,11.8,2.66,0,0,0.0,60.0,6,0,14.3,10,23.3,1,4,,,,,65.6,41.8,70.4,42.0,,,0,0,11,,137.5,0.0,0,0,0,0,1,1,9.1,134,13.4,0,100.0,12,12,-2.7,1.08,0,0,0.0,91.7,11,0,8.3,12,27.9,1,3,,,,,65.8,68.1,70.7,67.7,,,0,0,12,,86.1,0.0,0,0,0,0,0,0,0.0,56,4.7,7.17
Jayden Daniels,97993,QB,LSU,1,7.29,0,43,211,73.3,30,32,9.0,3.47,0,2,5.7,56.3,18,13,18.2,40,93.0,4,15,,,,,39.4,66.7,76.9,73.7,,52.0,1,0,46,7.7,71.6,2.5,1,7,0,1,0,0,0.0,174,5.4,74.2,31,32,8.7,3.08,0,2,5.7,59.4,19,11,17.4,37,86.0,4,14,,,,,37.9,68.1,76.8,74.4,,51.6,1,0,43,9.1,74.9,2.7,1,4,0,0,0,0,0.0,179,5.6,100.0,2,3,-1.0,5.03,0,0,0.0,66.7,2,2,0.0,6,14.0,0,1,,,,,64.2,58.1,68.6,60.2,,58.4,0,0,6,0.0,71.5,0.0,0,3,0,1,0,0,0.0,10,3.3,0,100.0,3,3,-1.0,1.87,0,0,0.0,100.0,3,0,0.0,3,7.0,0,0,,,,,62.7,64.1,66.6,63.9,,,0,0,3,,87.5,0.0,0,0,0,0,0,0,0.0,15,5.0,-2.26
Taulia Tagovailoa,97271,QB,MARYLAND,1,-9.29,0,42,215,66.7,27,29,11.3,2.88,2,4,12.1,62.1,18,11,0.0,34,81.0,0,13,,,,,70.3,80.8,77.0,79.1,,66.2,0,0,39,27.3,110.0,8.8,3,2,0,0,1,1,2.6,311,10.7,70.8,24,24,7.1,2.52,0,2,7.4,70.8,17,6,0.0,26,61.9,0,7,,,,,69.7,77.5,76.4,78.2,,59.5,0,0,29,33.3,108.7,7.7,2,0,0,0,1,0,0.0,194,8.1,81.8,11,13,10.0,2.84,2,2,14.3,61.5,8,5,11.1,16,38.1,1,8,,,,,66.8,76.7,72.0,72.0,,68.5,0,0,18,20.0,99.8,6.3,1,2,0,0,0,1,5.6,145,11.2,0,100.0,8,8,-3.0,1.61,0,0,0.0,87.5,7,0,12.5,8,19.0,1,2,,,,,64.9,67.2,69.5,66.9,,,0,0,8,,81.3,0.0,0,0,0,0,0,0,0.0,28,3.5,3.07
Ben Finley,122864,QB,NC STATE,1,-13.2,0,42,248,69.7,33,37,9.4,2.38,0,1,2.7,59.5,22,6,4.3,37,88.1,1,13,,,,,69.3,68.2,76.4,68.9,,55.8,0,0,37,0.0,98.9,0.0,0,0,1,3,2,1,2.7,260,7.0,78.6,28,31,5.8,2.24,0,0,0.0,67.7,21,5,4.5,31,73.8,1,7,,,,,68.8,58.1,76.0,58.8,,55.8,0,0,31,0.0,93.3,0.0,0,0,1,2,1,1,3.2,179,5.8,60.0,10,11,12.5,2.49,0,1,9.1,54.5,6,1,0.0,11,26.2,0,6,,,,,65.6,85.2,70.4,84.4,,,0,0,11,0.0,112.7,0.0,0,0,0,1,1,0,0.0,92,8.4,0,100.0,5,5,-4.6,1.74,0,0,0.0,100.0,5,0,0.0,5,11.9,0,0,,,,,63.8,65.7,68.1,65.5,,,0,0,5,,79.2,0.0,0,0,0,0,0,0,0.0,11,2.2,2.59
Blake Shapen,122282,QB,BAYLOR,1,6.55,0,41,118,63.3,30,35,11.3,3.18,2,1,2.9,48.6,17,10,10.5,40,97.6,2,10,,,,,69.9,52.6,77.1,51.7,,58.1,1,1,40,30.0,70.9,7.5,3,2,0,2,2,2,5.0,178,5.1,57.1,21,25,10.7,3.16,2,0,0.0,48.0,12,9,0.0,29,70.7,0,5,,,,,69.3,42.0,76.5,38.3,,61.0,1,1,30,33.3,52.9,10.3,3,1,0,1,1,2,6.7,85,3.4,80.0,10,11,11.2,3.11,0,1,9.1,54.5,6,1,25.0,12,29.3,2,5,,,,,65.8,76.8,70.7,79.7,,57.3,0,0,12,0.0,113.4,0.0,0,1,0,1,1,0,0.0,94,8.5,0,100.0,1,1,-3.0,1.9,0,0,0.0,100.0,1,0,0.0,1,2.4,0,0,,,,,61.8,61.0,65.5,60.9,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,5.15
Hayden Wolff,98362,QB,DOMINION,1,16.26,0,41,263,66.7,30,31,9.4,2.82,0,1,2.9,54.8,17,13,15.0,36,87.8,3,9,,,,,69.9,48.9,76.5,47.9,,58.9,0,0,41,23.1,93.3,8.3,3,2,0,1,1,2,4.9,259,8.4,67.9,28,29,9.2,2.86,0,1,3.0,55.2,16,12,15.8,33,80.5,3,8,,,,,69.7,55.2,76.3,56.5,,53.6,0,0,38,25.0,95.6,9.1,3,1,0,1,1,1,2.6,251,8.7,71.4,7,7,1.6,2.29,0,0,0.0,71.4,5,1,0.0,8,19.5,0,3,,,,,64.9,42.0,69.5,34.1,,64.3,0,0,8,0.0,121.4,0.0,0,1,0,0,1,1,12.5,34,4.9,0,80.0,5,5,-2.8,2.24,0,0,0.0,80.0,4,0,0.0,5,12.2,0,2,,,,,63.8,65.7,68.1,65.4,,,0,0,5,,127.9,0.0,0,0,0,0,1,0,0.0,26,5.2,-3.8
James Blackman,60382,QB,ARK STATE,1,-21.97,0,41,113,57.1,28,30,11.7,2.76,1,0,0.0,53.3,16,15,0.0,37,90.2,0,11,,,,,70.2,49.0,75.9,53.7,,47.9,1,1,38,26.7,60.3,10.8,4,3,0,0,0,2,5.3,199,6.6,66.7,21,22,5.4,2.53,1,0,0.0,63.6,14,7,0.0,28,68.3,0,7,,,,,69.7,48.6,75.3,54.4,,47.9,0,1,29,42.9,58.9,10.7,3,3,0,0,0,2,6.9,120,5.5,50.0,10,12,21.0,2.89,1,0,0.0,41.7,5,8,0.0,13,31.7,0,4,,,,,66.0,56.9,71.0,56.7,,,1,0,13,12.5,69.4,7.7,1,0,0,0,0,0,0.0,94,7.8,0,100.0,3,4,-1.3,1.5,1,0,0.0,75.0,3,0,0.0,4,9.8,0,0,,,,,63.3,61.6,67.4,61.4,,,0,0,4,,80.2,0.0,0,0,0,0,0,0,0.0,15,3.8,2.38
Zach Gibson,100201,QB,GA TECH,1,-32.14,0,40,176,52.0,25,26,11.1,2.8,0,3,10.7,42.3,11,10,15.4,31,77.5,2,7,,,,,68.5,67.6,75.4,67.0,57.8,61.8,0,0,33,30.0,58.7,9.7,3,2,0,1,0,1,3.0,133,5.1,66.7,27,28,5.2,2.16,0,2,7.1,60.7,17,6,5.6,30,75.0,1,7,,,,,68.2,69.1,75.1,66.2,,64.1,0,0,30,16.7,72.6,3.3,1,1,0,1,0,0,0.0,134,4.8,42.9,7,7,14.9,3.63,0,1,11.1,28.6,2,5,33.3,10,25.0,1,2,,,,,65.8,61.3,71.0,64.6,57.8,57.3,0,0,12,40.0,61.0,20.0,2,1,0,0,0,1,8.3,57,8.1,0,88.9,9,9,-3.7,1.6,0,0,0.0,88.9,8,1,0.0,9,22.5,0,2,,,,,65.1,62.6,69.8,62.3,,,0,0,9,0.0,93.5,0.0,0,0,0,0,0,0,0.0,58,6.4,3.35
Jordan Travis,77615,QB,FLORIDA ST,1,3.35,0,39,167,57.7,26,28,15.3,3.5,0,3,10.0,42.9,12,11,20.0,37,94.9,3,15,,,,,49.4,75.7,77.1,65.9,,76.1,1,0,39,18.2,86.3,5.4,2,7,0,1,1,1,2.6,246,8.8,61.1,18,19,14.8,3.55,0,3,15.0,42.1,8,9,27.3,26,66.7,3,10,,,,,44.4,78.9,76.4,68.0,,76.8,1,0,27,22.2,76.9,7.7,2,5,0,0,0,1,3.7,181,9.5,50.0,10,11,12.1,3.26,0,0,0.0,45.5,5,2,0.0,13,33.3,0,6,,,,,66.2,59.2,71.2,57.4,,62.1,0,0,14,0.0,101.3,0.0,0,2,0,1,1,0,0.0,82,7.5,0,50.0,2,2,-4.5,2.6,0,0,0.0,50.0,1,0,0.0,2,5.1,0,1,,,,,61.8,54.4,65.5,54.6,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,17,8.5,-2.08
Taylor Powell,60459,QB,E MICHIGAN,1,-5.36,0,39,160,68.8,32,34,10.8,2.51,1,1,2.9,64.7,22,8,0.0,37,94.9,0,13,,,,,69.8,62.0,28.0,61.2,,64.3,0,0,38,25.0,115.8,5.4,2,0,0,1,3,2,5.3,248,7.3,70.4,27,28,10.6,2.62,0,1,3.4,67.9,19,4,0.0,28,71.8,0,11,,,,,69.2,68.3,24.6,68.0,,64.3,0,0,29,0.0,126.8,0.0,0,0,0,1,3,2,6.9,218,7.8,71.4,7,8,8.1,2.15,1,0,0.0,62.5,5,4,0.0,11,28.2,0,3,,,,,65.6,47.1,70.4,47.1,,,0,0,11,50.0,79.2,18.2,2,0,0,0,0,0,0.0,48,6.0,0,100.0,2,2,-1.0,2.0,0,0,0.0,100.0,2,0,0.0,2,5.1,0,1,,,,,61.8,62.8,65.5,62.6,,,0,0,2,,104.2,0.0,0,0,0,0,0,0,0.0,18,9.0,-1.79
Holton Ahlers,77651,QB,E CAROLINA,1,17.04,0,39,156,66.7,33,33,9.3,2.8,0,2,6.1,63.6,21,10,4.5,35,89.7,1,15,,,,,32.9,69.0,76.7,72.1,,51.5,0,0,35,10.0,122.9,2.9,1,1,0,0,3,1,2.9,297,9.0,66.7,27,27,9.3,2.88,0,2,7.4,63.0,17,10,5.6,29,74.4,1,10,,,,,69.7,74.7,76.3,79.1,,51.5,0,0,29,10.0,107.0,3.4,1,1,0,0,2,0,0.0,180,6.7,80.0,10,10,4.2,2.11,0,0,0.0,80.0,8,0,0.0,10,25.6,0,5,,,,,18.0,52.2,70.1,52.1,,,0,0,10,,152.1,0.0,0,0,0,0,1,1,10.0,134,13.4,0,100.0,4,4,-3.5,1.65,0,0,0.0,100.0,4,0,0.0,4,10.3,0,0,,,,,63.3,65.0,67.4,64.8,,,0,0,4,,84.4,0.0,0,0,0,0,0,0,0.0,17,4.3,6.73
Garrett Shrader,98212,QB,SYRACUSE,1,10.61,0,37,304,84.0,25,27,11.8,3.0,0,3,10.0,74.1,20,14,4.8,36,97.3,1,14,,,,,38.6,62.8,77.5,57.9,,62.8,1,0,40,42.9,129.4,16.7,6,3,0,1,2,3,7.5,265,9.8,85.0,20,22,11.4,3.08,0,2,8.0,72.7,16,12,5.9,29,78.4,1,11,,,,,34.7,67.5,77.2,61.7,,65.0,1,0,33,41.7,108.9,17.2,5,2,0,1,1,2,6.1,164,7.5,83.3,6,6,11.2,2.53,0,1,16.7,83.3,5,2,0.0,8,21.6,0,4,,,,,65.1,43.9,69.8,50.4,,51.6,0,0,9,50.0,158.3,12.5,1,1,0,0,1,1,11.1,124,20.7,0,100.0,1,1,-1.0,1.4,0,0,0.0,100.0,1,0,0.0,1,2.7,0,1,,,,,61.8,52.0,65.5,60.4,,56.3,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,23,23.0,13.22
Dorian Thompson-Robinson,83574,QB,UCLA,1,11.11,0,36,324,72.0,25,26,8.8,2.91,0,0,0.0,65.4,17,10,5.6,31,86.1,1,11,,,,,40.8,72.1,78.1,67.7,,67.4,1,0,32,10.0,95.7,3.2,1,4,0,0,1,1,3.1,164,6.3,70.0,20,21,9.1,2.86,0,0,0.0,66.7,14,9,0.0,26,72.2,0,9,,,,,37.7,63.0,77.8,58.6,,63.2,1,0,26,11.1,86.0,3.8,1,4,0,0,0,1,3.8,143,6.8,88.9,9,9,3.0,2.65,0,0,0.0,77.8,7,2,12.5,10,27.8,1,4,,,,,65.6,84.9,70.4,81.0,,64.3,0,0,11,0.0,125.0,0.0,0,1,0,0,1,0,0.0,46,5.1,0,100.0,4,4,-2.8,2.1,0,0,0.0,100.0,4,1,0.0,5,13.9,0,2,,,,,63.8,58.8,68.1,64.7,,57.0,0,0,5,0.0,92.7,0.0,0,1,0,0,0,0,0.0,25,6.3,-1.7
Devin Grainger,78496,QB,GA STATE,1,-11.11,0,36,175,90.0,20,23,13.0,2.86,2,2,8.0,69.6,16,19,11.1,32,88.9,2,15,,,,,72.4,82.3,0.0,88.6,,63.0,0,0,34,36.8,126.0,21.9,7,2,0,1,1,0,0.0,284,12.3,93.8,16,18,10.2,2.64,2,2,10.0,77.8,14,13,6.7,24,66.7,1,12,,,,,72.2,82.9,0.0,90.5,,63.0,0,0,26,30.8,132.2,16.7,4,2,0,0,1,0,0.0,203,11.3,87.5,8,9,10.3,2.64,0,0,0.0,66.7,6,6,14.3,12,33.3,1,4,,,,,66.0,65.7,71.0,65.4,,,0,0,13,50.0,103.9,25.0,3,0,0,1,0,0,0.0,100,11.1,0,100.0,4,4,-3.5,0.88,0,0,0.0,100.0,4,0,0.0,4,11.1,0,1,,,,,63.8,58.9,68.1,58.7,,,0,0,5,,86.5,0.0,0,0,0,0,0,0,0.0,19,4.8,-0.17
KJ Jefferson,99129,QB,ARKANSAS,1,22.5,0,35,111,71.4,21,22,10.3,2.85,0,1,4.3,63.6,14,10,6.7,29,82.9,1,9,,,,,73.6,59.5,76.7,45.9,,74.7,0,1,30,70.0,95.5,24.1,7,0,1,0,2,2,6.7,153,7.0,73.7,19,20,9.4,2.81,0,1,5.0,65.0,13,10,7.1,27,77.1,1,8,,,,,73.6,58.6,76.6,43.0,,74.7,0,1,27,70.0,98.5,25.9,7,0,1,0,2,2,7.4,143,7.2,87.5,8,8,3.8,2.26,0,0,0.0,87.5,7,1,0.0,8,22.9,0,3,,,,,65.1,66.6,69.8,66.3,,,0,0,9,0.0,101.6,0.0,0,0,0,0,0,0,0.0,67,8.4,0,100.0,6,6,-1.5,1.9,0,0,0.0,100.0,6,1,0.0,6,17.1,0,2,,,,,64.2,66.2,68.6,65.9,,,0,0,6,0.0,106.3,0.0,0,0,0,0,0,0,0.0,57,9.5,1.23
Chandler Rogers,98683,QB,LA MONROE,1,-28.18,0,35,209,66.7,21,22,10.5,2.89,0,1,4.3,54.5,12,15,14.3,30,85.7,2,7,,,,,33.4,52.3,76.1,40.0,,71.5,0,0,31,26.7,66.5,13.3,4,4,0,1,0,2,6.5,100,4.5,71.4,21,22,5.5,2.73,0,0,0.0,68.2,15,16,0.0,30,85.7,0,7,,,,,33.4,50.5,76.1,37.1,,71.5,0,0,31,25.0,94.9,13.3,4,4,0,1,1,2,6.5,110,5.0,80.0,5,5,15.4,2.64,0,1,20.0,40.0,2,1,50.0,5,14.3,2,1,,,,,63.8,70.0,68.1,69.6,,,0,0,5,0.0,47.9,0.0,0,0,0,0,0,0,0.0,12,2.4,0,100.0,5,5,-5.4,1.66,0,0,0.0,100.0,5,2,0.0,5,14.3,0,1,,,,,63.8,65.5,68.1,65.3,,,0,0,5,0.0,124.6,0.0,0,0,0,0,1,0,0.0,22,4.4,-2.6
