player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Dylan Raiola,183581,QB,NEBRASKA,1,-7.74,0,41,238,71.0,31,32,12.4,3.21,0,4,12.1,65.6,21,13,4.5,37,90.2,1,14,,,,21.6,83.9,76.7,82.3,,,63.5,0,1,38,38.5,103.3,13.5,5,0,0,1,2,2,5.3,297,9.3,72.4,29,31,10.4,2.9,0,4,12.5,67.7,21,11,0.0,35,85.4,0,12,,,,32.1,83.2,76.5,81.7,,,63.5,0,1,36,36.4,100.3,11.4,4,0,0,2,2,1,2.8,251,8.1,80.0,5,5,14.4,3.85,0,0,0.0,60.0,3,3,25.0,6,14.6,1,3,,,,13.4,68.6,68.6,68.3,,,,0,0,6,33.3,130.0,16.7,1,0,0,0,1,1,16.7,46,9.2,0,100.0,3,4,-3.3,1.45,0,0,0.0,75.0,3,1,0.0,4,9.8,0,1,,,,63.3,61.6,67.4,61.4,,,,0,0,4,0.0,116.7,0.0,0,0,0,1,1,0,0.0,0,0.0,1.1
Ben Wooldridge,82115,QB,LA LAFAYET,1,20.24,0,41,207,58.1,31,34,10.5,2.95,0,0,0.0,50.0,17,16,5.6,38,92.7,1,12,,,,70.9,60.9,76.8,52.9,57.2,,77.4,0,2,45,6.3,67.0,2.6,1,3,1,2,2,1,2.2,230,6.8,56.0,25,28,6.7,2.76,1,0,0.0,46.4,13,14,7.1,32,78.0,1,6,,,,70.6,52.1,76.3,41.1,57.2,,77.4,0,2,37,7.1,25.7,3.1,1,3,1,1,0,1,2.7,99,3.5,75.0,8,9,18.8,3.31,0,0,0.0,66.7,6,4,0.0,9,22.0,0,6,,,,65.6,80.5,70.4,79.8,,,,0,0,11,0.0,149.3,0.0,0,0,0,1,2,0,0.0,137,15.2,0,100.0,2,3,-4.5,1.97,1,0,0.0,66.7,2,2,0.0,3,7.3,0,0,,,,62.7,60.3,66.6,60.2,,,,0,0,3,0.0,70.1,0.0,0,0,0,0,0,0,0.0,6,2.0,11.68
Brett Gabbert,97404,QB,MIAMI OH,1,5.98,0,41,221,37.9,29,32,11.8,2.45,0,0,0.0,34.4,11,12,0.0,38,92.7,0,8,,,,31.1,29.2,21.0,28.3,,,70.6,0,2,40,33.3,19.1,10.5,4,2,0,3,0,3,7.5,111,3.5,43.5,23,26,9.6,2.47,0,0,0.0,38.5,10,10,0.0,32,78.0,0,6,,,,28.6,34.3,17.3,30.3,,,70.6,0,1,33,40.0,32.7,12.5,4,2,0,3,0,2,6.1,91,3.5,44.4,9,9,12.4,2.11,0,0,0.0,44.4,4,2,0.0,9,22.0,0,2,,,,65.4,33.0,70.1,33.5,,,,0,1,10,0.0,12.5,0.0,0,0,0,0,0,1,10.0,28,3.1,0,100.0,3,3,-3.0,1.57,0,0,0.0,100.0,3,0,0.0,3,7.3,0,0,,,,62.7,64.1,66.6,63.8,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,8,2.7,-0.39
Alonza Barnett III,156710,QB,JAMES MAD,1,42.86,0,40,197,80.0,30,31,14.6,2.95,1,2,6.5,61.3,19,9,20.8,37,92.5,5,13,,,,71.7,82.0,77.3,77.6,,,71.8,0,0,37,22.2,141.1,5.4,2,4,0,0,5,0,0.0,360,11.6,77.8,27,28,13.4,2.85,1,1,3.6,57.1,16,7,23.8,33,82.5,5,10,,,,71.6,77.3,77.1,69.8,,,74.2,0,0,33,28.6,131.8,6.1,2,3,0,0,4,0,0.0,286,10.2,100.0,6,6,11.2,2.7,0,1,16.7,100.0,6,2,0.0,7,17.5,0,4,,,,64.6,84.9,69.1,90.2,,,57.3,0,0,7,0.0,158.3,0.0,0,1,0,0,1,0,0.0,95,15.8,0,100.0,3,3,-2.3,1.37,0,0,0.0,100.0,3,0,0.0,3,7.5,0,1,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,95.8,0.0,0,0,0,0,0,0,0.0,21,7.0,5.62
Aidan Chiles,173727,QB,MICH STATE,1,-14.35,0,40,223,60.0,30,34,13.8,2.94,1,1,2.9,47.1,16,14,11.1,39,97.5,2,15,,,,70.3,78.4,76.8,68.0,,,82.4,1,3,39,7.1,32.4,2.6,1,4,0,2,0,4,10.3,227,6.7,61.5,26,27,11.8,2.57,1,0,0.0,51.9,14,9,12.5,31,77.5,2,11,,,,69.8,76.9,76.3,69.2,,,76.0,0,3,31,11.1,31.9,3.2,1,3,0,0,0,3,9.7,170,6.3,60.0,5,8,20.8,4.09,0,1,12.5,37.5,3,5,0.0,9,22.5,0,4,,,,65.1,72.1,69.8,60.7,,,69.3,1,0,9,0.0,70.3,0.0,0,1,0,2,0,1,11.1,71,8.9,0,100.0,1,1,-3.0,1.9,0,0,0.0,100.0,1,0,0.0,1,2.5,0,0,,,,60.3,60.8,63.6,60.6,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0,2.58
Max Brosmer,105568,QB,MINNESOTA,1,19.83,0,40,225,66.7,30,33,10.0,2.68,0,2,6.1,54.5,18,14,10.0,36,90.0,2,10,,,,69.2,80.2,76.0,81.0,,,58.9,0,2,36,7.1,55.9,2.8,1,2,0,3,1,0,0.0,186,5.6,66.7,27,29,8.5,2.53,0,2,6.9,55.2,16,12,11.1,32,80.0,2,8,,,,68.9,78.0,75.7,78.9,,,58.9,0,2,32,8.3,53.4,3.1,1,2,0,2,1,0,0.0,157,5.4,85.7,7,8,8.0,2.59,0,0,0.0,75.0,6,2,0.0,8,20.0,0,3,,,,64.9,74.4,69.5,74.0,,,,0,0,8,0.0,131.3,0.0,0,0,0,1,1,0,0.0,52,6.5,0,100.0,4,4,-3.8,1.38,0,0,0.0,100.0,4,0,0.0,4,10.0,0,1,,,,63.3,65.0,67.4,64.7,,,,0,0,4,,130.2,0.0,0,0,0,0,1,0,0.0,23,5.8,1.09
Kaidon Salter,132046,QB,LIBERTY,1,-21.21,0,39,206,70.4,27,29,14.2,3.09,0,3,10.0,58.6,17,11,10.5,36,92.3,2,13,,,,36.7,82.9,77.2,87.8,,,58.0,1,1,37,18.2,105.9,5.6,2,5,0,1,4,1,2.7,207,7.1,73.7,19,21,14.7,2.93,0,2,9.5,66.7,14,7,0.0,25,64.1,0,11,,,,29.5,77.4,76.5,85.1,,,54.8,1,0,25,0.0,131.2,0.0,0,4,0,1,4,0,0.0,171,8.1,63.6,11,11,8.5,3.13,0,1,8.3,45.5,5,4,28.6,14,35.9,2,3,,,,66.4,79.0,71.4,75.4,,,64.3,0,1,15,50.0,21.8,14.3,2,1,0,0,0,1,6.7,52,4.7,0,66.7,3,3,-3.3,1.93,0,0,0.0,66.7,2,0,0.0,3,7.7,0,1,,,,62.7,56.1,66.6,56.0,,,,0,0,3,,79.9,0.0,0,0,0,0,0,0,0.0,16,5.3,-3.41
Garrett Greene,123420,QB,W VIRGINIA,1,17.05,0,39,343,64.0,25,29,13.3,3.53,2,2,6.7,51.7,15,17,6.3,38,97.4,1,18,,,,72.5,87.7,76.6,83.0,57.0,,74.3,2,2,39,17.6,81.8,7.9,3,6,0,0,2,1,2.6,295,10.2,61.1,18,22,10.9,3.45,1,1,4.3,45.5,10,11,9.1,29,74.4,1,12,,,,72.3,81.3,75.9,75.2,,,72.4,2,0,30,18.2,94.9,6.9,2,5,0,1,2,0,0.0,130,5.9,71.4,7,8,19.6,3.64,1,1,12.5,62.5,5,6,0.0,10,25.6,0,6,,,,65.4,86.5,70.4,84.6,57.0,,64.6,0,2,10,16.7,66.7,10.0,1,1,0,0,0,1,10.0,165,20.6,0,,0,1,,2.5,0,0,0.0,0.0,0,0,,1,2.6,0,0,,,,60.3,59.7,63.6,60.0,,,,0,0,1,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,14.72
Kirk Francis,173296,QB,TULSA,1,-11.82,0,39,320,72.4,29,30,8.8,2.8,0,3,9.7,60.0,18,6,14.3,33,84.6,3,8,,,,69.1,70.5,22.9,76.2,,,50.8,0,0,34,16.7,90.7,3.0,1,2,0,1,1,0,0.0,198,6.6,78.6,28,29,5.8,2.42,0,2,6.9,69.0,20,3,9.1,30,76.9,2,8,,,,68.8,64.9,21.0,69.3,,,53.3,0,0,30,0.0,82.7,0.0,0,1,0,1,0,0,0.0,161,5.6,71.4,7,7,11.6,3.09,0,1,12.5,57.1,4,3,20.0,9,23.1,1,2,,,,65.4,78.8,70.1,82.6,,,57.3,0,0,10,33.3,129.2,11.1,1,1,0,0,1,0,0.0,67,9.6,0,100.0,6,6,-2.2,1.33,0,0,0.0,100.0,6,0,0.0,6,15.4,0,2,,,,64.2,66.1,68.6,65.8,,,,0,0,6,,87.5,0.0,0,0,0,0,0,0,0.0,30,5.0,4.02
Cam Ward,133244,QB,MIAMI FL,1,16.6,0,38,220,69.0,29,29,12.2,2.74,0,2,5.9,65.5,19,7,5.0,33,86.8,1,19,,,,69.8,81.0,76.2,78.7,,,67.4,0,1,38,0.0,128.4,0.0,0,4,0,0,3,1,2.6,359,12.4,69.6,23,23,13.0,2.65,0,2,7.4,65.2,15,4,6.3,26,68.4,1,15,,,,69.3,84.5,75.6,84.2,,,63.5,0,1,30,0.0,119.4,0.0,0,3,0,0,2,1,3.3,290,12.6,81.8,11,11,4.1,2.59,0,0,0.0,81.8,9,3,0.0,12,31.6,0,6,,,,66.0,63.3,71.0,58.7,,,64.6,0,0,13,0.0,140.2,0.0,0,1,0,0,1,0,0.0,114,10.4,0,100.0,5,5,-2.4,1.96,0,0,0.0,100.0,5,0,0.0,5,13.2,0,2,,,,63.8,65.7,68.1,65.5,,,,0,0,5,,104.2,0.0,0,0,0,0,0,0,0.0,45,9.0,-2.25
Connor Bazelak,99135,QB,BOWL GREEN,1,-14.81,0,38,122,48.1,27,29,8.9,2.75,0,1,3.2,44.8,13,13,0.0,31,81.6,0,8,,,,68.5,64.7,75.8,64.4,56.7,,,0,1,33,15.4,65.4,6.5,2,0,0,2,1,1,3.0,201,6.9,61.5,26,27,5.8,2.49,0,1,3.4,59.3,16,10,0.0,29,76.3,0,8,,,,68.3,79.9,75.6,79.1,,,,0,0,31,20.0,96.1,6.9,2,0,0,1,1,0,0.0,209,7.7,50.0,8,9,8.8,2.98,0,0,0.0,44.4,4,3,0.0,9,23.7,0,2,,,,65.1,32.1,70.1,31.7,56.7,,,0,1,9,0.0,18.5,0.0,0,0,0,1,0,1,11.1,41,4.6,0,100.0,7,7,-2.7,1.99,0,0,0.0,100.0,7,0,0.0,7,18.4,0,2,,,,64.6,66.6,69.1,66.4,,,,0,0,7,,95.8,0.0,0,0,0,0,0,0,0.0,49,7.0,-3.18
Keyone Jenkins,170403,QB,FIU,1,-7.25,0,36,166,83.3,30,31,10.1,2.46,0,2,5.7,74.2,23,12,8.0,35,97.2,2,18,,,,28.7,64.6,76.5,65.0,,,58.0,1,0,39,8.3,134.1,2.9,1,3,0,0,2,2,5.1,362,11.7,77.3,22,23,7.7,2.37,0,1,3.8,73.9,17,9,0.0,27,75.0,0,12,,,,26.3,44.0,75.9,42.2,,,58.0,1,0,30,11.1,106.6,3.7,1,3,0,0,0,2,6.7,237,10.3,100.0,9,9,14.7,2.64,0,1,9.1,66.7,6,3,33.3,9,25.0,3,6,,,,65.6,93.3,70.4,92.9,,,,0,0,11,0.0,149.3,0.0,0,0,0,0,2,0,0.0,125,13.9,0,100.0,1,1,-1.0,1.8,0,0,0.0,0.0,0,0,100.0,1,2.8,1,0,,,,61.8,62.8,65.5,62.6,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,3.59
Tucker Gleason,122475,QB,TOLEDO,1,-2.78,0,36,316,64.0,25,29,9.1,2.75,1,1,3.1,51.7,15,21,6.3,32,88.9,1,8,,,,40.6,41.9,77.3,39.5,,,56.0,1,2,37,9.5,65.2,6.3,2,1,0,2,2,3,8.1,179,6.2,71.4,21,24,7.2,2.54,1,1,3.8,58.3,14,15,6.7,26,72.2,1,7,,,,37.0,52.1,76.9,51.9,,,56.0,1,1,29,6.7,77.1,3.8,1,1,0,1,1,2,6.9,172,7.2,62.5,8,9,7.9,2.77,0,0,0.0,55.6,5,6,0.0,10,27.8,0,2,,,,65.6,33.0,70.7,33.4,,,,0,1,12,16.7,58.8,10.0,1,0,0,1,1,1,8.3,28,3.1,0,100.0,4,4,-3.0,1.43,0,0,0.0,100.0,4,0,0.0,4,11.1,0,1,,,,63.3,64.9,67.4,64.7,,,,0,0,4,,88.5,0.0,0,0,0,0,0,0,0.0,21,5.3,-4.06
Taylen Green,145996,QB,ARKANSAS,1,20.87,0,36,111,47.6,21,25,13.5,3.47,0,0,0.0,36.0,9,17,10.0,33,91.7,1,10,,,,72.7,59.4,28.4,48.5,,,70.8,0,2,35,11.8,33.9,6.1,2,6,0,4,1,1,2.9,131,5.2,50.0,20,23,12.7,3.4,0,0,0.0,39.1,9,14,10.0,29,80.6,1,9,,,,72.7,59.7,26.9,50.3,,,69.4,0,2,31,7.1,38.3,3.4,1,5,0,3,1,1,3.2,140,6.1,75.0,4,5,3.3,3.0,0,0,0.0,60.0,3,3,0.0,7,19.4,0,1,,,,64.6,61.5,69.1,55.5,,,63.7,0,0,7,33.3,64.6,14.3,1,1,0,1,0,0,0.0,11,2.2,0,100.0,3,3,-5.7,1.77,0,0,0.0,100.0,3,0,0.0,3,8.3,0,0,,,,62.7,64.0,66.6,63.8,,,,0,0,3,,94.4,0.0,0,0,0,0,0,0,0.0,20,6.7,-3.89
Luke Altmyer,146802,QB,ILLINOIS,1,39.2,0,35,187,90.9,22,23,10.5,3.18,0,1,3.8,78.3,18,14,10.0,31,88.6,2,12,,,,31.2,76.6,76.7,82.5,,,54.2,0,0,34,14.3,141.8,6.5,2,6,0,1,4,1,2.9,196,8.5,80.0,10,11,10.2,3.17,1,0,0.0,54.5,6,7,25.0,16,45.7,2,3,,,,69.0,62.5,75.7,70.5,,,52.0,0,0,18,0.0,64.6,0.0,0,5,0,0,0,0,0.0,45,4.1,100.0,15,16,8.4,2.94,0,1,5.6,93.8,15,7,0.0,19,54.3,0,11,,,,24.3,84.7,72.5,83.1,,,61.7,0,0,21,28.6,150.5,10.5,2,1,0,1,4,1,4.8,170,10.6,0,100.0,3,4,-1.0,2.03,1,0,0.0,75.0,3,0,0.0,4,11.4,0,2,,,,63.8,62.6,68.1,62.4,,,,0,0,5,,84.4,0.0,0,0,0,0,0,0,0.0,19,4.8,6.54
Santino Marucci,144197,QB,NEW MEX ST,1,2.63,0,35,242,47.4,19,22,16.3,2.87,1,0,0.0,36.4,8,9,11.1,27,77.1,1,7,,,,31.2,61.2,76.0,61.7,,,58.4,1,2,32,11.1,22.2,3.7,1,4,0,1,1,2,6.3,50,2.3,58.8,17,19,7.8,2.57,1,0,0.0,47.4,9,8,10.0,24,68.6,1,5,,,,29.1,48.7,75.6,50.7,,,52.8,1,0,27,12.5,54.1,4.2,1,4,0,0,0,1,3.7,30,1.6,66.7,9,10,17.9,2.81,0,0,0.0,50.0,5,4,16.7,11,31.4,1,4,,,,66.0,84.6,71.0,81.0,,,64.3,0,2,13,0.0,55.8,0.0,0,1,0,1,1,1,7.7,44,4.4,0,100.0,7,7,-2.4,1.89,0,0,0.0,85.7,6,3,14.3,8,22.9,1,2,,,,64.9,62.1,69.5,66.4,,,57.3,0,0,8,0.0,81.0,0.0,0,1,0,0,0,0,0.0,24,3.4,2.82
Marcel Reed,175940,QB,TEXAS A&M,1,13.64,0,35,312,53.8,26,26,12.7,3.35,0,0,0.0,50.0,13,12,7.1,32,91.4,1,10,,,,72.0,59.8,77.2,54.0,,,65.2,0,0,33,8.3,92.9,3.1,1,5,0,0,2,0,0.0,147,5.7,55.6,18,18,9.2,3.32,0,0,0.0,50.0,9,9,10.0,23,65.7,1,5,,,,71.7,53.5,76.6,46.1,,,62.8,0,0,23,11.1,61.3,4.3,1,4,0,0,0,0,0.0,76,4.2,63.6,11,11,14.5,3.05,0,0,0.0,63.6,7,3,0.0,12,34.3,0,5,,,,66.0,73.0,71.0,69.2,,,64.3,0,0,13,0.0,131.4,0.0,0,1,0,0,2,0,0.0,97,8.8,0,100.0,3,3,-1.7,1.87,0,0,0.0,100.0,3,0,0.0,3,8.6,0,0,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,102.8,0.0,0,0,0,0,0,0,0.0,26,8.7,4.6
Mikey Keene,70961,QB,FRESNO ST,1,28.0,0,34,169,85.7,28,28,6.2,2.34,0,0,0.0,75.0,21,6,12.5,29,85.3,3,11,,,,43.2,60.3,77.2,63.1,56.6,,50.9,0,0,36,16.7,104.3,3.4,1,0,0,0,1,0,0.0,187,6.7,84.0,25,25,5.4,2.04,0,0,0.0,72.0,18,4,14.3,25,73.5,3,9,,,,39.7,59.4,76.7,62.2,57.9,,50.9,0,0,30,0.0,96.9,0.0,0,0,0,0,1,0,0.0,129,5.2,100.0,8,8,3.6,2.6,0,0,0.0,100.0,8,2,0.0,9,26.5,0,2,,,,65.6,65.3,71.1,65.9,59.3,,,0,0,11,50.0,117.2,11.1,1,0,0,0,0,0,0.0,97,12.1,0,100.0,5,5,-1.6,1.28,0,0,0.0,100.0,5,0,0.0,5,14.7,0,0,,,,63.8,65.7,68.1,65.5,,,,0,0,5,,99.2,0.0,0,0,0,0,0,0,0.0,39,7.8,6.97
Alan Bowman,77679,QB,OKLA STATE,1,1.85,0,34,262,44.4,27,29,11.1,2.3,1,0,0.0,41.4,12,8,0.0,30,88.2,0,8,,,,68.5,49.4,75.3,49.0,,,,0,2,33,12.5,58.3,3.3,1,0,0,1,2,2,6.1,191,6.6,52.0,25,27,9.3,2.25,1,0,0.0,48.1,13,8,0.0,28,82.4,0,7,,,,68.2,51.6,75.1,51.1,,,,0,2,30,12.5,61.3,3.6,1,0,0,1,2,2,6.7,164,6.1,50.0,6,6,9.0,1.77,0,0,0.0,50.0,3,0,0.0,6,17.6,0,2,,,,64.6,54.5,69.1,54.5,,,,0,0,7,,72.9,0.0,0,0,0,0,0,0,0.0,42,7.0,0,100.0,4,4,-3.3,1.15,0,0,0.0,100.0,4,0,0.0,4,11.8,0,1,,,,63.3,65.0,67.4,64.7,,,,0,0,4,,82.3,0.0,0,0,0,0,0,0,0.0,15,3.8,0.93
JC French IV,162521,QB,GA SOUTHRN,1,-22.86,0,34,174,82.4,17,18,5.5,3.12,0,0,0.0,66.7,12,15,14.3,25,73.5,2,3,,,,29.4,62.3,75.9,66.8,60.0,,54.1,1,1,30,20.0,54.2,12.0,3,4,0,0,0,2,6.7,85,4.7,89.5,19,20,0.9,2.58,0,0,0.0,80.0,16,10,5.9,25,73.5,1,4,,,,29.1,54.5,75.7,55.5,,,55.8,1,1,29,20.0,65.8,8.0,2,3,0,0,0,2,6.9,96,4.8,71.4,7,7,5.6,3.39,0,0,0.0,57.1,4,5,20.0,9,26.5,1,1,,,,65.6,78.5,71.1,83.1,60.0,,57.3,0,0,11,20.0,62.2,11.1,1,1,0,0,0,0,0.0,13,1.9,0,88.9,9,9,-4.0,1.9,0,0,0.0,88.9,8,0,0.0,9,26.5,0,2,,,,65.4,63.2,70.1,62.9,,,,0,0,10,,79.2,0.0,0,0,0,0,0,0,0.0,24,2.7,-2.94
Caden Veltkamp,156642,QB,W KENTUCKY,1,0.0,0,34,346,76.0,25,26,11.1,2.59,1,2,7.1,65.4,17,8,10.5,30,88.2,2,10,,,,42.0,54.4,76.3,60.0,,,51.3,0,2,33,25.0,73.4,6.7,2,2,0,0,1,3,9.1,225,8.7,78.3,23,24,7.5,2.36,1,2,7.7,66.7,16,4,11.1,27,79.4,2,7,,,,40.7,63.5,76.1,71.3,,,52.5,0,0,29,25.0,103.5,3.7,1,2,0,0,1,1,3.4,184,7.7,66.7,6,6,15.5,2.67,0,0,0.0,66.7,4,4,0.0,7,20.6,0,3,,,,64.6,29.7,69.5,30.1,,,57.3,0,2,8,25.0,50.7,14.3,1,0,0,0,0,2,25.0,47,7.8,0,75.0,4,4,-3.0,1.18,0,0,0.0,75.0,3,0,0.0,4,11.8,0,0,,,,63.3,57.6,67.4,57.4,,,,0,0,4,,77.1,0.0,0,0,0,0,0,0,0.0,6,1.5,0.16
Billy Edwards Jr.,144185,QB,MARYLAND,1,-25.64,0,34,215,90.9,22,23,10.9,2.44,0,2,8.7,82.6,19,5,5.0,25,73.5,1,16,,,,68.3,90.4,75.4,90.1,,,64.3,0,1,25,20.0,129.6,4.0,1,1,0,1,2,0,0.0,306,13.3,96.2,26,26,6.1,2.03,0,2,7.7,92.3,24,3,4.0,27,79.4,1,15,,,,68.5,90.3,75.6,90.1,,,64.3,0,1,27,0.0,119.2,0.0,0,1,0,0,2,0,0.0,268,10.3,80.0,5,6,11.4,2.6,0,0,0.0,66.7,4,3,0.0,7,20.6,0,3,,,,64.6,68.4,69.1,68.1,,,,0,0,7,33.3,99.3,14.3,1,0,0,1,0,0,0.0,60,10.0,0,100.0,9,9,-2.8,1.33,0,0,0.0,100.0,9,1,0.0,9,26.5,0,2,,,,65.1,67.6,69.8,67.2,,,,0,0,9,0.0,79.2,0.0,0,0,0,0,0,0,0.0,22,2.4,-0.31
Byrum Brown,156206,QB,USF,1,-41.96,0,34,327,57.1,21,23,11.4,3.13,0,0,0.0,52.2,12,14,0.0,27,79.4,0,8,,,66.7,72.8,63.6,76.0,55.2,87.9,,66.2,0,0,32,14.3,72.2,7.4,2,2,0,2,0,0,0.0,147,6.4,85.7,14,14,5.4,2.69,0,0,0.0,85.7,12,9,0.0,17,50.0,0,8,,,,72.5,78.4,75.1,75.2,,,68.3,0,0,21,22.2,118.8,11.8,2,1,0,0,0,0,0.0,205,14.6,50.0,14,16,10.0,3.06,0,0,0.0,43.8,7,6,0.0,17,50.0,0,2,,,66.7,67.2,43.4,72.2,38.5,87.9,,57.3,0,0,18,0.0,51.3,0.0,0,1,0,2,0,0,0.0,49,3.1,0,100.0,7,7,-3.3,1.89,0,0,0.0,100.0,7,1,0.0,7,20.6,0,2,,,,64.6,66.6,69.1,66.3,,,,0,0,7,0.0,118.8,0.0,0,0,0,0,0,0,0.0,107,15.3,-11.58
Jaxson Dart,146409,QB,OLE MISS,1,25.0,0,34,226,74.1,27,29,14.0,2.53,0,4,13.3,65.5,19,5,5.0,31,91.2,1,14,,,,69.9,91.8,77.0,90.7,,,74.9,1,1,32,0.0,134.0,0.0,0,2,1,0,4,1,3.1,375,12.9,71.4,14,16,9.9,1.93,0,1,6.3,56.3,9,2,10.0,16,47.1,1,4,,,,68.8,78.1,76.1,75.2,,,67.8,1,0,16,0.0,95.8,0.0,0,0,1,0,1,0,0.0,100,6.3,81.3,16,16,14.6,2.87,0,3,17.6,81.3,13,3,0.0,18,52.9,0,10,,,,67.0,92.8,72.2,91.7,,,71.0,0,1,19,0.0,132.3,0.0,0,2,0,0,3,1,5.3,282,17.6,0,100.0,3,3,-2.7,1.37,0,0,0.0,100.0,3,0,0.0,3,8.8,0,0,,,,62.7,64.1,66.6,63.9,,,,0,0,3,,79.2,0.0,0,0,0,0,0,0,0.0,7,2.3,11.38
Isaac Wilson,183872,QB,UTAH,1,2.11,0,34,328,62.5,24,27,10.8,3.06,1,0,0.0,55.6,15,16,0.0,32,94.1,0,11,,,,70.3,51.5,77.6,42.6,,,67.8,2,2,32,12.5,61.0,6.3,2,3,0,0,1,3,9.4,202,7.5,64.7,17,19,6.9,2.92,1,0,0.0,57.9,11,11,0.0,23,67.6,0,6,,,,69.9,48.0,77.1,37.6,,,65.4,1,2,23,18.2,29.4,8.7,2,2,0,0,0,2,8.7,85,4.5,66.7,9,10,14.8,3.12,0,0,0.0,60.0,6,6,0.0,11,32.4,0,5,,,,65.6,63.1,70.7,59.3,,,63.7,1,0,11,0.0,134.6,0.0,0,1,0,0,1,1,9.1,118,11.8,0,100.0,2,2,-4.5,1.75,0,0,0.0,100.0,2,1,0.0,2,5.9,0,0,,,,61.8,62.8,65.5,62.6,,,,0,0,2,0.0,79.2,0.0,0,0,0,0,0,0,0.0,1,0.5,7.33
