player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Kasen Weisman,171910,QB,FAU,1,1.81,0,41,165,65.5,29,32,10.2,3.57,0,2,6.3,56.3,18,18,5.3,38,92.7,1,14,,,,68.9,60.4,75.9,,59.6,,60.3,,,0,1,39,0.0,81.1,0.0,0,6,0,3,2,3,7.7,187,5.8,61.9,21,23,8.8,3.31,0,2,8.7,56.5,13,14,0.0,27,65.9,0,10,,,,68.0,60.0,75.1,,59.9,,59.0,,,0,1,28,0.0,70.0,0.0,0,4,0,2,1,3,10.7,135,5.9,81.8,11,12,8.6,3.74,0,0,0.0,58.3,7,6,22.2,14,34.1,2,4,,,,66.2,62.4,71.2,,60.9,,62.0,,,0,0,14,0.0,96.9,0.0,0,2,0,1,1,0,0.0,53,4.4,0,100.0,3,3,-5.0,2.07,0,0,0.0,66.7,2,2,33.3,3,7.3,1,0,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,0.0,70.1,0.0,0,0,0,0,0,0,0.0,1,0.3,-1.45
Skyler Locklear,164027,QB,UTEP,1,-13.46,0,41,330,80.8,26,26,12.2,2.93,0,5,17.9,80.8,21,10,0.0,32,78.0,0,13,,,,69.5,90.5,77.0,,92.5,,54.6,,,0,0,34,10.0,149.5,3.1,1,5,0,0,4,1,2.9,270,10.4,88.5,26,26,4.1,2.38,0,3,10.7,88.5,23,8,0.0,30,73.2,0,10,,,,69.4,84.2,76.9,,87.8,,58.9,,,0,0,32,12.5,141.0,3.3,1,3,0,0,3,1,3.1,224,8.6,75.0,8,8,23.8,3.35,0,2,25.0,75.0,6,3,0.0,11,26.8,0,5,,,,18.5,71.3,70.4,,92.0,,33.6,,,0,0,11,0.0,156.3,0.0,0,3,0,0,1,1,9.1,107,13.4,0,100.0,8,8,-2.6,1.62,0,0,0.0,100.0,8,1,0.0,9,22.0,0,2,,,,16.7,42.4,69.8,,67.0,,43.2,,,0,0,9,0.0,98.4,0.0,0,1,0,0,0,1,11.1,61,7.6,4.76
Nicholas Vattiato,145302,QB,MIDDLE TN,1,27.5,0,40,224,76.7,30,31,10.7,2.56,0,1,3.2,64.5,20,14,13.0,38,95.0,3,15,,,,31.8,75.5,76.3,,69.3,,75.7,,,0,0,39,35.7,112.0,13.2,5,2,0,1,2,1,2.6,258,8.3,75.0,24,25,8.4,2.43,0,1,4.0,60.0,15,12,16.7,31,77.5,3,10,,,,28.8,65.1,75.8,,59.1,,72.3,,,0,0,32,41.7,95.3,16.1,5,1,0,1,1,1,3.1,179,7.2,87.5,8,8,13.5,2.92,0,0,0.0,87.5,7,2,0.0,9,22.5,0,6,,,,65.1,90.2,69.8,,87.2,,64.3,,,0,0,9,0.0,150.0,0.0,0,1,0,0,1,0,0.0,84,10.5,0,100.0,2,2,-5.5,2.1,0,0,0.0,100.0,2,0,0.0,2,5.0,0,1,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,5,2.5,3.34
Jaylen Raynor,172203,QB,ARK STATE,1,-6.67,0,40,113,74.2,31,32,9.1,2.92,1,1,2.9,62.5,20,9,13.0,37,92.5,3,13,,,,69.8,68.4,76.5,,65.6,,66.2,,,0,2,39,33.3,58.3,8.1,3,2,0,0,1,2,5.1,152,4.8,75.9,29,30,7.5,2.81,1,1,3.1,66.7,20,8,9.1,34,85.0,2,12,,,,69.7,74.7,76.3,,70.8,,70.1,,,0,2,36,37.5,60.0,8.8,3,1,0,0,1,2,5.6,137,4.6,80.0,5,5,10.2,2.83,0,0,0.0,60.0,3,1,25.0,6,15.0,1,2,,,,64.2,43.3,68.6,,46.0,,57.3,,,0,0,6,0.0,77.1,0.0,0,1,0,0,0,0,0.0,30,6.0,0,100.0,3,3,-4.7,1.5,0,0,0.0,100.0,3,0,0.0,3,7.5,0,1,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,87.5,0.0,0,0,0,0,0,0,0.0,15,5.0,1.43
Kadin Semonza,174001,QB,BALL ST,1,-15.63,0,40,117,65.5,29,31,11.2,2.6,2,2,6.5,58.1,18,13,5.3,35,87.5,1,10,,,,68.6,64.7,76.7,,64.1,,,,,0,2,35,30.8,68.2,11.4,4,0,0,0,1,2,5.7,252,8.1,71.0,31,32,7.6,2.38,1,1,3.1,65.6,21,12,4.5,36,90.0,1,11,,,,68.7,62.9,76.8,,62.3,,,,,0,2,36,33.3,69.4,11.1,4,0,0,0,1,2,5.6,217,6.8,66.7,3,4,28.3,2.9,1,1,25.0,50.0,2,1,0.0,4,10.0,0,1,,,,63.3,73.1,67.4,,72.7,,,,,0,0,4,0.0,95.8,0.0,0,0,0,0,0,0,0.0,63,15.8,0,100.0,5,5,-1.0,1.28,0,0,0.0,100.0,5,0,0.0,5,12.5,0,2,,,,63.8,65.7,68.1,,65.5,,,,,0,0,5,,90.0,0.0,0,0,0,0,0,0,0.0,28,5.6,8.97
Carson Beck,124010,QB,GEORGIA,1,-13.45,0,39,173,76.5,17,21,8.5,2.8,0,0,0.0,57.1,12,14,7.7,29,74.4,1,6,,,,13.4,58.1,20.0,,55.7,,67.2,,,1,1,32,35.7,57.6,17.2,5,2,0,3,0,3,9.4,140,6.7,76.5,17,17,4.7,2.37,0,0,0.0,70.6,12,8,7.7,21,53.8,1,3,,,,16.8,59.0,15.0,,54.5,,71.4,,,0,1,23,37.5,59.2,14.3,3,1,0,0,0,2,8.7,93,5.5,100.0,9,14,4.1,2.49,1,0,0.0,57.1,8,6,11.1,18,46.2,1,4,,,,23.4,61.5,72.2,,63.6,,57.3,,,1,0,19,33.3,77.4,11.1,2,1,0,3,0,1,5.3,93,6.6,0,100.0,9,10,-3.1,1.33,1,0,0.0,80.0,8,0,11.1,10,25.6,1,1,,,,65.4,65.3,70.1,,65.0,,,,,0,0,10,,85.8,0.0,0,0,0,0,0,0,0.0,46,4.6,1.17
Hajj-Malik Williams,102348,QB,UNLV,1,-7.14,0,39,325,54.5,22,24,12.1,3.28,1,2,7.7,41.7,10,14,16.7,35,89.7,2,10,,,,72.4,83.6,77.1,,83.4,,67.6,,,0,0,37,21.4,78.0,8.6,3,8,1,0,1,0,0.0,157,6.5,66.7,12,14,7.3,3.24,1,2,13.3,50.0,7,11,12.5,22,56.4,1,4,,,,72.2,83.5,76.3,,87.2,,65.5,,,0,0,23,27.3,65.2,13.6,3,5,1,0,0,0,0.0,72,5.1,57.1,14,14,11.8,2.95,0,0,0.0,42.9,6,3,25.0,17,43.6,2,7,,,,66.8,74.0,72.0,,71.0,,66.4,,,0,0,18,0.0,92.3,0.0,0,3,0,0,1,0,0.0,103,7.4,0,100.0,4,4,-3.5,1.63,0,0,0.0,75.0,3,0,25.0,4,10.3,1,1,,,,63.3,65.0,67.4,,64.7,,,,,0,0,4,,83.3,0.0,0,0,0,0,0,0,0.0,18,4.5,2.22
Joey Aguilar,174978,QB,APP STATE,1,8.15,0,39,108,55.6,27,29,14.1,2.61,0,3,9.1,48.3,14,17,6.7,36,92.3,1,11,,,,29.3,66.7,77.0,,60.6,,71.6,,,0,2,40,17.6,56.4,8.3,3,4,0,2,1,2,5.0,218,7.5,60.0,25,27,10.7,2.45,0,2,6.7,51.9,14,13,6.7,31,79.5,1,8,,,,70.0,71.8,76.7,,66.0,,72.4,,,0,1,34,15.4,66.7,6.5,2,2,0,2,1,1,2.9,159,5.9,60.0,5,5,19.8,2.8,0,1,16.7,60.0,3,4,0.0,8,20.5,0,3,,,,13.8,51.3,69.8,,48.1,,62.0,,,0,1,9,25.0,64.6,12.5,1,2,0,0,0,1,11.1,71,14.2,0,100.0,3,3,-5.3,1.47,0,0,0.0,100.0,3,0,0.0,3,7.7,0,0,,,,62.7,64.1,66.6,,63.9,,,,,0,0,3,,83.3,0.0,0,0,0,0,0,0,0.0,12,4.0,8.31
Chandler Morris,122938,QB,N TEXAS,1,25.71,0,38,251,70.4,27,27,12.4,2.45,0,2,7.1,59.3,16,6,15.8,28,73.7,3,7,,,,68.1,58.9,75.4,,58.2,,,,,0,2,29,16.7,47.8,3.6,1,0,0,0,0,3,10.3,176,6.5,72.4,29,30,9.0,2.28,0,1,3.2,60.0,18,6,14.3,31,81.6,3,8,,,,68.4,48.6,75.6,,47.9,,,,,0,2,32,16.7,45.4,3.2,1,0,0,1,0,3,9.4,152,5.1,100.0,7,7,8.6,1.94,0,1,14.3,85.7,6,0,14.3,7,18.4,1,2,,,,64.6,91.4,69.1,,91.2,,,,,0,0,7,,103.6,0.0,0,0,0,0,0,0,0.0,62,8.9,0,100.0,9,10,-1.8,1.57,0,0,0.0,80.0,8,0,11.1,10,26.3,1,3,,,,65.4,64.9,70.1,,64.6,,,,,0,0,10,,82.5,0.0,0,0,0,1,0,0,0.0,38,3.8,3.79
Josh Hoover,127148,QB,TCU,1,1.32,0,38,305,75.9,29,30,9.7,2.68,1,1,3.0,73.3,22,9,0.0,33,86.8,0,14,,,,68.7,80.5,76.5,,80.3,,61.8,,,0,0,36,11.1,111.1,3.0,1,2,0,0,1,1,2.8,265,8.8,77.8,18,19,8.7,2.64,1,1,5.0,73.7,14,7,0.0,21,55.3,0,10,,,,67.4,69.8,75.7,,72.4,59.3,57.3,,,0,0,22,14.3,119.4,4.8,1,1,0,0,1,1,4.5,175,9.2,75.0,16,16,6.9,2.29,0,0,0.0,75.0,12,2,0.0,17,44.7,0,5,,,,67.0,81.7,72.2,,78.6,,64.1,,,0,0,19,0.0,93.5,0.0,0,1,0,0,0,0,0.0,111,6.9,0,80.0,5,5,-2.4,1.22,0,0,0.0,80.0,4,0,0.0,5,13.2,0,1,,,,63.8,57.9,69.2,,58.7,59.3,,,,0,0,5,,84.2,0.0,0,0,0,0,0,0,0.0,21,4.2,-2.27
Tyler Huff,142567,QB,JVILLE ST,1,-34.82,0,37,196,53.8,26,29,17.3,2.82,0,2,6.7,44.8,13,12,7.1,34,91.9,1,10,,,,43.2,56.6,77.8,,59.9,,53.9,,,0,1,35,8.3,74.6,2.9,1,4,1,2,2,3,8.6,185,6.4,64.7,17,19,13.6,2.74,0,0,0.0,57.9,11,10,0.0,24,64.9,0,9,,,,39.2,56.6,77.4,,61.1,,53.9,,,0,0,26,10.0,99.0,4.2,1,4,1,1,1,1,3.8,142,7.5,33.3,12,13,17.2,2.7,0,2,15.4,23.1,3,2,25.0,13,35.1,1,2,,,,66.0,57.6,71.0,,57.4,,,,,0,1,13,0.0,39.3,0.0,0,0,0,1,1,2,15.4,58,4.5,0,33.3,3,3,-3.7,1.63,0,0,0.0,33.3,1,0,0.0,3,8.1,0,1,,,,63.3,57.5,67.4,,57.4,,,,,0,0,4,,50.7,0.0,0,0,0,0,0,0,0.0,15,5.0,-3.01
Dylan Rizk,174360,QB,UCF,1,-52.63,0,37,323,72.0,25,27,11.7,3.05,0,1,3.6,63.0,17,10,5.6,30,81.1,1,11,,,,69.3,80.3,76.8,,82.8,,54.3,,,0,1,31,30.0,67.2,10.0,3,0,0,2,0,1,3.2,182,6.7,100.0,15,15,5.1,2.9,0,0,0.0,100.0,15,8,0.0,18,48.6,0,8,,,,68.4,84.3,76.1,,89.6,,54.3,,,0,0,19,37.5,99.4,16.7,3,0,0,0,0,0,0.0,118,7.9,58.8,17,19,11.6,2.69,0,1,5.3,47.4,9,2,10.0,19,51.4,1,5,,,,67.0,68.2,72.2,,67.8,,,,,0,1,19,0.0,44.0,0.0,0,0,0,2,0,1,5.3,111,5.8,0,100.0,7,7,-2.6,1.67,0,0,0.0,100.0,7,0,0.0,7,18.9,0,2,,,,64.6,66.7,69.1,,66.4,,,,,0,0,7,,94.6,0.0,0,0,0,0,0,0,0.0,47,6.7,-2.03
Ethan Garbers,131896,QB,UCLA,1,-25.52,0,36,324,79.2,24,30,6.8,2.91,1,1,3.1,60.0,18,13,5.3,32,88.9,1,11,,,,32.6,61.2,77.2,,69.2,,42.1,,,0,2,34,0.0,72.5,0.0,0,2,0,5,2,3,8.8,187,6.2,83.3,24,29,5.7,2.58,1,1,3.2,65.5,19,9,5.0,30,83.3,1,12,,,,70.3,70.7,77.0,,71.4,,58.5,,,0,1,32,0.0,93.0,0.0,0,1,0,4,2,2,6.3,193,6.7,66.7,3,5,4.0,4.22,0,0,0.0,40.0,2,4,0.0,6,16.7,0,1,,,,13.4,29.7,68.6,,55.1,,43.2,,,0,1,6,0.0,8.3,0.0,0,1,0,2,0,1,16.7,10,2.0,0,100.0,3,4,-5.0,2.38,0,0,0.0,75.0,3,0,0.0,4,11.1,0,2,,,,63.3,61.6,67.4,,61.4,,,,,0,0,4,,81.3,0.0,0,0,0,1,0,0,0.0,16,4.0,-4.66
Jake Retzlaff,70874,QB,BYU,1,7.14,0,36,128,63.6,22,30,17.8,2.99,5,1,2.9,43.3,13,14,7.1,33,91.7,1,11,,,,25.4,56.9,77.0,,60.4,,48.1,,,1,0,39,21.4,69.9,9.1,3,0,0,2,0,1,2.6,228,7.6,64.3,14,21,15.0,2.82,5,1,3.8,42.9,9,10,0.0,24,66.7,0,6,,,,23.2,48.7,76.5,,52.2,,48.1,,,0,0,30,30.0,62.6,12.5,3,0,0,2,0,1,3.3,125,6.0,70.0,10,12,17.7,3.07,0,0,0.0,50.0,6,4,14.3,12,33.3,1,5,,,,65.8,75.0,70.7,,74.5,,,,,1,0,12,0.0,76.4,0.0,0,0,0,1,0,0,0.0,94,7.8,0,100.0,2,3,-2.0,1.93,0,0,0.0,66.7,2,0,0.0,3,8.3,0,0,,,,62.7,59.8,66.6,,59.7,,,,,0,0,3,,70.1,0.0,0,0,0,1,0,0,0.0,-9,-3.0,1.88
Athan Kaliakmanis,144971,QB,RUTGERS,1,-1.85,0,35,278,62.5,32,33,13.2,2.83,0,2,5.6,51.5,17,12,15.0,35,100.0,3,12,,,,70.2,64.5,77.2,,64.3,,57.7,,,1,1,38,16.7,93.0,5.7,2,0,0,0,3,2,5.3,240,7.3,65.4,26,27,13.2,2.78,0,1,3.3,51.9,14,10,17.6,28,80.0,3,9,,,,69.8,67.8,76.8,,67.8,,57.7,,,1,0,31,10.0,89.3,3.6,1,0,0,0,1,0,0.0,205,7.6,50.0,6,6,13.2,3.04,0,1,16.7,50.0,3,2,0.0,7,20.0,0,3,,,,64.6,52.8,69.1,,52.9,,,,,0,1,7,50.0,68.1,14.3,1,0,0,0,2,2,28.6,35,5.8,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-1.76
Michael Van Buren Jr.,184764,QB,MISS STATE,1,15.38,0,35,227,47.6,21,24,10.2,3.2,1,0,0.0,37.5,9,18,10.0,33,94.3,1,6,,,,68.5,41.1,76.7,,38.4,,57.7,,,1,1,35,22.2,32.5,12.1,4,4,0,1,0,2,5.7,95,4.0,50.0,10,13,10.3,3.59,1,0,0.0,30.8,4,12,20.0,20,57.1,1,4,,,,67.2,57.7,75.7,,57.3,,57.7,,,1,0,21,25.0,46.0,15.0,3,4,0,1,0,0,0.0,57,4.4,50.0,12,13,9.0,2.51,0,0,0.0,46.2,6,6,0.0,15,42.9,0,2,,,,66.4,29.4,71.6,,29.6,,,,,0,1,16,16.7,21.0,6.7,1,0,0,1,0,2,12.5,35,2.7,0,100.0,1,2,-4.0,1.9,0,0,0.0,50.0,1,0,0.0,2,5.7,0,0,,,,61.8,58.9,65.5,,58.9,,,,,0,0,2,,56.3,0.0,0,0,0,1,0,0,0.0,-3,-1.5,-1.69
Diego Pavia,156927,QB,VANDERBILT,1,33.85,0,35,333,58.3,24,28,11.3,3.16,1,1,3.3,50.0,14,17,0.0,32,91.4,0,11,,,,73.0,77.0,76.2,,63.7,,80.0,,,1,0,34,5.9,65.5,3.1,1,3,0,2,0,1,2.9,146,5.2,54.5,22,26,11.4,3.05,1,1,3.6,46.2,12,16,0.0,29,82.9,0,8,,,,73.0,77.4,76.0,,63.5,,80.0,,,1,0,31,0.0,59.0,0.0,0,3,0,2,0,1,3.2,115,4.4,100.0,4,5,4.0,3.27,0,0,0.0,80.0,4,2,0.0,6,17.1,0,4,,,,63.8,62.0,68.6,,61.8,,,,,0,0,6,50.0,109.2,16.7,1,0,0,1,0,0,0.0,51,10.2,0,100.0,2,3,-1.5,2.27,0,0,0.0,66.7,2,1,0.0,3,8.6,0,1,,,,62.7,60.3,66.6,,60.2,,,,,0,0,3,0.0,85.4,0.0,0,0,0,1,0,0,0.0,20,6.7,5.78
Walker Eget,146170,QB,S JOSE ST,1,-21.97,0,35,285,59.4,32,34,21.4,2.43,2,4,10.3,50.0,17,6,10.5,34,97.1,2,13,,,,70.7,82.7,76.2,,80.1,,68.3,,,0,1,39,0.0,87.0,0.0,0,0,0,0,1,1,2.6,373,11.0,69.6,23,24,19.0,2.48,1,3,10.7,58.3,14,6,12.5,24,68.6,2,10,,,,70.1,90.2,75.4,,88.4,,68.3,,,0,1,28,0.0,80.7,0.0,0,0,0,0,0,1,3.6,273,11.4,40.0,10,11,24.0,2.29,1,1,8.3,36.4,4,0,0.0,11,31.4,0,3,,,,65.8,54.5,70.7,,54.4,,,,,0,0,12,,108.9,0.0,0,0,0,0,1,0,0.0,122,11.1,0,100.0,1,1,-6.0,2.0,0,0,0.0,100.0,1,0,0.0,1,2.9,0,0,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0,-0.29
Brett Gabbert,97404,QB,MIAMI OH,1,6.27,0,35,221,51.7,29,30,15.6,2.82,0,2,6.5,46.7,14,8,6.7,33,94.3,1,12,,,,70.0,62.8,76.5,,61.1,,62.5,,,0,0,34,12.5,103.2,3.0,1,2,0,1,3,1,2.9,208,6.9,52.9,17,17,10.7,2.48,0,1,5.6,47.1,8,4,11.1,18,51.4,1,7,,,,69.1,61.3,75.4,,61.7,,57.2,,,0,0,19,0.0,108.3,0.0,0,1,0,0,3,0,0.0,112,6.6,57.1,14,15,18.8,3.03,0,1,6.7,53.3,8,4,0.0,17,48.6,0,5,,,,66.7,64.3,71.8,,60.8,,64.3,,,0,0,17,25.0,76.3,5.9,1,1,0,1,0,1,5.9,107,7.1,0,100.0,2,2,-3.0,1.6,0,0,0.0,100.0,2,0,0.0,2,5.7,0,0,,,,61.8,62.9,65.5,,62.7,,,,,0,0,2,,89.6,0.0,0,0,0,0,0,0,0.0,11,5.5,0.54
Alonza Barnett III,156710,QB,JAMES MAD,1,0.0,0,35,197,81.0,21,25,7.8,2.94,1,3,12.0,60.0,15,11,11.8,29,82.9,2,11,,,,70.2,85.0,75.7,,87.1,,63.0,,,1,0,29,9.1,127.8,3.4,1,3,0,2,3,0,0.0,217,8.7,84.2,19,21,7.2,2.61,1,3,14.3,66.7,14,6,12.5,23,65.7,2,10,,,,69.9,91.4,75.2,,91.9,,65.7,,,1,0,23,0.0,137.1,0.0,0,2,0,0,3,0,0.0,201,9.6,85.7,7,9,1.1,3.11,0,0,0.0,66.7,6,6,0.0,12,34.3,0,2,,,,65.8,47.6,70.7,,52.5,,52.9,,,0,0,12,16.7,76.2,8.3,1,2,0,2,0,0,0.0,40,4.4,0,100.0,5,5,-3.8,2.0,0,0,0.0,100.0,5,1,0.0,6,17.1,0,1,,,,64.2,60.4,68.6,,65.5,,57.3,,,0,0,6,0.0,86.7,0.0,0,1,0,0,0,0,0.0,24,4.8,-5.13
Dillon Gabriel,86272,QB,OREGON,1,13.89,0,35,264,76.0,25,26,7.7,3.02,0,0,0.0,57.7,15,8,21.1,27,77.1,4,10,,,,69.7,72.2,76.2,,71.6,,61.6,,,1,0,28,0.0,113.1,0.0,0,1,0,0,3,0,0.0,153,5.9,77.8,18,18,7.1,2.76,0,0,0.0,61.1,11,4,21.4,18,51.4,3,4,,,,69.0,63.5,75.5,,64.7,,56.5,,,0,0,18,0.0,108.8,0.0,0,0,0,0,2,0,0.0,81,4.5,86.7,15,16,3.1,2.57,0,0,0.0,75.0,12,4,7.7,17,48.6,1,6,,,,66.8,79.6,72.0,,76.2,,64.3,,,1,0,18,0.0,112.0,0.0,0,1,0,0,1,0,0.0,102,6.4,0,100.0,8,8,-2.1,1.49,0,0,0.0,100.0,8,0,0.0,8,22.9,0,0,,,,64.9,67.3,69.5,,67.0,,,,,0,0,8,,82.3,0.0,0,0,0,0,0,0,0.0,30,3.8,1.88
Riley Leonard,143862,QB,NOTRE DAME,1,27.17,0,34,258,71.4,21,23,15.5,3.22,2,2,7.7,43.5,10,9,33.3,27,79.4,5,9,,,,70.7,91.5,75.6,,86.0,,82.8,,,0,0,30,11.1,85.1,3.7,1,3,0,0,1,0,0.0,178,7.7,71.4,21,23,13.6,2.86,2,2,7.7,47.8,11,7,26.7,26,76.5,4,8,,,,70.6,81.2,75.5,,79.3,,66.8,,,0,0,29,14.3,86.9,3.8,1,1,0,0,1,0,0.0,168,7.3,100.0,4,4,7.3,3.48,0,0,0.0,75.0,3,4,25.0,8,23.5,1,3,,,,64.9,93.4,69.5,,83.7,,83.6,,,0,0,8,25.0,113.5,12.5,1,3,0,0,0,0,0.0,47,11.8,0,100.0,4,4,-3.0,2.17,0,0,0.0,100.0,4,2,0.0,7,20.6,0,2,,,,64.6,56.1,69.1,,60.3,,57.3,,,0,0,7,50.0,105.2,14.3,1,1,0,0,0,0,0.0,37,9.3,4.45
Davis Warren,73940,QB,MICHIGAN,1,-9.14,0,34,222,56.0,25,30,9.0,3.15,3,0,0.0,46.7,14,20,0.0,32,94.1,0,6,,,,26.6,39.1,76.5,,38.7,,57.3,,,1,0,35,5.0,58.5,3.1,1,1,0,1,0,2,5.7,126,4.2,59.1,22,25,6.8,2.89,2,0,0.0,52.0,13,16,0.0,26,76.5,0,5,,,,24.8,37.8,76.2,,36.3,,,,,1,0,29,6.3,63.1,3.8,1,0,0,0,0,2,6.9,106,4.2,60.0,5,7,13.6,3.65,1,0,0.0,42.9,3,4,0.0,8,23.5,0,2,,,,64.9,56.7,69.5,,59.9,,57.3,,,0,0,8,0.0,56.3,0.0,0,1,0,1,0,0,0.0,31,4.4,0,100.0,2,2,-3.5,1.85,0,0,0.0,100.0,2,0,0.0,2,5.9,0,1,,,,61.8,62.8,65.5,,62.6,,,,,0,0,2,,89.6,0.0,0,0,0,0,0,0,0.0,11,5.5,0.19
Jackson Arnold,173684,QB,OKLAHOMA,1,-11.11,0,34,261,64.7,17,19,7.2,3.17,1,0,0.0,57.9,11,16,0.0,29,85.3,0,3,,,,13.1,28.6,76.1,,27.7,,49.5,,,0,0,30,25.0,62.8,13.8,4,6,0,1,0,3,10.0,50,2.6,71.4,14,15,5.2,2.81,1,0,0.0,66.7,10,10,0.0,21,61.8,0,5,,,,10.5,39.2,75.5,,37.7,,52.8,,,0,0,22,30.0,71.8,14.3,3,3,0,0,0,2,9.1,51,3.4,62.5,8,9,4.1,3.23,0,0,0.0,55.6,5,6,0.0,13,38.2,0,0,,,66.7,66.4,30.8,71.2,,27.8,89.3,51.1,,,0,0,13,16.7,60.9,7.7,1,3,0,1,0,1,7.7,16,1.8,0,80.0,5,5,-3.4,1.82,0,0,0.0,80.0,4,0,0.0,5,14.7,0,2,,,66.7,64.6,72.0,68.6,,58.8,89.3,,,,0,0,5,,80.8,0.0,0,0,0,0,0,0,0.0,17,3.4,-1.62
Anthony Colandrea,170131,QB,VIRGINIA,1,-33.61,0,33,335,68.8,16,17,9.8,3.35,0,1,5.6,58.8,10,13,9.1,25,75.8,1,9,,,66.7,72.0,66.9,76.6,,54.9,89.7,68.4,,,0,2,27,38.5,62.0,20.0,5,3,0,1,1,2,7.4,126,7.4,82.4,17,17,4.6,2.85,0,1,5.9,76.5,13,10,7.1,23,69.7,1,7,,,,71.8,67.2,76.3,,62.6,,66.1,,,0,2,24,60.0,76.7,26.1,6,0,0,0,1,2,8.3,126,7.4,50.0,6,7,7.5,3.5,0,0,0.0,42.9,3,4,0.0,10,30.3,0,3,,,66.7,66.1,60.9,70.7,,44.2,89.7,66.0,,,0,0,11,0.0,50.3,0.0,0,3,0,1,0,0,0.0,17,2.4,0,85.7,7,7,-4.6,2.09,0,0,0.0,85.7,6,1,0.0,8,24.2,0,1,,,,64.9,59.4,69.5,,59.2,,,,,0,0,8,100.0,79.2,12.5,1,0,0,0,0,0,0.0,17,2.4,-4.98
