player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
John Mateer,158516,QB,WASH STATE,1,39,81.8,11,11,14.9,3.33,0,3,27.3,81.8,9,3,0.0,12,30.8,0,8,,,,,65.8,93.6,70.7,,92.8,,64.6,,0,0,12,0.0,158.3,0.0,0,1,0,0,3,0,0.0,142,12.9,0,341,71.8,88.0,80.7,78.7,66.7,24,25,12.4,3.71,0,2,7.7,64.0,16,8,0.0,27,69.2,0,10,,,,,68.0,64.6,73.5,,62.5,,63.2,,0,0,28,12.5,107.6,3.7,1,1,0,1,1,1,3.6,233,9.3,77.8,27,28,12.5,2.79,0,5,17.2,75.0,21,0,0.0,28,71.8,0,14,,,,,68.1,87.1,73.6,,86.0,,,,0,0,29,,147.6,0.0,0,0,0,1,4,1,3.4,292,10.4,0,50.0,8,8,15.5,5.63,0,0,0.0,50.0,4,11,0.0,11,28.2,0,4,,,,,65.6,66.3,70.4,,58.3,,70.1,,0,0,11,9.1,87.0,9.1,1,2,0,0,0,0,0.0,83,10.4
Grayson James,145214,QB,BOSTON COL,1,38,83.3,12,16,8.5,2.66,1,0,0.0,56.3,9,9,10.0,17,44.7,1,4,,,,,67.0,54.7,72.4,,54.4,,,,2,0,19,11.1,93.0,5.9,1,0,0,1,1,2,10.5,89,5.6,0,121,69.5,58.9,57.1,61.2,64.3,14,16,14.2,3.36,0,1,5.9,56.3,9,9,0.0,21,55.3,0,8,,,,,67.4,59.5,72.7,,60.6,,57.7,,0,1,22,22.2,61.5,9.5,2,3,0,2,0,2,9.1,148,9.3,72.2,18,19,12.8,2.83,0,0,0.0,63.2,12,0,7.7,20,52.6,1,8,,,,,67.4,54.0,72.7,,51.5,,63.2,,0,1,22,,81.9,0.0,0,1,0,1,1,3,13.6,144,7.6,0,75.0,8,13,8.9,3.28,1,1,7.1,46.2,6,18,0.0,18,47.4,0,4,,,,,67.0,61.3,72.4,,65.6,,53.1,,2,0,19,16.7,70.4,16.7,3,2,0,2,0,1,5.3,93,7.2
Cole Snyder,97617,QB,E MICHIGAN,1,38,87.5,8,9,2.6,2.35,1,0,0.0,77.8,7,3,0.0,11,28.9,0,2,,,,,65.6,57.3,70.4,,51.5,,64.2,,0,0,11,33.3,123.1,9.1,1,1,0,0,1,0,0.0,42,4.7,0,160,37.0,35.6,44.8,42.5,57.1,21,21,10.6,2.88,0,0,0.0,52.4,11,7,8.3,27,71.1,1,5,,,,,67.8,40.6,73.4,,45.5,,48.0,,0,3,27,28.6,28.6,7.4,2,4,0,0,0,3,11.1,113,5.4,68.0,25,26,5.2,2.19,1,0,0.0,61.5,16,0,5.9,28,73.7,1,5,,,,,68.0,50.0,73.5,,52.7,,52.8,,0,3,28,,43.9,0.0,0,2,0,0,1,2,7.1,108,4.2,1,50.0,4,4,28.3,4.22,0,0,0.0,50.0,2,10,0.0,10,26.3,0,2,,,,,65.1,38.3,70.1,,34.8,,58.1,,0,0,10,30.0,92.7,30.0,3,3,0,0,0,1,10.0,47,11.8
Hayden Wolff,98362,QB,W MICHIGAN,1,37,55.6,9,9,6.4,2.49,0,0,0.0,55.6,5,3,0.0,10,27.0,0,3,,,,,65.4,43.1,70.4,,44.3,54.3,,,0,1,10,33.3,33.3,10.0,1,0,0,0,0,1,10.0,53,5.9,0,347,69.4,48.7,51.8,54.3,90.5,21,23,4.4,2.77,0,0,0.0,82.6,19,5,0.0,27,73.0,0,6,,,,,68.1,56.0,73.6,,58.0,,56.3,,0,1,29,60.0,75.7,11.1,3,1,0,2,0,1,3.4,150,6.5,81.5,27,28,5.3,2.65,0,0,0.0,78.6,22,0,0.0,29,78.4,0,8,,,,,68.2,52.4,73.9,,55.0,54.3,56.3,,0,2,30,,64.4,0.0,0,1,0,1,0,2,6.7,185,6.6,1,66.7,3,4,2.7,2.85,0,0,0.0,50.0,2,8,0.0,8,21.6,0,1,,,,,65.1,47.7,69.8,,47.5,,,,0,0,9,50.0,62.5,50.0,4,0,0,1,0,0,0.0,18,4.5
Sawyer Robertson,146839,QB,BAYLOR,1,37,71.4,7,8,8.0,2.39,0,1,11.1,62.5,5,3,0.0,8,21.6,0,4,,,,,65.1,70.4,69.8,,70.0,,,,0,0,9,0.0,138.0,0.0,0,0,0,1,2,0,0.0,85,10.6,0,118,70.3,80.1,80.8,57.6,84.6,26,28,4.5,2.13,2,1,3.3,75.0,21,2,4.5,29,78.4,1,11,,,,,68.3,81.5,73.9,,80.7,,,,0,0,31,50.0,112.8,3.4,1,0,0,0,1,0,0.0,244,8.7,86.7,30,32,3.6,2.03,2,1,2.9,78.1,25,0,3.8,32,86.5,1,14,,,,,68.5,81.0,74.2,,80.3,,,,0,0,34,,125.1,0.0,0,0,0,0,2,0,0.0,289,9.0,0,33.3,3,4,21.0,3.14,0,1,20.0,25.0,1,5,0.0,5,13.5,0,1,,,,,64.2,70.0,68.6,,69.7,,,,0,0,6,20.0,108.3,20.0,1,0,0,1,1,0,0.0,40,10.0
Jayden Maiava,158135,QB,USC,1,37,73.3,15,15,9.5,2.45,0,0,0.0,66.7,10,4,9.1,16,43.2,1,5,,,,,19.7,42.4,71.8,,42.5,,,,0,1,17,25.0,75.4,6.3,1,0,0,0,1,2,11.8,84,5.6,0,326,28.9,58.8,54.4,67.5,83.3,18,20,6.8,2.85,0,0,0.0,75.0,15,7,0.0,21,56.8,0,8,,,,,67.2,65.0,72.5,,66.7,,57.3,,0,0,21,0.0,134.4,0.0,0,1,0,2,2,1,4.8,175,8.8,80.8,26,26,6.1,2.33,0,0,0.0,80.8,21,0,0.0,26,70.3,0,10,,,,,67.8,67.4,73.3,,67.0,,,,0,0,26,,137.0,0.0,0,0,0,0,3,1,3.8,199,7.7,0,71.4,7,9,15.3,3.51,0,0,0.0,44.4,4,11,20.0,11,29.7,1,3,,,,,16.4,33.7,70.7,,35.2,,57.3,,0,1,12,9.1,27.3,9.1,1,1,0,2,0,2,16.7,60,6.7
Gio Lopez,172309,QB,S ALABAMA,1,37,78.9,19,19,6.0,2.25,0,1,5.0,78.9,15,5,0.0,20,54.1,0,7,,,,,67.2,74.8,72.5,,71.9,,64.0,,0,0,21,0.0,107.7,0.0,0,1,0,0,0,0,0.0,187,9.8,0,288,71.8,73.1,70.6,66.0,66.7,15,15,7.1,2.49,0,1,6.7,60.0,9,4,10.0,17,45.9,1,6,,,,,66.7,60.3,71.8,,64.8,,52.9,,0,1,17,0.0,51.5,0.0,0,2,0,0,0,1,5.9,98,6.5,74.1,27,27,5.3,2.23,0,1,3.6,74.1,20,0,0.0,28,75.7,0,11,,,,,68.1,75.4,73.6,,76.7,,57.3,,0,0,29,,101.5,0.0,0,1,0,0,0,0,0.0,244,9.0,0,71.4,7,7,11.3,2.77,0,1,14.3,57.1,4,9,20.0,9,24.3,1,2,,,,,65.1,53.3,69.8,,50.3,,61.7,,0,1,9,0.0,34.5,0.0,0,2,0,0,0,1,11.1,41,5.9
Riley Leonard,143862,QB,NOTRE DAME,1,37,80.0,5,7,12.8,3.08,0,2,20.0,57.1,4,5,0.0,8,21.6,0,4,,,,,65.6,78.0,70.4,,73.9,,64.3,,1,0,11,0.0,119.6,0.0,0,1,0,1,1,0,0.0,51,7.3,0,258,70.8,57.1,56.5,58.4,73.1,26,26,6.7,2.87,0,0,0.0,69.2,18,5,5.3,29,78.4,1,8,,,,,68.2,48.3,73.7,,48.6,,57.5,,0,1,30,0.0,95.5,0.0,0,3,0,0,2,1,3.3,163,6.3,72.0,25,25,7.7,2.46,0,2,7.4,68.0,17,0,5.6,27,73.0,1,9,,,,,68.1,57.4,73.6,,56.7,,61.0,,0,1,29,,94.8,0.0,0,2,0,0,2,1,3.4,156,6.2,0,83.3,6,8,7.3,4.13,0,0,0.0,62.5,5,10,0.0,10,27.0,0,3,,,,,65.8,59.8,70.7,,57.9,,62.0,,1,0,12,0.0,124.0,0.0,0,2,0,1,1,0,0.0,58,7.3
Rocco Becht,157567,QB,IOWA STATE,1,37,60.0,5,5,7.0,2.0,0,0,0.0,60.0,3,0,0.0,5,13.5,0,1,,,,,64.2,48.4,68.6,,48.5,,,,0,0,6,,69.6,0.0,0,0,0,0,0,0,0.0,21,4.2,0,193,70.7,71.3,67.8,67.7,81.5,27,29,6.3,2.73,0,0,0.0,72.4,21,6,4.5,32,86.5,1,11,,,,,68.5,70.2,74.2,,72.8,,53.1,,0,0,34,16.7,104.5,3.1,1,2,1,1,1,1,2.9,213,7.3,83.3,30,31,6.6,2.29,0,0,0.0,77.4,24,0,4.0,31,83.8,1,12,,,,,68.5,80.1,74.1,,79.3,,,,0,0,33,,108.8,0.0,0,0,1,0,1,0,0.0,234,7.5,1,0.0,2,3,4.0,4.38,0,0,0.0,0.0,0,6,,6,16.2,0,0,,,,,64.6,27.6,69.1,,27.8,,53.1,,0,0,7,16.7,39.6,16.7,1,2,0,1,0,1,14.3,0,0.0
Kevin Jennings,158272,QB,SMU,1,36,63.6,11,13,11.7,2.0,1,1,6.3,53.8,7,4,0.0,13,36.1,0,4,,,,,66.5,60.2,71.6,,60.0,,,,0,1,16,0.0,78.5,0.0,0,0,0,1,2,1,6.3,75,5.8,0,287,70.3,68.6,71.9,50.7,77.3,22,22,9.5,2.86,0,1,4.5,77.3,17,6,0.0,23,63.9,0,11,,,,,67.5,75.8,72.8,,77.3,,57.3,,0,0,23,0.0,124.6,0.0,0,1,0,0,1,0,0.0,227,10.3,76.0,25,26,8.9,2.0,1,1,3.6,73.1,19,0,0.0,26,72.2,0,11,,,,,68.0,63.9,73.5,,63.5,,,,0,0,28,,138.8,0.0,0,0,0,0,3,0,0.0,233,9.0,0,62.5,8,9,14.6,3.97,0,1,10.0,55.6,5,10,0.0,10,27.8,0,4,,,,,65.6,78.3,70.4,,81.5,,57.3,,0,1,11,0.0,40.7,0.0,0,1,0,1,0,1,9.1,69,7.7
Quinn Ewers,127253,QB,TEXAS,1,36,85.7,7,8,1.9,1.93,0,0,0.0,75.0,6,1,0.0,9,25.0,0,3,,,,,65.1,76.9,69.8,,76.4,,,,0,0,9,100.0,124.0,11.1,1,0,0,1,1,0,0.0,38,4.8,0,311,70.5,71.9,70.9,62.2,66.7,24,24,11.6,3.04,0,0,0.0,58.3,14,5,12.5,27,75.0,2,8,,,,,67.9,64.2,73.4,,65.6,,57.0,,0,0,27,40.0,88.5,7.4,2,1,0,0,1,0,0.0,138,5.8,72.4,29,30,9.8,2.44,0,0,0.0,63.3,19,0,9.5,30,83.3,2,11,,,,,68.2,74.6,73.7,,73.9,,,,0,0,30,,102.6,0.0,0,0,0,1,2,0,0.0,184,6.1,0,50.0,2,2,3.5,4.38,0,0,0.0,50.0,1,6,0.0,6,16.7,0,0,,,,,64.2,48.3,68.6,,52.4,,57.0,,0,0,6,50.0,56.3,50.0,3,1,0,0,0,0,0.0,-8,-4.0
Christian Veilleux,145086,QB,GA STATE,1,36,60.0,5,6,29.8,2.63,0,1,16.7,50.0,3,4,0.0,6,16.7,0,3,,,,,64.2,79.8,68.6,,79.2,,,,1,0,6,0.0,95.8,0.0,0,0,0,0,0,0,0.0,77,12.8,0,175,68.9,67.8,63.4,69.0,62.1,29,29,9.1,2.38,0,1,3.2,48.3,14,7,22.2,30,83.3,4,10,,,,,68.5,61.8,74.1,,57.1,,69.0,,0,1,33,0.0,63.6,0.0,0,1,0,0,1,2,6.1,168,5.8,54.2,24,24,11.6,2.41,0,1,4.0,45.8,11,0,15.4,25,69.4,2,8,,,,,67.8,58.1,73.3,,52.6,,69.0,,0,0,26,,81.6,0.0,0,1,0,0,1,1,3.8,158,6.6,0,80.0,10,11,13.4,2.45,0,1,8.3,54.5,6,11,25.0,11,30.6,2,5,,,,,66.0,78.9,71.0,,78.3,,,,1,1,13,0.0,42.6,0.0,0,0,0,0,0,1,7.7,87,7.9
Braylon Braxton,144442,QB,MARSHALL,1,36,75.0,12,14,8.5,2.79,0,2,12.5,64.3,9,5,0.0,15,41.7,0,6,,,,,66.7,65.1,71.8,,64.8,,,,1,0,17,20.0,120.8,6.7,1,0,0,1,2,1,5.9,86,6.1,0,214,73.1,69.9,71.3,60.4,68.8,16,17,11.0,3.16,0,0,0.0,64.7,11,10,0.0,21,58.3,0,6,,,,,67.5,71.6,72.8,,73.3,,58.2,,0,0,23,10.0,108.2,4.8,1,3,0,1,1,0,0.0,133,7.8,75.0,20,20,9.2,1.98,0,2,9.1,75.0,15,0,0.0,21,58.3,0,8,,,,,67.5,81.5,72.8,,83.0,,57.0,,0,0,23,,132.5,0.0,0,1,0,0,2,0,0.0,166,8.3,0,62.5,8,11,11.9,4.44,0,0,0.0,45.5,5,15,0.0,15,41.7,0,4,,,,,66.7,50.9,71.8,,48.7,,61.8,,1,0,17,13.3,90.3,13.3,2,2,0,2,1,1,5.9,53,4.8
Dillon Gabriel,86272,QB,OREGON,1,35,62.5,8,8,6.6,3.46,0,0,0.0,62.5,5,6,0.0,10,28.6,0,3,,,,,65.4,47.4,70.1,,50.0,,57.3,,0,0,10,16.7,86.5,10.0,1,1,0,0,0,0,0.0,62,7.8,0,264,71.7,63.6,61.1,63.4,77.3,22,23,9.4,2.91,0,1,4.2,73.9,17,8,0.0,25,71.4,0,7,,,,,67.8,68.7,73.3,,66.5,,63.1,,0,1,26,12.5,73.8,4.0,1,1,0,1,0,0,0.0,156,6.8,83.3,18,18,3.7,2.69,0,0,0.0,83.3,15,0,0.0,21,60.0,0,7,,,,,67.4,61.5,72.7,,61.0,,60.5,,0,1,22,,71.1,4.8,1,2,0,0,0,0,0.0,119,6.6,0,58.3,12,13,16.1,3.64,0,1,7.7,53.8,7,14,0.0,14,40.0,0,3,,,,,66.2,61.0,71.2,,60.8,,,,0,0,14,7.1,78.7,7.1,1,0,0,1,0,0,0.0,99,7.6
Seth Henigan,144267,QB,MEMPHIS,1,35,80.0,10,10,14.2,2.91,0,1,10.0,70.0,7,2,12.5,11,31.4,1,7,,,,,65.6,85.4,70.4,,82.7,,63.7,,0,0,11,0.0,144.2,0.0,0,1,0,0,2,0,0.0,106,10.6,0,218,70.7,84.5,86.6,59.5,82.6,23,24,10.0,2.8,0,2,7.4,66.7,16,4,15.8,24,68.6,3,8,,,,,68.0,84.2,73.5,,81.5,,64.3,,0,0,28,0.0,118.9,0.0,0,0,0,1,2,0,0.0,193,8.0,82.1,28,28,11.1,2.69,0,3,10.0,71.4,20,0,13.0,29,82.9,3,13,,,,,68.4,91.6,74.0,,90.6,,70.0,,0,0,32,,137.8,0.0,0,1,0,0,4,0,0.0,246,8.8,0,80.0,5,6,12.2,3.57,0,0,0.0,50.0,3,6,25.0,6,17.1,1,2,,,,,64.6,55.3,69.1,,55.2,,,,0,0,7,0.0,80.6,0.0,0,0,0,1,0,0,0.0,53,8.8
Brady Cook,124199,QB,MISSOURI,1,35,75.0,8,8,12.8,2.31,0,1,12.5,75.0,6,3,0.0,8,22.9,0,3,,,,,64.9,59.7,69.5,,59.6,,,,0,0,8,0.0,156.3,0.0,0,0,0,0,1,0,0.0,114,14.3,0,229,42.7,65.6,64.4,61.6,72.7,22,23,7.2,2.9,0,1,4.3,65.2,15,12,6.3,27,77.1,1,7,,,,,34.0,68.6,73.4,,65.8,,64.3,,0,1,27,25.0,60.6,11.1,3,1,0,1,0,1,3.7,123,5.3,68.4,19,19,9.3,2.34,0,2,10.5,68.4,13,0,0.0,20,57.1,0,7,,,,,28.8,63.7,72.4,,63.4,,,,0,1,20,,86.7,5.0,1,0,0,0,1,1,5.0,146,7.7,0,81.8,11,12,7.7,3.34,0,0,0.0,66.7,8,15,11.1,15,42.9,1,3,,,,,66.4,68.0,71.4,,64.0,,64.3,,0,0,15,13.3,89.2,13.3,2,1,0,1,0,0,0.0,91,7.6
LaNorris Sellers,174326,QB,S CAROLINA,1,35,90.9,11,12,8.8,2.96,0,1,8.3,83.3,10,6,0.0,13,37.1,0,9,,,,,66.0,80.3,71.0,,83.8,,57.0,,0,0,13,0.0,158.3,0.0,0,1,0,1,3,0,0.0,207,17.3,0,289,41.7,73.7,79.8,56.5,73.3,15,18,7.5,3.49,0,0,0.0,61.1,11,9,0.0,22,62.9,0,8,,,,,26.0,69.2,73.1,,71.2,,57.2,,0,1,25,11.1,100.7,4.5,1,3,0,3,2,2,8.0,146,8.1,89.5,19,20,8.5,2.69,0,1,4.5,85.0,17,0,0.0,20,57.1,0,13,,,,,67.4,92.5,72.7,,92.2,,,,0,0,22,,158.3,0.0,0,0,0,1,5,0,0.0,300,15.0,0,57.1,7,10,7.0,4.09,0,0,0.0,40.0,4,15,0.0,15,42.9,0,4,,,,,21.8,38.1,71.6,,38.3,,54.4,,0,1,16,6.7,17.9,6.7,1,4,0,3,0,2,12.5,53,5.3
Hajj-Malik Williams,102348,QB,UNLV,1,35,70.0,10,10,14.0,2.31,0,0,0.0,70.0,7,2,0.0,10,28.6,0,5,,,,,65.4,85.3,70.1,,84.5,,,,0,0,10,0.0,129.2,0.0,0,0,0,0,1,0,0.0,85,8.5,0,325,70.1,80.0,85.3,55.9,73.7,19,19,12.9,2.91,0,2,10.0,68.4,13,8,7.1,25,71.4,1,8,,,,,67.8,77.4,73.3,,78.2,,61.7,,0,0,26,12.5,94.0,4.0,1,5,0,0,0,0,0.0,159,8.4,72.0,25,25,12.0,2.07,0,1,4.0,72.0,18,0,0.0,25,71.4,0,11,,,,,67.7,85.2,73.1,,84.3,,,,0,0,25,,115.1,0.0,0,0,0,0,1,0,0.0,238,9.5,0,75.0,4,4,21.0,4.41,0,1,20.0,50.0,2,10,33.3,10,28.6,1,2,,,,,65.6,71.3,70.4,,73.2,,61.7,,0,0,11,10.0,56.3,10.0,1,5,0,0,0,0,0.0,6,1.5
Matthew Caldwell,150302,QB,TROY,1,35,92.9,14,15,7.1,2.22,0,0,0.0,80.0,12,2,7.7,15,42.9,1,11,,,,,66.5,88.5,71.6,,87.6,,,,0,0,16,0.0,148.5,0.0,0,0,0,1,2,0,0.0,152,10.1,0,318,42.6,82.7,86.6,58.8,88.9,18,18,5.5,2.12,0,0,0.0,77.8,14,3,12.5,20,57.1,2,7,,,,,67.1,77.2,72.4,,76.5,,,,0,0,20,33.3,98.1,5.0,1,0,0,0,0,0,0.0,136,7.6,89.7,29,29,5.9,2.01,0,0,0.0,82.8,24,0,7.7,30,85.7,2,16,,,,,68.3,84.0,73.9,,83.0,,,,0,0,31,,126.0,0.0,0,0,0,0,2,0,0.0,253,8.7,1,100.0,3,4,9.3,3.04,0,0,0.0,50.0,2,5,33.3,5,14.3,1,2,,,,,63.8,82.0,68.1,,81.4,,,,0,0,5,20.0,80.2,20.0,1,0,0,1,0,0,0.0,35,8.8
Marcel Reed,175940,QB,TEXAS A&M,1,35,71.4,7,7,10.6,3.33,0,0,0.0,71.4,5,4,0.0,8,22.9,0,3,,,,,65.1,60.5,69.8,,55.5,,64.3,,0,1,9,0.0,62.5,0.0,0,1,0,0,0,1,11.1,68,9.7,0,312,69.3,78.6,72.1,77.0,66.7,24,25,13.3,2.97,0,3,11.5,60.0,15,3,6.3,27,77.1,1,13,,,,,68.0,81.4,73.5,,77.0,,71.3,,0,0,28,0.0,112.1,0.0,0,2,1,0,2,0,0.0,200,8.0,73.1,26,27,13.0,2.78,0,3,10.7,70.4,19,0,0.0,28,80.0,0,15,,,,,68.1,89.5,73.6,,86.9,,64.6,,0,0,29,,126.6,0.0,0,1,1,0,2,0,0.0,267,9.9,0,40.0,5,5,11.0,4.14,0,0,0.0,20.0,1,7,50.0,7,20.0,1,1,,,,,64.9,38.8,69.5,,28.3,,71.1,,0,1,8,0.0,0.0,0.0,0,2,0,0,0,1,12.5,1,0.2
Cooper Legas,101286,QB,TULSA,1,35,50.0,12,12,9.4,2.71,0,1,8.3,50.0,6,4,0.0,13,37.1,0,4,,,,,66.0,49.9,71.0,,45.4,,64.1,,0,1,13,0.0,52.1,0.0,0,1,0,0,1,1,7.7,44,3.7,0,320,72.8,67.9,67.8,61.3,73.7,19,20,14.3,2.81,0,3,12.5,70.0,14,7,0.0,22,62.9,0,8,,,,,67.9,77.9,73.4,,79.2,,58.7,,0,0,27,0.0,145.6,0.0,0,2,0,1,2,0,0.0,249,12.5,63.6,22,22,11.8,2.44,0,3,13.0,63.6,14,0,0.0,24,68.6,0,8,,,,,67.7,67.9,73.1,,67.0,,62.0,,0,0,25,,122.7,0.0,0,2,0,0,2,0,0.0,197,9.0,0,66.7,9,10,13.8,3.49,0,1,7.7,60.0,6,11,0.0,11,31.4,0,4,,,,,66.4,66.9,71.4,,65.7,,62.1,,0,1,15,0.0,85.8,0.0,0,1,0,1,1,1,6.7,96,9.6
Maddux Madsen,163379,QB,BOISE ST,1,34,80.0,20,20,7.7,2.97,0,0,0.0,75.0,15,8,6.3,23,67.6,1,10,,,,,67.5,70.1,72.8,,73.9,,52.9,,0,0,23,12.5,123.8,4.3,1,2,0,0,1,1,4.3,204,10.2,0,120,69.7,75.2,73.6,64.2,77.8,9,10,10.9,2.75,0,0,0.0,70.0,7,2,0.0,11,32.4,0,3,,,,,66.0,67.6,71.0,,67.2,,,,0,0,13,50.0,94.6,9.1,1,0,0,1,0,0,0.0,82,8.2,78.3,23,23,8.7,2.69,0,0,0.0,73.9,17,0,5.6,24,70.6,1,9,,,,,67.8,66.8,73.3,,68.2,,57.3,,0,0,26,,115.9,0.0,0,1,0,0,1,1,3.8,208,9.0,0,83.3,6,7,8.3,3.4,0,0,0.0,71.4,5,10,0.0,10,29.4,0,4,,,,,65.4,74.2,70.1,,78.2,,57.3,,0,0,10,20.0,108.0,20.0,2,1,0,1,0,0,0.0,78,11.1
Parker Navarro,123758,QB,OHIO,1,34,72.7,11,11,8.6,2.28,0,1,9.1,72.7,8,1,0.0,11,32.4,0,4,,,,,65.6,91.5,70.4,,91.2,,,,0,0,11,0.0,102.5,0.0,0,0,0,0,0,0,0.0,105,9.5,0,259,73.1,90.9,88.5,75.4,78.9,19,21,10.1,2.83,2,2,9.1,66.7,14,3,6.7,23,67.6,1,8,,,,,67.6,77.3,73.0,,76.7,,62.0,,0,1,24,0.0,71.9,0.0,0,2,0,0,0,1,4.2,172,8.2,74.1,27,28,8.7,2.51,1,2,6.9,71.4,20,0,0.0,30,88.2,0,12,,,,,68.3,82.0,73.9,,81.4,,62.0,,0,1,31,,85.3,0.0,0,2,0,0,0,1,3.2,259,9.3,0,100.0,3,4,17.3,3.73,1,1,25.0,50.0,2,4,33.3,4,11.8,1,0,,,,,63.3,91.7,67.4,,91.5,,,,0,0,4,0.0,62.5,0.0,0,0,0,0,0,0,0.0,18,4.5
Luke Altmyer,146802,QB,ILLINOIS,1,33,87.5,8,14,12.5,3.05,0,1,7.1,50.0,7,8,0.0,14,42.4,0,3,,,,,66.2,70.8,71.2,,70.4,,,,1,0,14,0.0,73.8,0.0,0,0,0,5,0,0,0.0,101,7.2,0,187,31.9,66.9,69.2,55.2,77.8,18,18,6.7,2.64,0,1,5.6,66.7,12,4,14.3,19,57.6,2,8,,,,,67.0,67.9,72.2,,65.3,,63.1,,0,0,19,0.0,124.8,0.0,0,1,0,0,2,1,5.3,130,7.2,81.0,21,21,8.7,2.23,0,1,4.8,71.4,15,0,11.8,21,63.6,2,8,,,,,67.2,69.1,72.5,,68.6,,,,0,0,21,,130.1,0.0,0,0,0,0,2,1,4.8,185,8.8,0,80.0,5,11,7.8,3.83,0,1,9.1,36.4,4,12,0.0,12,36.4,0,3,,,,,65.8,69.2,70.7,,65.5,,63.1,,1,0,12,0.0,49.8,0.0,0,1,0,5,0,0,0.0,46,4.2
