player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Hank Bachmeier,101284,QB,WAKE,1,18,60.0,5,5,5.8,3.13,0,0,0.0,40.0,2,2,33.3,6,33.3,1,2,,,,,64.6,67.4,69.1,,62.2,,64.2,,0,0,7,0.0,51.3,0.0,0,1,0,0,0,0,0.0,19,3.8,0,339,69.3,66.1,67.1,58.9,87.5,8,8,5.3,2.82,0,1,9.1,87.5,7,3,0.0,12,66.7,0,2,,,,,66.4,66.1,71.4,,68.0,,57.8,,0,0,15,66.7,89.1,16.7,2,1,0,0,0,0,0.0,43,5.4,83.3,12,12,5.3,2.28,0,1,7.1,75.0,9,0,10.0,13,72.2,1,3,,,,,66.4,81.8,71.4,,81.0,,,,0,0,15,,86.1,0.0,0,0,0,0,0,0,0.0,62,5.2,0,0.0,1,1,7.0,4.6,0,0,0.0,0.0,0,5,,5,27.8,0,1,,,,,64.6,42.7,69.1,,36.1,,62.5,,0,0,7,40.0,39.6,40.0,2,2,0,0,0,0,0.0,0,0.0
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,18,66.7,3,3,15.0,4.37,0,0,0.0,66.7,2,2,0.0,3,16.7,0,2,,,,,62.7,60.9,66.6,,60.8,,,,0,0,3,0.0,109.7,0.0,0,0,0,0,0,0,0.0,38,12.7,0,144,69.3,75.8,77.8,51.9,92.9,14,14,6.4,2.96,0,2,13.3,85.7,12,4,7.7,15,83.3,1,5,,,,66.7,66.9,82.4,72.1,,80.7,74.2,57.0,,0,0,16,0.0,136.3,0.0,0,1,0,0,1,0,0.0,154,11.0,91.7,12,12,5.3,2.44,0,1,7.7,83.3,10,0,9.1,12,66.7,1,5,,,,66.7,66.4,81.6,71.5,,75.9,74.2,,,0,0,13,,141.0,0.0,0,0,0,0,1,0,0.0,134,11.2,0,80.0,5,5,14.4,4.7,0,1,20.0,80.0,4,6,0.0,6,33.3,0,2,,,,,64.2,66.2,68.6,,71.2,,57.0,,0,0,6,0.0,115.0,0.0,0,1,0,0,0,0,0.0,58,11.6
Tony Muskett,142933,QB,VIRGINIA,1,17,57.1,7,8,5.6,1.96,0,0,0.0,50.0,4,5,0.0,10,58.8,0,1,,,,,65.6,51.1,70.4,,51.0,,,,1,0,11,40.0,57.8,20.0,2,0,0,0,0,0,0.0,27,3.4,0,335,68.3,70.3,66.9,65.8,100.0,6,6,8.8,3.27,0,1,16.7,83.3,5,2,16.7,7,41.2,1,2,,,,,64.6,78.6,69.1,,83.7,,57.3,,0,0,7,0.0,118.8,0.0,0,1,0,0,0,0,0.0,76,12.7,77.8,9,9,8.0,2.3,0,1,10.0,77.8,7,0,0.0,10,58.8,0,3,,,,,65.6,74.1,70.4,,77.6,,57.3,,0,0,11,,104.6,0.0,0,1,0,0,0,0,0.0,82,9.1,0,75.0,4,5,5.0,2.79,0,0,0.0,40.0,2,7,33.3,7,41.2,1,0,,,,,64.6,48.9,69.1,,48.9,,,,1,0,7,28.6,52.9,28.6,2,0,0,0,0,0,0.0,21,4.2
Tate Rodemaker,122414,QB,SO MISS,1,16,66.7,6,6,9.2,2.08,0,0,0.0,50.0,3,3,25.0,6,37.5,1,2,,,,,64.2,46.0,68.6,,46.1,,,,0,0,6,0.0,66.7,0.0,0,0,0,0,0,1,16.7,33,5.5,0,296,67.5,35.8,29.9,63.1,37.5,8,9,13.3,2.33,0,0,0.0,33.3,3,6,0.0,10,62.5,0,1,,,,,65.6,29.8,70.4,,29.9,,,,0,1,11,16.7,4.2,10.0,1,0,0,1,0,2,18.2,30,3.3,57.1,7,7,10.1,1.97,0,0,0.0,42.9,3,0,25.0,7,43.8,1,1,,,,,64.9,45.9,69.5,,46.0,,,,0,0,8,,50.3,0.0,0,0,0,0,0,1,12.5,18,2.6,0,42.9,7,8,12.9,2.44,0,0,0.0,37.5,3,9,0.0,9,56.3,0,2,,,,,65.1,29.0,69.8,,29.1,,,,0,1,9,11.1,17.2,11.1,1,0,0,1,0,2,22.2,45,5.6
Ben Wooldridge,82115,QB,LA LAFAYET,1,16,33.3,3,4,8.7,3.26,0,0,0.0,25.0,1,1,0.0,5,31.3,0,2,,,,,64.2,32.6,68.6,,28.3,,64.3,,0,1,6,0.0,5.2,0.0,0,1,0,1,0,1,16.7,17,4.3,0,207,67.6,51.2,46.2,64.7,77.8,9,9,12.0,2.93,0,0,0.0,77.8,7,2,0.0,11,68.8,0,2,,,,,65.8,62.2,70.7,,64.6,,57.3,,0,0,12,50.0,100.9,9.1,1,1,0,0,0,0,0.0,74,8.2,66.7,12,13,11.2,2.45,0,0,0.0,61.5,8,0,0.0,13,81.3,0,3,,,,,66.0,54.6,71.0,,54.5,,,,0,1,13,,50.5,0.0,0,0,0,1,0,1,7.7,91,7.0,0,,0,0,,5.53,0,0,0.0,,0,3,,3,18.8,0,1,,,,,63.8,43.6,68.1,,36.2,,62.1,,0,0,5,33.3,0.0,33.3,1,2,0,0,0,0,0.0,0,
Zach Gibson,100201,QB,GA STATE,1,16,75.0,4,4,12.8,2.28,0,1,25.0,50.0,2,0,33.3,4,25.0,1,2,,,,,63.3,83.3,67.4,,82.6,,,,0,0,4,,95.8,0.0,0,0,0,0,0,0,0.0,51,12.8,0,175,67.4,82.5,84.2,60.0,77.8,9,10,9.8,1.98,0,1,10.0,70.0,7,5,0.0,12,75.0,0,3,,,,,65.8,72.9,71.0,,76.5,,57.0,,1,1,13,40.0,75.0,16.7,2,0,0,0,1,0,0.0,50,5.0,81.8,11,11,9.7,2.02,0,2,18.2,72.7,8,0,11.1,11,68.8,1,5,,,,,65.6,90.8,70.4,,90.5,,,,0,0,11,,129.7,0.0,0,0,0,0,1,0,0.0,97,8.8,0,50.0,2,3,16.0,2.12,0,0,0.0,33.3,1,5,0.0,5,31.3,0,0,,,,,63.8,50.5,68.6,,54.8,,57.0,,1,1,6,40.0,2.8,40.0,2,0,0,0,0,0,0.0,4,1.3
Cutter Boley,184630,QB,KENTUCKY,1,15,66.7,6,7,12.0,2.54,1,0,0.0,57.1,4,2,0.0,8,53.3,0,2,,,,,65.1,65.3,69.8,,65.0,,,,0,0,9,50.0,114.9,12.5,1,0,0,0,2,0,0.0,43,6.1,0,202,69.5,76.2,69.1,72.0,85.7,7,7,5.9,3.03,0,0,0.0,85.7,6,0,0.0,7,46.7,0,4,,,,,64.6,69.7,69.1,,69.4,,,,0,0,7,,118.5,0.0,0,0,0,0,0,0,0.0,87,12.4,83.3,12,13,8.7,2.77,1,0,0.0,76.9,10,0,0.0,13,86.7,0,6,,,,,66.0,75.5,71.0,,75.0,,,,0,0,13,,147.4,0.0,0,0,0,0,2,0,0.0,130,10.0,0,0.0,1,1,9.0,2.75,0,0,0.0,0.0,0,2,,2,13.3,0,0,,,,,62.7,48.3,66.6,,48.4,,,,0,0,3,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Demond Williams Jr.,183648,QB,WASHINGTON,1,12,100.0,4,4,-1.5,3.06,0,0,0.0,100.0,4,2,0.0,7,58.3,0,4,,,,,64.9,70.7,69.5,,64.4,,66.4,,0,0,8,0.0,151.0,0.0,0,3,0,0,1,0,0.0,43,10.8,0,340,67.8,71.5,58.1,72.9,100.0,3,4,0.7,2.06,0,0,0.0,75.0,3,1,0.0,5,41.7,0,0,,,,,63.8,52.6,68.1,,52.5,,,,0,0,5,100.0,89.6,20.0,1,0,0,1,0,0,0.0,24,6.0,100.0,7,8,-0.6,2.07,0,0,0.0,87.5,7,0,0.0,9,75.0,0,3,,,,,65.4,60.3,70.1,,63.9,,57.0,,0,0,10,,141.1,0.0,0,1,0,1,1,0,0.0,67,8.4,0,,0,0,,4.37,0,0,,,0,3,,3,25.0,0,1,,,,,62.7,68.6,66.6,,60.0,,70.8,,0,0,3,33.3,0.0,33.3,1,2,0,0,0,0,0.0,0,
Ty Simpson,157008,QB,ALABAMA,1,11,50.0,2,2,26.0,3.9,0,0,0.0,50.0,1,2,0.0,3,27.3,0,1,,,,,62.7,69.6,66.6,,59.3,,64.9,,0,0,3,0.0,56.3,0.0,0,1,0,0,0,0,0.0,5,2.5,0,103,66.8,74.8,66.9,71.9,62.5,8,8,18.9,3.4,0,1,11.1,50.0,4,2,20.0,8,72.7,1,3,,,,,65.1,68.4,69.8,,68.1,,,,0,0,9,0.0,78.1,0.0,0,0,0,0,0,0,0.0,66,8.3,71.4,7,7,14.4,2.26,0,0,0.0,57.1,4,0,20.0,7,63.6,1,2,,,,,64.6,66.0,69.1,,65.7,,,,0,0,7,,66.4,0.0,0,0,0,0,0,0,0.0,28,4.0,0,33.3,3,3,34.0,5.78,0,1,25.0,33.3,1,4,0.0,4,36.4,0,2,,,,,63.8,71.6,68.1,,64.7,,64.9,,0,0,5,0.0,81.9,0.0,0,1,0,0,0,0,0.0,43,14.3
Braxton Woodson,175276,QB,NAVY,1,11,0.0,1,1,7.0,1.4,0,0,0.0,0.0,0,0,,1,9.1,0,0,,,,,60.3,53.5,63.6,,53.7,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,237,29.1,46.8,48.7,53.3,50.0,8,9,8.3,2.3,1,0,0.0,33.3,3,2,25.0,10,90.9,1,0,,,,,65.4,50.8,70.1,,50.7,,,,0,1,10,50.0,2.8,10.0,1,0,0,0,0,0,0.0,13,1.4,50.0,8,9,8.8,1.74,1,0,0.0,33.3,3,0,25.0,9,81.8,1,0,,,,,65.1,52.1,69.8,,52.1,,,,0,1,9,,2.8,0.0,0,0,0,0,0,0,0.0,13,1.4,0,0.0,1,1,3.0,4.35,0,0,0.0,0.0,0,2,,2,18.2,0,0,,,,,61.8,50.5,65.5,,50.8,,,,0,0,2,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Ryan Browne,174949,QB,PURDUE,1,10,50.0,4,5,10.3,2.0,0,0,0.0,40.0,2,0,0.0,5,50.0,0,1,,,,,63.8,49.4,68.1,,49.5,,,,0,0,5,,98.3,0.0,0,0,0,1,1,0,0.0,28,5.6,0,273,65.4,48.3,50.3,57.3,100.0,2,2,0.0,3.82,0,0,0.0,50.0,1,4,50.0,5,50.0,1,1,,,,,63.8,52.8,68.1,,57.9,,57.3,,0,0,5,50.0,68.8,40.0,2,1,0,0,0,0,0.0,12,6.0,60.0,5,6,7.2,1.85,0,0,0.0,50.0,3,0,0.0,6,60.0,0,2,,,,,64.2,51.0,68.6,,51.0,,,,0,0,6,,111.1,0.0,0,0,0,1,1,0,0.0,40,6.7,0,100.0,1,1,5.0,4.5,0,0,0.0,0.0,0,4,100.0,4,40.0,1,0,,,,,63.3,50.9,67.4,,56.4,,57.3,,0,0,4,50.0,39.6,50.0,2,1,0,0,0,0,0.0,0,0.0
Ethan Crawford,173571,QB,SO MISS,1,9,0.0,1,2,5.0,3.03,0,0,0.0,0.0,0,2,,3,33.3,0,1,,,,,62.7,60.5,66.6,,50.8,,64.2,,0,0,3,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0,0,296,24.7,59.6,42.0,67.2,100.0,3,3,-2.0,3.22,0,0,0.0,100.0,3,4,0.0,6,66.7,0,0,,,,,13.4,43.1,68.6,,46.6,,57.0,,0,0,6,50.0,79.2,33.3,2,1,0,0,0,1,16.7,7,2.3,66.7,3,3,-2.0,2.17,0,0,0.0,66.7,2,0,0.0,3,33.3,0,0,,,,,62.7,56.2,66.6,,56.1,,,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,3,1.0,0,100.0,1,2,5.0,3.65,0,0,0.0,50.0,1,6,0.0,6,66.7,0,1,,,,,13.4,46.7,68.6,,40.1,,61.5,,0,0,6,33.3,56.3,33.3,2,2,0,1,0,1,16.7,4,2.0
Beau Pribula,164182,QB,PENN STATE,1,8,100.0,2,2,-3.0,2.6,0,0,0.0,100.0,2,0,0.0,2,25.0,0,0,,,,,61.8,62.8,65.5,,62.6,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,5,2.5,0,266,69.8,93.1,93.6,69.2,83.3,6,6,16.8,2.5,0,2,33.3,50.0,3,2,40.0,6,75.0,2,3,,,,,64.2,94.7,68.6,,94.3,,,,0,0,6,0.0,120.1,0.0,0,0,0,0,1,0,0.0,53,8.8,83.3,6,6,11.8,2.45,0,2,33.3,50.0,3,0,40.0,6,75.0,2,1,,,,,64.2,92.7,68.6,,92.4,,,,0,0,6,,103.5,0.0,0,0,0,0,1,0,0.0,29,4.8,0,100.0,2,2,12.0,2.75,0,0,0.0,100.0,2,2,0.0,2,25.0,0,2,,,,,61.8,84.8,65.5,,84.0,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,29,14.5
Conner Weigman,158683,QB,TEXAS A&M,1,8,50.0,2,2,9.0,3.35,0,0,0.0,50.0,1,1,0.0,2,25.0,0,1,,,,,61.8,55.5,65.5,,55.5,,,,0,0,2,0.0,72.9,0.0,0,0,0,0,0,0,0.0,14,7.0,0,312,64.9,43.4,45.6,57.3,33.3,3,3,32.7,3.58,0,0,0.0,33.3,1,3,0.0,6,75.0,0,1,,,,,64.2,42.6,68.6,,45.3,,57.3,,0,1,6,66.7,22.2,33.3,2,1,0,0,0,1,16.7,23,7.7,66.7,3,3,21.3,2.78,0,0,0.0,66.7,2,0,0.0,4,50.0,0,2,,,,,63.3,51.2,67.4,,55.2,,57.3,,0,1,4,,69.4,0.0,0,1,0,0,0,1,25.0,37,12.3,0,0.0,2,2,26.0,4.28,0,0,0.0,0.0,0,4,,4,50.0,0,0,,,,,63.3,43.7,67.4,,43.9,,,,0,0,4,50.0,39.6,50.0,2,0,0,0,0,0,0.0,0,0.0
Brad Jackson,184354,QB,TEXAS ST,1,7,100.0,3,4,5.3,2.08,1,0,0.0,75.0,3,1,0.0,4,57.1,0,2,,,,,63.3,71.1,67.4,,70.7,,,,0,0,4,0.0,108.3,0.0,0,0,0,0,0,0,0.0,42,10.5,0,314,67.2,67.4,63.9,64.0,50.0,2,2,12.5,2.77,0,0,0.0,50.0,1,0,0.0,3,42.9,0,1,,,,,63.3,49.6,67.4,,54.0,,57.3,,0,0,4,,135.4,0.0,0,1,0,0,1,0,0.0,60,30.0,80.0,5,5,8.2,2.37,0,0,0.0,80.0,4,0,0.0,6,85.7,0,3,,,,,64.6,61.6,69.1,,65.7,,57.3,,0,0,7,,158.3,0.0,0,1,0,0,1,0,0.0,102,20.4,0,,0,1,,2.4,1,0,0.0,0.0,0,1,,1,14.3,0,0,,,,,60.3,59.7,63.6,,60.0,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Ruel Tomlinson,188241,QB,KENT STATE,1,7,0.0,1,1,6.0,3.8,0,0,0.0,0.0,0,1,,2,28.6,0,0,,,,,61.8,50.9,65.5,,51.1,,,,0,0,2,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0,0,201,19.4,48.8,48.2,56.9,33.3,3,3,22.3,3.28,0,0,0.0,0.0,0,2,100.0,5,71.4,1,1,,,,,63.8,57.4,68.1,,52.8,,62.6,,0,0,5,0.0,39.6,0.0,0,2,0,0,0,0,0.0,0,0.0,25.0,4,4,18.3,2.15,0,0,0.0,0.0,0,0,100.0,4,57.1,1,0,,,,,63.3,49.1,67.4,,49.3,,,,0,0,4,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,5.13,0,0,,,0,3,,3,42.9,0,1,,,,,62.7,62.3,66.6,,60.0,,62.6,,0,0,3,33.3,0.0,33.3,1,2,0,0,0,0,0.0,0,
John-Keawe Sagapolutele,175709,QB,HAWAII,1,6,,0,0,,2.8,0,0,,,0,1,,1,16.7,0,0,,,,,60.3,59.7,63.6,,60.0,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,180,64.2,42.8,42.2,,40.0,5,5,17.2,2.36,0,1,20.0,40.0,2,1,0.0,5,83.3,0,1,,,,,63.8,42.6,68.1,,42.9,,,,0,2,5,0.0,18.3,0.0,0,0,0,0,0,1,20.0,27,5.4,50.0,4,4,13.5,2.28,0,1,25.0,50.0,2,0,0.0,4,66.7,0,1,,,,,63.3,47.4,67.4,,47.6,,,,0,2,4,,32.3,0.0,0,0,0,0,0,1,25.0,27,6.8,0,0.0,1,1,32.0,2.75,0,0,0.0,0.0,0,2,,2,33.3,0,0,,,,,61.8,47.3,65.5,,47.6,,,,0,0,2,50.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0
Miles O'Neill,191260,QB,TEXAS A&M,1,6,100.0,1,1,12.0,3.2,0,0,0.0,100.0,1,0,0.0,1,16.7,0,1,,,,,60.3,75.0,63.6,,74.3,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,0,312,64.2,89.0,88.5,,80.0,5,5,6.6,2.56,0,0,0.0,80.0,4,1,0.0,5,83.3,0,3,,,,,63.8,83.0,68.1,,82.3,,,,0,0,5,0.0,137.9,0.0,0,0,0,0,1,0,0.0,38,7.6,80.0,5,5,6.4,2.58,0,0,0.0,80.0,4,0,0.0,5,83.3,0,3,,,,,63.8,83.0,68.1,,82.3,,,,0,0,5,,134.6,0.0,0,0,0,0,1,0,0.0,34,6.8,0,100.0,1,1,13.0,3.1,0,0,0.0,100.0,1,1,0.0,1,16.7,0,1,,,,,60.3,75.0,63.6,,74.3,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0
Walker White,184413,QB,AUBURN,1,6,0.0,2,2,9.0,1.55,0,0,0.0,0.0,0,0,,2,33.3,0,0,,,,,61.8,35.9,65.5,,36.5,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,115,19.9,31.4,36.2,47.6,66.7,3,3,10.7,2.45,0,0,0.0,66.7,2,0,0.0,4,66.7,0,1,,,,,63.3,46.1,67.4,,49.7,,57.3,,0,0,4,,82.6,0.0,0,1,0,0,0,1,25.0,18,6.0,40.0,5,5,10.0,2.15,0,0,0.0,40.0,2,0,0.0,6,100.0,0,1,,,,,64.2,34.2,68.6,,36.2,,57.3,,0,0,6,,50.4,0.0,0,1,0,0,0,1,16.7,18,3.6,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Dylan Lonergan,172386,QB,ALABAMA,1,6,100.0,2,2,3.0,2.15,0,0,0.0,100.0,2,1,0.0,2,33.3,0,1,,,,,61.8,72.1,65.5,,71.6,,,,0,0,2,0.0,79.2,0.0,0,0,0,0,0,0,0.0,6,3.0,0,103,64.2,61.4,60.8,,75.0,4,4,3.0,1.8,0,0,0.0,75.0,3,1,0.0,4,66.7,0,0,,,,,63.3,51.6,67.4,,51.6,,,,0,0,4,0.0,82.3,0.0,0,0,0,0,0,0,0.0,17,4.3,100.0,4,4,3.5,1.68,0,0,0.0,100.0,4,0,0.0,4,66.7,0,1,,,,,63.3,71.6,67.4,,71.2,,,,0,0,4,,89.6,0.0,0,0,0,0,0,0,0.0,22,5.5,0,50.0,2,2,2.0,2.4,0,0,0.0,50.0,1,2,0.0,2,33.3,0,0,,,,,61.8,47.1,65.5,,47.3,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,1,0.5
Quentin Hayes,186423,QB,AIR FORCE,1,6,100.0,1,1,36.0,4.0,0,1,100.0,100.0,1,0,0.0,1,16.7,0,1,,,,,60.3,90.2,63.6,,89.4,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,36,36.0,0,101,31.8,93.2,92.1,75.8,100.0,4,4,13.5,3.08,0,2,40.0,100.0,4,2,0.0,5,83.3,0,4,,,,66.7,64.9,92.4,69.1,,84.9,92.3,,,0,0,6,50.0,118.8,20.0,1,0,0,0,0,0,0.0,74,18.5,100.0,4,4,16.8,3.28,0,2,50.0,100.0,4,0,0.0,4,66.7,0,4,,,,66.7,64.2,94.3,68.1,,90.6,92.3,,,0,0,4,,118.8,0.0,0,0,0,0,0,0,0.0,85,21.3,0,100.0,1,1,23.0,3.15,0,1,50.0,100.0,1,2,0.0,2,33.3,0,1,,,,,62.7,83.0,66.6,,82.3,,,,0,0,3,50.0,118.8,50.0,1,0,0,0,0,0,0.0,25,25.0
Gevani McCoy,147609,QB,OREGON ST,1,4,0.0,1,1,11.0,4.2,0,0,0.0,0.0,0,2,,3,75.0,0,0,,,,,62.7,48.8,66.6,,54.1,,57.3,,0,0,3,50.0,39.6,33.3,1,1,0,0,0,0,0.0,0,0.0,0,265,65.2,51.6,48.6,60.2,0.0,1,1,-6.0,3.5,0,0,0.0,0.0,0,1,,1,25.0,0,0,,,,,60.3,54.8,63.6,,55.3,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,11.0,5.3,0,0,0.0,0.0,0,0,,1,25.0,0,0,,,,,60.3,56.5,63.6,,56.6,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,1,1,-6.0,3.6,0,0,0.0,0.0,0,3,,3,75.0,0,0,,,,,62.7,44.9,66.6,,50.8,,57.3,,0,0,3,33.3,39.6,33.3,1,1,0,0,0,0,0.0,0,0.0
Brandon Nunez,183978,QB,NEW MEX ST,1,4,50.0,4,4,1.0,2.28,0,0,0.0,25.0,1,1,50.0,4,100.0,1,1,,,,,63.3,50.2,67.4,,50.2,,,,0,0,4,0.0,39.6,0.0,0,0,0,0,0,0,0.0,12,3.0,0,242,66.6,59.2,50.2,64.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,33.3,3,3,0.3,2.53,0,0,0.0,33.3,1,0,0.0,3,75.0,0,1,,,,,62.7,47.9,66.6,,48.0,,,,0,0,3,,46.5,0.0,0,0,0,0,0,0,0.0,12,4.0,0,100.0,1,1,3.0,1.5,0,0,0.0,0.0,0,1,100.0,1,25.0,1,0,,,,,60.3,60.8,63.6,,60.6,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Bryson Barnes,131845,QB,UTAH ST,1,3,100.0,2,2,1.5,1.9,0,0,0.0,100.0,2,1,0.0,2,66.7,0,2,,,,,61.8,76.1,65.5,,75.5,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,2,0,0.0,4,2.0,0,329,69.7,60.3,64.8,57.6,,0,0,,5.6,0,0,,,0,0,,1,33.3,0,0,,,,,61.8,43.8,65.5,,57.4,,57.8,,0,0,2,,0.0,0.0,0,1,0,0,0,0,0.0,0,,100.0,1,1,-5.0,3.9,0,0,0.0,100.0,1,0,0.0,2,66.7,0,1,,,,,61.8,56.2,65.5,,60.4,,57.8,,0,0,2,,118.8,0.0,0,1,0,0,1,0,0.0,2,2.0,0,100.0,1,1,8.0,1.6,0,0,0.0,100.0,1,1,0.0,1,33.3,0,1,,,,,61.8,64.0,65.5,,63.8,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,1,0,0.0,2,2.0
