player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Josh Hoover,127148,QB,TCU,5,0.97,0,189,305,71.1,142,147,10.8,2.66,1,11,6.9,63.9,94,43,6.9,166,87.8,7,70,2,3,178,23.3,119.1,6.0,10,9,0,2,14,9,5.1,1427,9.7,73.0,111,115,8.5,2.57,0,7,5.6,67.0,77,34,4.9,130,68.8,4,47,2,3,139,23.5,114.4,6.2,8,7,0,2,10,9,6.5,1060,9.2,75.0,52,53,10.1,2.35,1,4,7.1,67.9,36,10,7.7,59,31.2,3,27,0,1,62,20.0,118.2,3.4,2,2,0,0,5,1,1.6,457,8.6,0,90.5,21,21,-3.2,1.37,0,0,0.0,90.5,19,1,0.0,23,12.2,0,4,0,1,23,0.0,80.6,0.0,0,0,0,0,1,1,4.3,90,4.3,-0.6
Malik Washington,198729,QB,MARYLAND,5,2.33,0,189,215,73.2,142,157,9.8,2.78,7,8,5.0,55.4,87,41,16.3,163,86.2,17,54,1,2,168,4.9,90.8,1.2,2,4,0,7,9,4,2.4,1081,6.9,75.4,130,141,7.5,2.56,6,6,4.2,59.6,84,35,14.3,146,77.2,14,46,0,2,149,5.7,88.4,1.4,2,3,0,5,6,3,2.0,961,6.8,81.6,38,42,8.7,2.79,1,2,4.5,61.9,26,6,16.1,43,22.8,5,17,1,0,45,0.0,106.8,0.0,0,1,0,2,3,1,2.2,296,7.0,0,96.2,26,26,-3.1,1.61,0,0,0.0,88.5,23,0,8.0,26,13.8,2,9,0,0,26,,94.9,0.0,0,0,0,0,0,0,0.0,176,6.8,0.23
Nico Iamaleava,174728,QB,UCLA,5,-0.94,0,188,324,74.0,131,141,9.4,2.78,4,3,2.0,64.5,91,74,6.2,177,94.1,6,69,2,2,186,17.6,91.6,7.3,13,23,2,2,6,3,1.6,930,6.6,74.8,103,109,8.4,2.81,1,1,0.9,66.1,72,61,6.5,142,75.5,5,53,0,3,150,21.3,79.7,9.2,13,20,2,3,3,3,2.0,650,6.0,76.3,38,43,8.9,2.47,3,2,4.4,65.1,28,15,3.4,46,24.5,1,16,2,0,48,0.0,110.3,0.0,0,3,0,0,3,0,0.0,317,7.4,0,90.0,10,11,-2.1,1.91,0,0,0.0,81.8,9,2,0.0,11,5.9,0,0,0,1,12,0.0,42.8,0.0,0,0,0,1,0,0,0.0,37,3.4,1.41
Kevin Jennings,158272,QB,SMU,5,1.7,0,188,287,75.6,123,129,11.1,3.24,1,10,7.2,64.3,83,48,10.8,154,81.9,10,58,1,6,164,20.8,106.8,6.5,10,15,0,4,12,10,6.1,1221,9.5,80.8,104,107,7.0,3.01,0,6,5.3,71.0,76,39,9.5,127,67.6,8,42,1,4,134,20.5,101.7,6.3,8,12,0,2,7,5,3.7,879,8.2,80.8,52,55,10.5,2.63,1,4,6.9,72.7,40,9,4.8,61,32.4,2,22,0,2,64,22.2,124.2,3.3,2,3,0,2,6,5,7.8,532,9.7,0,100.0,33,33,-3.0,1.26,0,0,0.0,100.0,33,0,0.0,34,18.1,0,6,0,0,34,,100.8,0.0,0,0,0,0,1,0,0.0,190,5.8,1.46
Cade Klubnik,156253,QB,CLEMSON,5,9.6,0,188,140,69.6,135,149,11.1,2.92,4,6,3.8,59.7,89,69,5.3,162,86.2,5,58,3,4,172,8.7,93.5,3.7,6,7,1,6,9,4,2.3,1169,7.8,71.1,121,131,9.0,2.7,4,4,2.9,61.8,81,51,5.8,141,75.0,5,41,2,3,149,7.8,77.7,2.8,4,6,1,3,3,3,2.0,818,6.2,83.8,37,42,9.2,2.93,1,2,4.5,71.4,30,21,3.2,47,25.0,1,20,1,1,49,9.5,134.1,4.3,2,3,0,3,7,1,2.0,432,10.3,0,100.0,23,24,-3.2,1.72,1,0,0.0,91.7,22,3,4.3,26,13.8,1,3,0,0,26,0.0,94.6,0.0,0,2,0,0,1,0,0.0,81,3.4,4.05
Rocco Becht,157567,QB,IOWA STATE,6,-12.09,0,188,193,71.9,160,163,10.6,2.62,1,10,5.7,63.8,104,39,9.6,183,97.3,11,63,0,2,196,28.2,104.1,6.0,11,9,0,2,9,3,1.5,1389,8.5,75.4,114,115,8.2,2.56,0,5,4.1,68.7,79,25,8.1,131,69.7,7,41,0,1,139,36.0,111.8,6.9,9,7,0,1,9,1,0.7,827,7.2,66.7,51,53,15.0,2.66,1,5,8.6,56.6,30,14,11.8,57,30.3,4,23,0,1,62,14.3,87.8,3.5,2,2,0,1,0,2,3.2,590,11.1,0,100.0,5,5,0.4,1.7,0,0,0.0,100.0,5,0,0.0,5,2.7,0,1,0,0,5,,90.0,0.0,0,0,0,0,0,0,0.0,28,5.6,3.94
Diego Pavia,156927,QB,VANDERBILT,6,-4.97,0,185,333,75.2,133,138,11.5,2.82,1,12,8.1,67.4,93,54,7.0,160,86.5,7,71,1,4,171,7.4,112.8,2.5,4,17,0,3,12,7,4.1,1246,9.0,81.3,107,111,8.9,2.66,1,10,8.5,73.0,81,40,6.9,126,68.1,6,58,1,2,132,7.5,125.4,2.4,3,12,0,2,11,6,4.5,984,8.9,72.9,48,50,10.9,2.51,0,2,3.6,68.0,34,15,2.9,59,31.9,1,23,0,2,64,6.7,97.8,1.7,1,5,0,2,3,1,1.6,429,8.6,0,100.0,22,23,-2.5,1.34,0,0,0.0,95.7,22,1,0.0,25,13.5,0,10,0,0,25,0.0,125.9,0.0,0,0,0,1,2,0,0.0,167,7.3,-0.28
Blake Shapen,122282,QB,MISS STATE,6,-2.63,0,185,227,72.8,114,124,12.4,2.93,3,7,5.3,61.3,76,56,8.4,160,86.5,7,42,3,4,169,30.4,97.6,10.6,17,19,0,4,8,2,1.2,1084,8.7,78.2,87,94,9.6,2.65,3,5,5.0,68.1,64,35,5.9,113,61.1,4,30,1,2,120,25.7,101.6,8.0,9,10,0,3,5,0,0.0,766,8.1,75.0,52,55,9.6,2.8,0,2,3.4,65.5,36,22,7.7,72,38.9,3,16,2,2,75,36.4,98.9,11.1,8,9,0,1,4,2,2.7,438,8.0,0,96.0,25,25,-3.1,1.3,0,0,0.0,96.0,24,1,0.0,25,13.5,0,4,0,0,26,0.0,100.0,0.0,0,0,0,0,1,0,0.0,120,4.8,-0.19
Dylan Raiola,183581,QB,NEBRASKA,5,2.54,0,183,238,76.8,125,131,8.7,3.06,1,4,3.0,68.7,90,49,6.3,153,83.6,6,59,2,2,157,32.7,114.3,10.5,16,6,0,3,10,5,3.2,1127,8.6,81.0,105,111,6.3,2.85,1,1,0.9,73.0,81,40,4.7,129,70.5,4,40,2,1,133,35.0,104.1,10.9,14,3,0,3,5,4,3.0,798,7.2,79.6,49,49,7.4,2.69,0,3,6.1,75.5,37,9,5.1,54,29.5,2,28,0,1,54,22.2,141.4,3.7,2,3,0,0,7,1,1.9,533,10.9,0,96.6,29,29,-2.1,1.47,0,0,0.0,96.6,28,0,0.0,30,16.4,0,9,0,0,30,,119.0,0.0,0,0,0,0,2,0,0.0,204,7.0,3.69
Garrett Nussmeier,146757,QB,LSU,5,-4.26,0,181,211,70.3,128,135,10.5,2.81,2,12,8.2,59.3,80,38,11.1,145,80.1,10,48,1,3,159,18.4,88.5,4.8,7,3,0,4,7,6,3.8,941,7.0,79.7,128,135,7.5,2.53,2,10,6.9,68.1,92,34,9.8,143,79.0,10,50,1,3,155,14.7,92.6,3.5,5,3,0,4,6,5,3.2,912,6.8,66.7,36,36,7.9,2.43,0,2,5.0,63.9,23,4,4.2,38,21.0,1,10,0,0,42,50.0,92.9,5.3,2,0,0,0,1,1,2.4,245,6.8,0,100.0,36,36,-2.8,1.29,0,0,0.0,97.2,35,0,2.8,36,19.9,1,12,0,0,38,,91.7,0.0,0,0,0,0,0,0,0.0,216,6.0,0.05
Ty Simpson,157008,QB,ALABAMA,5,6.58,0,180,103,75.7,115,122,11.5,3.33,2,10,7.6,65.6,80,46,8.0,143,79.4,7,62,4,1,152,17.4,119.5,5.6,8,13,0,1,10,4,2.6,1137,9.3,78.6,98,103,8.5,2.93,1,7,6.3,68.0,70,33,9.1,116,64.4,7,47,4,0,124,18.2,114.7,5.2,6,6,0,0,6,2,1.6,904,8.8,83.0,53,55,7.3,3.22,1,3,5.4,74.5,41,16,6.8,64,35.6,3,29,0,1,65,12.5,139.7,3.1,2,7,0,1,7,2,3.1,574,10.4,0,94.4,36,36,-2.9,1.89,0,0,0.0,86.1,31,3,8.8,37,20.6,3,14,0,0,37,0.0,133.9,0.0,0,0,0,0,3,0,0.0,341,9.5,1.66
Jackson Arnold,173684,QB,AUBURN,5,-12.59,0,179,115,69.6,102,111,10.1,3.15,2,2,1.7,60.4,67,59,5.6,156,87.2,4,44,1,0,165,35.6,93.2,13.5,21,24,0,6,4,5,3.0,768,6.9,76.0,75,80,5.7,2.97,1,1,1.2,70.0,56,42,1.8,108,60.3,1,25,1,0,116,31.0,93.6,12.0,13,15,0,3,2,4,3.4,478,6.0,71.4,49,54,10.7,2.86,1,1,1.9,57.4,31,18,11.4,71,39.7,4,22,0,0,73,44.4,96.8,11.3,8,9,0,4,3,1,1.4,368,6.8,0,95.5,22,23,-3.5,1.38,0,0,0.0,87.0,20,1,4.8,23,12.8,1,3,0,0,24,0.0,95.3,0.0,0,0,0,1,1,0,0.0,78,3.4,0.83
Taylen Green,145996,QB,ARKANSAS,5,-0.58,0,178,111,70.1,134,145,11.2,3.12,3,7,4.5,60.0,87,47,7.4,164,92.1,7,70,2,5,175,10.6,103.2,3.0,5,14,0,6,12,9,5.1,1318,9.1,72.4,123,132,9.4,2.99,3,6,4.2,62.1,82,42,7.9,151,84.8,7,62,2,5,162,14.3,95.5,4.0,6,13,0,4,9,7,4.3,1100,8.3,70.8,24,26,12.8,3.17,0,1,3.8,61.5,16,6,5.9,27,15.2,1,12,0,0,27,0.0,139.6,0.0,0,1,0,2,3,2,7.4,298,11.5,0,92.3,13,13,-3.0,1.79,0,0,0.0,84.6,11,1,8.3,14,7.9,1,4,0,0,14,100.0,92.3,7.1,1,0,0,0,0,0,0.0,80,6.2,3.13
Luke Altmyer,146802,QB,ILLINOIS,6,-4.68,0,177,187,75.0,116,122,11.8,2.96,0,5,3.7,67.2,82,58,5.7,150,84.7,5,62,1,0,165,31.0,131.5,12.0,18,10,0,5,10,2,1.2,1349,11.1,80.0,75,79,8.1,2.84,0,0,0.0,74.7,59,44,1.7,101,57.1,1,39,1,0,111,38.6,123.3,16.8,17,5,0,3,5,0,0.0,718,9.1,79.1,67,70,10.7,2.6,1,5,6.7,70.0,49,16,7.5,76,42.9,4,31,0,0,81,6.3,144.6,1.3,1,5,0,2,7,2,2.5,855,12.2,0,100.0,26,27,-1.7,1.51,1,0,0.0,96.3,26,2,0.0,27,15.3,0,8,0,0,27,0.0,125.9,0.0,0,0,0,0,2,0,0.0,224,8.3,3.12
Demond Williams Jr.,183648,QB,WASHINGTON,5,-8.32,0,176,340,75.0,100,106,12.1,3.33,1,5,4.6,67.0,71,66,5.3,148,84.1,4,59,1,1,151,19.7,110.5,8.8,13,29,0,4,6,1,0.7,957,9.0,82.8,87,91,9.1,3.01,1,5,5.4,75.8,69,50,4.2,123,69.9,3,47,1,1,125,24.0,131.6,9.8,12,20,0,2,8,1,0.8,908,10.0,73.7,38,40,8.4,3.31,0,0,0.0,67.5,27,22,3.6,53,30.1,1,22,0,0,54,9.1,91.5,3.8,2,11,0,2,0,0,0.0,318,8.0,0,100.0,25,25,-3.8,1.9,0,0,0.0,100.0,25,6,0.0,28,15.9,0,10,0,0,28,16.7,138.2,3.6,1,2,0,0,2,0,0.0,269,10.8,-2.03
Robby Ashford,131702,QB,WAKE,5,-5.17,0,176,339,61.8,102,112,12.3,3.18,3,8,6.6,52.7,59,41,6.3,133,75.6,4,44,2,3,144,12.2,77.1,3.8,5,15,0,5,2,7,4.9,976,8.7,69.8,96,103,6.0,2.78,3,4,3.6,61.2,63,29,6.0,118,67.0,4,30,1,3,128,13.8,68.3,3.4,4,11,0,3,1,7,5.5,597,5.8,66.0,47,50,12.0,2.87,0,4,7.4,56.0,28,15,9.7,58,33.0,3,19,1,1,62,6.7,95.0,1.7,1,6,0,2,1,1,1.6,575,11.5,0,85.4,41,41,-2.9,1.67,0,0,0.0,78.0,32,3,8.6,43,24.4,3,5,0,1,46,0.0,76.4,0.0,0,2,0,0,0,1,2.2,196,4.8,5.7
Ben Gulbranson,131734,QB,STANFORD,5,4.18,0,174,300,69.9,133,148,9.1,2.8,3,8,5.2,58.8,87,57,6.5,166,95.4,6,46,3,3,173,22.8,86.3,7.8,13,5,0,9,5,10,5.8,1151,7.8,70.3,111,121,7.6,2.6,1,5,4.0,58.7,71,48,9.0,135,77.6,7,33,2,2,141,22.9,72.0,8.1,11,3,0,7,1,7,5.0,731,6.0,73.3,30,35,11.6,3.22,2,3,8.1,62.9,22,10,0.0,39,22.4,0,14,1,1,41,20.0,132.3,5.1,2,2,0,2,4,3,7.3,434,12.4,0,87.5,8,8,-2.6,1.5,0,0,0.0,75.0,6,1,14.3,8,4.6,1,1,0,0,9,0.0,77.1,0.0,0,0,0,0,0,0,0.0,14,1.8,6.36
E.J. Warner,156185,QB,FRESNO ST,6,0.84,0,174,169,79.8,124,128,8.1,2.71,3,3,2.2,71.1,91,37,8.1,147,84.5,8,59,0,6,155,21.6,91.3,5.4,8,11,0,1,6,9,5.8,1042,8.1,81.7,109,111,6.2,2.42,2,2,1.8,73.0,81,27,9.0,126,72.4,8,45,0,4,129,22.2,91.5,4.8,6,7,0,0,5,8,6.2,761,6.9,82.5,40,42,5.5,2.98,1,1,2.2,73.8,31,12,6.1,48,27.6,2,20,0,2,53,16.7,97.1,4.2,2,4,0,1,2,1,1.9,378,9.0,0,92.0,25,25,-4.8,1.82,0,0,0.0,84.0,21,2,8.7,27,15.5,2,6,0,0,27,0.0,96.2,0.0,0,0,0,0,1,0,0.0,97,3.9,2.14
Byrum Brown,156206,QB,USF,5,4.06,0,174,327,65.4,104,110,12.3,3.12,1,10,8.3,51.8,57,50,16.2,134,77.0,11,37,2,2,145,14.0,99.9,5.2,7,17,0,3,9,4,2.8,922,8.4,72.2,90,94,6.0,2.79,1,3,3.0,59.6,56,32,13.8,112,64.4,9,23,1,3,120,12.5,78.0,3.6,4,13,0,2,4,3,2.5,573,6.1,71.7,53,55,12.6,2.82,0,7,11.9,63.6,35,19,7.9,62,35.6,3,23,1,1,66,15.8,128.8,4.8,3,4,0,1,6,2,3.0,593,10.8,0,89.7,39,39,-2.0,1.72,0,0,0.0,87.2,34,1,2.9,40,23.0,1,9,0,2,41,0.0,79.9,0.0,0,0,0,0,1,1,2.4,244,6.3,4.68
Jack Layne,158966,QB,NEW MEXICO,5,11.91,0,174,241,73.0,111,118,11.5,2.78,1,9,6.6,66.1,78,44,3.7,139,79.9,3,52,1,6,160,20.5,86.7,6.5,9,11,0,5,6,4,2.5,955,8.1,74.3,101,107,7.4,2.56,1,6,4.9,66.4,71,36,5.3,125,71.8,4,41,1,4,142,22.2,82.3,6.4,8,10,0,4,4,2,1.4,720,6.7,86.4,44,46,10.2,2.47,0,3,6.1,78.3,36,11,5.3,49,28.2,2,21,0,2,53,9.1,110.3,2.0,1,1,0,2,3,2,3.8,442,9.6,0,94.1,34,35,-2.3,1.55,0,0,0.0,82.9,29,3,9.4,35,20.1,3,10,0,0,35,0.0,100.8,0.0,0,0,0,1,1,0,0.0,207,5.9,2.88
Steve Angeli,156966,QB,SYRACUSE,4,-7.95,0,174,304,73.1,130,143,11.3,2.52,7,13,8.7,60.8,87,56,8.4,161,92.5,8,60,2,2,169,21.4,106.8,7.5,12,6,0,4,10,5,3.0,1254,8.8,75.2,109,119,9.7,2.38,6,10,8.1,64.7,77,47,6.1,131,75.3,5,47,2,1,136,19.1,102.6,6.9,9,3,0,2,5,5,3.7,1030,8.7,75.8,33,37,11.7,2.65,2,3,7.5,56.8,21,10,16.0,43,24.7,4,14,0,1,47,30.0,110.0,7.0,3,3,0,2,5,0,0.0,287,7.8,0,100.0,12,13,-2.2,1.48,1,0,0.0,84.6,11,1,8.3,13,7.5,1,1,0,0,14,0.0,86.9,0.0,0,0,0,0,0,0,0.0,63,4.8,-0.9
Beau Pribula,164182,QB,MISSOURI,5,6.73,0,173,229,77.5,120,128,9.1,2.78,1,5,3.8,71.9,92,50,1.1,155,89.6,1,64,2,3,159,24.0,110.7,7.7,12,15,1,4,9,4,2.5,1077,8.4,76.3,97,101,7.2,2.42,1,3,2.9,73.3,74,34,0.0,118,68.2,0,45,2,2,122,29.4,112.0,8.5,10,7,1,0,7,3,2.5,825,8.2,90.2,41,45,8.1,3.05,0,2,4.4,80.0,36,16,2.7,55,31.8,1,24,0,1,55,12.5,107.2,3.6,2,8,0,4,2,1,1.8,378,8.4,0,100.0,18,18,-3.2,1.24,0,0,0.0,100.0,18,0,0.0,18,10.4,0,5,0,0,18,,95.8,0.0,0,0,0,0,0,0,0.0,126,7.0,0.23
Bishop Davenport,163426,QB,S ALABAMA,6,1.59,0,172,288,68.2,110,114,8.6,2.71,0,3,2.4,58.8,67,50,10.7,135,78.5,8,46,2,4,146,22.0,87.4,8.1,11,10,0,2,7,10,6.8,835,7.3,72.9,85,89,5.3,2.41,1,3,3.0,62.9,56,35,9.7,106,61.6,6,34,1,3,118,28.6,83.9,9.4,10,7,0,2,4,9,7.6,608,6.8,77.2,57,62,6.9,2.69,0,0,0.0,64.5,40,20,9.1,66,38.4,4,20,1,1,67,5.0,106.6,1.5,1,3,0,4,5,1,1.5,455,7.3,0,96.9,32,37,-3.3,1.79,1,0,0.0,78.4,29,5,6.5,37,21.5,2,8,0,0,39,0.0,110.4,0.0,0,0,0,4,2,0,0.0,228,6.2,0.51
Drew Mestemaker,190616,QB,N TEXAS,5,-1.31,0,172,251,70.7,123,126,11.6,2.91,2,10,7.3,65.1,82,41,5.7,141,82.0,5,59,1,0,153,12.2,114.6,3.5,5,10,0,0,9,1,0.7,1044,8.3,75.7,103,104,8.0,2.69,1,9,8.0,69.2,72,26,7.7,114,66.3,6,42,0,0,123,19.2,113.6,4.4,5,5,0,0,6,1,0.8,864,8.3,74.0,50,53,10.4,2.66,1,1,1.8,67.9,36,18,2.7,58,33.7,1,23,1,0,61,0.0,120.4,0.0,0,5,0,1,5,0,0.0,385,7.3,0,93.3,30,31,-2.5,1.65,0,0,0.0,83.9,26,3,7.1,31,18.0,2,6,0,0,31,0.0,115.7,0.0,0,0,0,1,2,0,0.0,205,6.6,-1.05
DJ Lagway,184426,QB,FLORIDA,5,0.24,0,171,163,72.1,111,120,9.9,2.9,0,4,3.2,61.7,74,49,7.5,140,81.9,6,35,4,7,145,22.4,76.1,7.9,11,9,0,5,7,8,5.5,793,6.6,78.4,102,109,6.8,2.51,1,4,3.5,68.8,75,37,6.3,125,73.1,5,27,4,7,129,27.0,71.0,8.0,10,6,0,2,4,8,6.2,683,6.3,76.9,39,42,7.9,2.93,0,0,0.0,69.0,29,13,3.3,46,26.9,1,15,0,0,47,7.7,114.5,2.2,1,3,0,3,3,0,0.0,313,7.5,0,100.0,30,31,-3.4,1.36,1,0,0.0,96.8,30,1,0.0,31,18.1,0,7,0,0,31,0.0,94.0,0.0,0,0,0,0,0,0,0.0,203,6.5,1.18
Jacob Clark,101628,QB,MO STATE,5,20.01,0,170,230,70.6,109,117,11.6,2.92,1,11,9.0,61.5,72,67,6.5,152,89.4,5,54,5,5,159,26.9,96.2,11.8,18,16,1,1,8,7,4.4,1064,9.1,69.1,94,101,9.1,2.71,1,7,6.6,59.4,60,46,7.7,121,71.2,5,32,4,5,127,21.7,78.1,8.3,10,10,1,1,5,6,4.7,742,7.3,84.4,32,34,11.3,3.15,0,4,11.4,79.4,27,24,0.0,49,28.8,0,25,1,1,51,33.3,135.9,16.3,8,6,0,1,3,1,2.0,450,13.2,0,88.2,17,18,-2.6,2.16,0,0,0.0,83.3,15,3,0.0,18,10.6,0,3,0,1,19,0.0,73.1,0.0,0,0,0,1,0,0,0.0,128,7.1,5.89
JC French IV,162521,QB,GA SOUTHRN,5,-3.71,0,169,174,62.0,100,107,12.2,2.6,2,6,5.4,51.4,55,35,11.3,132,78.1,7,41,0,3,136,25.7,80.9,6.8,9,15,2,3,6,6,4.4,743,6.9,69.1,97,102,7.2,2.31,1,2,1.9,59.8,61,28,9.0,122,72.2,6,35,0,1,124,32.1,86.1,7.4,9,10,2,2,4,5,4.0,617,6.0,71.1,38,41,10.7,2.59,1,4,9.3,56.1,23,10,14.8,47,27.8,4,17,0,2,49,10.0,85.8,2.1,1,5,0,2,3,1,2.0,324,7.9,0,91.4,35,36,-3.2,1.62,0,0,0.0,80.6,29,3,9.4,37,21.9,3,11,0,0,37,33.3,98.8,2.7,1,0,0,1,1,0,0.0,198,5.5,1.85
Jalon Daniels,122555,QB,KANSAS,6,24.05,0,169,198,72.1,122,129,12.7,3.18,0,9,6.7,61.2,79,55,10.2,144,85.2,9,63,2,2,151,9.1,123.6,3.5,5,10,0,5,13,4,2.6,1342,10.4,65.0,80,84,10.5,2.89,0,4,4.5,56.0,47,37,9.6,92,54.4,5,28,1,2,97,5.4,78.9,2.2,2,6,0,3,3,3,3.1,568,6.8,91.0,67,70,9.9,3.03,0,5,7.0,80.0,56,19,8.2,77,45.6,5,44,1,0,79,15.8,158.3,3.9,3,4,0,2,13,1,1.3,929,13.3,0,100.0,25,25,-1.8,1.66,0,0,0.0,96.0,24,1,4.0,25,14.8,1,9,0,0,25,0.0,132.1,0.0,0,0,0,0,3,0,0.0,155,6.2,6.51
Marcel Reed,175940,QB,TEXAS A&M,5,20.33,0,168,312,62.8,113,118,14.5,3.26,1,7,5.6,55.1,65,42,8.5,141,83.9,6,56,0,2,151,11.9,103.3,3.5,5,18,0,4,9,6,4.0,1046,8.9,64.2,95,100,10.9,3.13,2,3,2.9,53.0,53,35,13.1,120,71.4,8,43,0,2,127,14.3,89.3,4.2,5,15,0,3,6,5,3.9,752,7.5,77.3,44,45,12.4,2.63,0,4,8.3,73.3,33,9,2.9,48,28.6,1,22,0,1,51,0.0,137.6,0.0,0,3,0,1,5,1,2.0,504,11.2,0,92.3,26,27,-2.1,1.56,1,0,0.0,77.8,21,2,12.5,27,16.1,3,9,0,1,27,0.0,108.3,0.0,0,0,0,0,2,0,0.0,210,7.8,3.68
Devon Dampier,171556,QB,UTAH,5,-8.33,0,167,328,75.2,121,129,10.6,2.88,1,4,2.9,67.4,87,36,4.4,144,86.2,4,51,2,3,155,8.3,107.0,2.1,3,12,1,4,11,4,2.6,928,7.2,81.6,98,104,7.8,2.63,1,2,1.8,75.0,78,23,2.5,112,67.1,2,34,1,3,121,8.7,104.1,1.8,2,6,1,3,7,4,3.3,726,7.0,73.9,46,48,10.0,2.8,0,2,3.9,66.7,32,14,5.9,55,32.9,2,21,1,0,58,7.1,111.6,1.8,1,6,0,1,4,0,0.0,302,6.3,0,100.0,23,23,-2.2,1.5,0,0,0.0,100.0,23,1,0.0,23,13.8,0,4,0,0,24,0.0,84.8,0.0,0,0,0,0,0,0,0.0,100,4.3,-0.69
Joey Aguilar,174978,QB,TENNESSEE,5,24.47,0,167,307,72.6,117,124,13.2,2.87,1,6,4.4,59.7,74,36,12.9,132,79.0,11,57,1,5,144,5.6,108.7,1.5,2,6,0,5,12,1,0.7,1232,9.9,71.2,59,64,7.7,2.66,0,0,0.0,50.0,32,17,23.8,67,40.1,10,22,1,4,74,0.0,57.3,0.0,0,3,0,4,3,1,1.4,368,5.8,81.5,92,94,11.1,2.63,1,6,6.0,74.5,70,20,6.7,100,59.9,5,44,0,1,106,10.0,143.8,2.0,2,4,0,1,10,0,0.0,1097,11.7,0,94.1,34,34,-2.1,1.78,0,0,0.0,82.4,28,1,12.5,35,21.0,4,9,0,0,36,0.0,105.0,0.0,0,1,0,0,1,0,0.0,233,6.9,5.92
Kaden Anderson,127312,QB,WYOMING,5,1.43,0,165,351,61.2,116,128,10.6,2.93,4,4,2.8,49.2,63,45,11.3,139,84.2,8,32,0,3,155,15.6,69.6,5.0,7,4,0,8,5,7,4.5,715,5.6,67.0,100,109,7.8,2.74,3,3,2.5,54.1,59,35,11.9,116,70.3,8,30,0,3,130,11.4,76.6,3.4,4,3,0,6,5,5,3.8,670,6.1,69.0,42,45,9.4,2.76,1,1,2.1,55.6,25,12,13.8,49,29.7,4,13,0,0,51,25.0,83.1,6.1,3,1,0,2,1,2,3.9,295,6.6,0,96.2,26,26,-2.4,1.78,0,0,0.0,80.8,21,2,16.0,26,15.8,4,11,0,0,26,0.0,119.6,0.0,0,0,0,0,1,0,0.0,250,9.6,0.41
Bryson Barnes,131845,QB,UTAH ST,5,-8.66,0,164,329,72.7,99,111,13.6,3.06,2,7,5.9,60.4,67,61,6.9,144,87.8,5,53,4,1,153,24.6,120.7,10.4,15,18,0,6,11,4,2.6,1039,9.4,79.3,82,88,9.8,2.92,1,3,3.1,68.2,60,45,7.7,116,70.7,5,41,2,1,124,31.1,116.9,12.1,14,14,0,3,7,4,3.2,764,8.7,69.4,36,42,13.9,2.84,1,4,9.3,59.5,25,18,0.0,48,29.3,0,20,2,0,50,11.1,121.0,4.2,2,4,0,3,4,0,0.0,379,9.0,0,94.7,19,19,-2.5,1.76,0,0,0.0,94.7,18,2,0.0,20,12.2,0,8,0,0,21,50.0,89.5,5.0,1,0,0,0,0,0,0.0,104,5.5,0.34
